N	2gram	Bakhtin_Pr_2	NovoeSre
1	а не	10	17
2	и в	45	16
3	не может	24	16
4	нового времени	3	12
5	и не	42	11
6	и есть	1	10
7	в эпоху	1	9
8	истории и	1	9
9	что в	6	9
10	как не	5	8
11	в том	8	8
12	жизни и	15	8
13	он не	9	8
14	в этом	20	7
15	может быть	18	7
16	как и	14	7
17	высшей степени	1	6
18	с его	8	6
19	не в	8	6
20	ни в	2	6
21	в высшей	1	6
22	никогда не	17	6
23	лишь в	2	6
24	но это	2	6
25	не знает	4	6
26	с ее	3	5
27	в ней	7	5
28	и к	2	5
29	не только	16	5
30	в жизни	3	5
31	xix века	1	5
32	все это	5	5
33	в нем	20	5
34	новое время	1	4
35	со всех	1	4
36	о том	3	4
37	наше время	1	4
38	эпохи и	1	4
39	перестает быть	3	4
40	в них	4	4
41	то что	5	4
42	это не	3	4
43	прежде всего	11	4
44	не было	2	4
45	должно быть	4	4
46	и потому	6	4
47	не менее	2	4
48	и для	2	4
49	не имеет	3	4
50	и все	1	4
51	потому что	8	4
52	которые господствовали	1	3
53	с другой	1	3
54	в ее	3	3
55	должна быть	3	3
56	человека и	2	3
57	еще не	9	3
58	во всех	4	3
59	за пределы	5	3
60	лицом к	1	3
61	в истории	2	3
62	наряду с	1	3
63	как в	4	3
64	конечно не	6	3
65	всех сферах	1	3
66	не значит	2	3
67	к ним	3	3
68	подобно тому	2	3
69	в мире	3	3
70	но и	15	3
71	это было	2	3
72	не есть	2	3
73	и пр	2	3
74	к лицу	1	3
75	в своей	6	3
76	в новое	1	3
77	тому как	2	3
78	в прошлом	1	3
79	она не	5	3
80	в наше	1	3
81	жизни не	1	3
82	в основе	2	3
83	жизни в	2	3
84	к тому	1	3
85	сказать что	5	3
86	нем нет	1	2
87	же как	4	2
88	связана с	1	2
89	силы и	1	2
90	это и	1	2
91	время как	1	2
92	не имеют	1	2
93	можно было	2	2
94	так и	3	2
95	к самой	1	2
96	мы не	1	2
97	мира и	1	2
98	и с	7	2
99	культуры нового	1	2
100	для этого	3	2
101	еще до	1	2
102	я не	6	2
103	и должно	1	2
104	вот почему	3	2
105	и что	2	2
106	и на	7	2
107	быть в	2	2
108	времени в	1	2
109	на протяжении	3	2
110	но не	6	2
111	в свои	1	2
112	все время	3	2
113	в центре	1	2
114	с этим	1	2
115	хотя и	2	2
116	но в	6	2
117	который в	1	2
118	все эти	4	2
119	с одной	1	2
120	себя в	2	2
121	думать что	1	2
122	с их	4	2
123	есть в	8	2
124	в себе	5	2
125	уже не	6	2
126	нашего времени	1	2
127	у него	6	2
128	что она	4	2
129	что все	3	2
130	нет и	3	2
131	и даже	3	2
132	на уровне	1	2
133	и т.п	6	2
134	этом смысле	5	2
135	бытия в	2	2
136	зависит от	1	2
137	народ русский	1	2
138	для чего	1	2
139	том что	7	2
140	вместе с	1	2
141	так же	5	2
142	место в	1	2
143	мысли и	3	2
144	другой стороны	1	2
145	по существу	1	2
146	не могли	1	2
147	том и	1	2
148	если нет	2	2
149	ни одна	1	2
150	как будто	1	2
151	и формы	1	2
152	как это	2	2
153	но для	1	2
154	в смысле	2	2
155	в то	5	2
156	одна из	3	2
157	того чтобы	1	2
158	и от	3	2
159	человека во	1	2
160	самой жизни	1	2
161	силы над	1	2
162	хотя бы	5	2
163	все они	4	2
164	познания и	1	2
165	а в	3	2
166	от всякого	1	2
167	могут быть	4	2
168	свободы и	1	2
169	оно может	1	1
170	и через	2	1
171	что образ	2	1
172	не хочу	2	1
173	лишь там	2	1
174	для себя	3	1
175	он может	2	1
176	суждено было	2	1
177	чтобы быть	1	1
178	этого мира	2	1
179	приводит к	1	1
180	и до	4	1
181	можно лишь	1	1
182	сама идея	1	1
183	и про	2	1
184	слова а	1	1
185	природе своей	2	1
186	в образе	3	1
187	на нее	1	1
188	мы уже	3	1
189	не с	1	1
190	по природе	3	1
191	конечно есть	1	1
192	создать не	1	1
193	еще в	1	1
194	мир не	1	1
195	героя но	1	1
196	человека это	1	1
197	с ним	8	1
198	можно сказать	2	1
199	смысле и	1	1
200	говорить о	1	1
201	и человека	1	1
202	не был	2	1
203	в виду	2	1
204	зависимости от	3	1
205	это я	1	1
206	собрать в	1	1
207	и явления	1	1
208	в xix	2	1
209	на нем	1	1
210	на них	2	1
211	он стремился	1	1
212	в какие	1	1
213	в чем	2	1
214	не могу	1	1
215	других людей	1	1
216	все в	1	1
217	не могут	1	1
218	к нему	11	1
219	есть своя	1	1
220	переходит в	2	1
221	удалось но	1	1
222	в его	22	1
223	есть по	1	1
224	менее всего	1	1
225	отличие от	1	1
226	последних вопросов	1	1
227	ее он	1	1
228	и только	1	1
229	значение для	3	1
230	нет надобности	1	1
231	но тут	1	1
232	в своем	5	1
233	и нет	1	1
234	борьбы за	1	1
235	человека в	5	1
236	что он	7	1
237	всего как	1	1
238	бог чтобы	1	1
239	только в	9	1
240	во всем	1	1
241	и объединения	1	1
242	от этого	1	1
243	в самом	13	1
244	мира эти	1	1
245	не хочет	1	1
246	то время	1	1
247	он в	1	1
248	из этих	1	1
249	тоже не	2	1
250	же и	1	1
251	мы отлично	1	1
252	к идее	3	1
253	и у	2	1
254	уже в	4	1
255	в большинстве	2	1
256	истины не	1	1
257	образа человека	2	1
258	человек не	1	1
259	существу своему	1	1
260	вообще не	1	1
261	от других	1	1
262	идей и	1	1
263	доля истины	1	1
264	в статье	1	1
265	вера в	1	1
266	большинстве случаев	2	1
267	из них	9	1
268	человека на	1	1
269	к своим	1	1
270	одному из	1	1
271	все еще	1	1
272	мир в	2	1
273	истина не	1	1
274	для того	1	1
275	и их	6	1
276	и когда	1	1
277	слова в	4	1
278	сами по	1	1
279	нелюбовь к	1	1
280	в конце	4	1
281	но те	1	1
282	но ведь	3	1
283	те формы	1	1
284	друг друга	7	1
285	мысли как	1	1
286	и рождается	2	1
287	человек как	1	1
288	смысле как	1	1
289	всех своих	1	1
290	людей и	2	1
291	тем что	2	1
292	в нее	1	1
293	от того	2	1
294	но все	4	1
295	это конечно	1	1
296	от нее	1	1
297	лишь для	1	1
298	не должна	3	1
299	до начала	1	1
300	них не	1	1
301	а по	1	1
302	и просвещения	1	1
303	на ее	1	1
304	с другими	7	1
305	принципу но	1	1
306	нельзя сказать	1	1
307	было бы	4	1
308	в каких	1	1
309	он есть	2	1
310	сам себя	1	1
311	времени что	1	1
312	а это	1	1
313	и правды	1	1
314	лишь на	2	1
315	и быть	1	1
316	релятивизм и	1	1
317	лишь по	1	1
318	себя и	2	1
319	бесконечные и	1	1
320	в отличие	1	1
321	что не	5	1
322	но оно	1	1
323	все слова	1	1
324	для них	3	1
325	превращается в	4	1
326	мир все	1	1
327	а на	2	1
328	они не	2	1
329	в этой	1	1
330	ничем не	2	1
331	не на	4	1
332	и культурные	1	1
333	всю жизнь	1	1
334	не всегда	1	1
335	и переживает	1	1
336	жизнь в	1	1
337	он стремится	1	1
338	отказаться от	1	1
339	т.п так	1	1
340	человеческой жизни	2	1
341	она неизбежно	1	1
342	что мы	1	1
343	и того	1	1
344	он и	4	1
345	одного и	2	1
346	и ему	1	1
347	и еще	1	1
348	себя на	2	1
349	в этих	4	1
350	может иметь	1	1
351	жизнь не	1	1
352	но если	1	1
353	нет для	1	1
354	она сама	1	1
355	воспринималось как	1	1
356	сами не	1	1
357	особого типа	1	1
358	замкнутости и	1	1
359	и особенно	2	1
360	до этого	1	1
361	на это	1	1
362	в котором	7	1
363	только для	2	1
364	на иной	1	1
365	нет ни	3	1
366	и мир	5	1
367	дальнейшее развитие	2	1
368	у нас	2	1
369	жизни с	1	1
370	в зависимости	3	1
371	не удалось	1	1
372	но он	1	1
373	о человеке	1	1
374	быть только	2	1
375	в мир	1	1
376	мы должны	4	1
377	и более	2	1
378	их в	7	1
379	истину и	2	1
380	он видел	1	1
381	во времени	1	1
382	том смысле	1	1
383	быть не	1	1
384	по себе	8	1
385	в той	3	1
386	совершенно так	2	1
387	и очень	1	1
388	нет никакого	1	1
389	и истории	1	1
390	в атмосфере	1	1
391	приблизиться к	1	1
392	сих пор	2	1
393	так как	5	1
394	и развивается	1	1
395	должны быть	1	1
396	мире а	1	1
397	видят в	1	1
398	она должна	1	1
399	в сущности	7	1
400	в более	1	1
401	не по	3	1
402	это уже	1	1
403	от жизни	1	1
404	вот этой	1	1
405	до сих	2	1
406	того и	1	1
407	ним она	1	1
408	которая в	1	1
409	в соприкосновение	1	1
410	всего что	1	1
411	а во	1	1
412	они являются	1	1
413	бы он	2	1
414	или нет	1	1
415	которое можно	1	1
416	мыслей и	1	1
417	русский народ	2	1
418	к этой	2	1
419	своей природе	1	1
420	и его	8	1
421	тут мы	1	1
422	или не	2	1
423	вступает в	4	1
424	и героя	1	1
425	образ человека	2	1
426	смысле в	1	1
427	возможно лишь	1	1
428	в области	2	1
429	в каком	1	1
430	в высшем	2	1
431	в свою	1	1
432	для решения	1	1
433	и оно	2	1
434	того же	1	1
435	характерны для	1	1
436	жизни а	1	1
437	в речах	1	1
438	есть только	4	1
439	во все	2	1
440	есть и	3	1
