N	2gram	Bakhtin_Pr_2	Literetu
1	не только	11	24
2	при этом	6	19
3	в качестве	1	17
4	но и	14	17
5	в том	6	16
6	а не	7	16
7	том что	2	14
8	может быть	23	13
9	и не	29	12
10	в этом	13	12
11	в своем	4	11
12	прежде всего	10	11
13	то что	7	10
14	или иначе	1	9
15	в целом	2	8
16	так или	1	8
17	не в	11	8
18	и в	43	8
19	только в	4	8
20	как это	1	8
21	я и	2	7
22	я не	4	7
23	как бы	22	7
24	в себе	5	7
25	не менее	3	7
26	в его	10	7
27	уже не	3	7
28	в рамках	1	6
29	то есть	4	6
30	как и	14	6
31	точки зрения	13	6
32	и сам	7	6
33	того что	2	6
34	связи с	1	6
35	в жизни	3	6
36	себя в	3	6
37	одним из	1	5
38	то же	8	5
39	отличие от	4	5
40	как в	2	5
41	в отличие	4	5
42	в то	7	5
43	для себя	2	5
44	же время	5	5
45	же в	1	5
46	что он	13	5
47	уже в	2	5
48	не может	18	5
49	я в	1	5
50	с его	4	5
51	в своей	4	4
52	еще не	9	4
53	но не	5	4
54	в этой	1	4
55	в художественном	3	4
56	все же	3	4
57	не как	6	4
58	с собой	4	4
59	лишь в	8	4
60	в чужом	4	4
61	для этого	2	4
62	и его	8	4
63	никогда не	9	4
64	так и	3	4
65	чужого сознания	2	4
66	еще в	1	4
67	в формах	3	4
68	и тем	1	4
69	из них	2	4
70	мир в	1	4
71	в конце	2	4
72	друг друга	1	4
73	как раз	4	4
74	и т.п	1	4
75	о себе	7	4
76	в связи	1	4
77	это не	3	4
78	в своих	2	4
79	например в	2	3
80	и есть	1	3
81	тем же	2	3
82	также и	3	3
83	по отношению	5	3
84	в самом	7	3
85	бы не	2	3
86	с их	2	3
87	таким образом	5	3
88	той же	3	3
89	его в	3	3
90	в повестях	1	3
91	далеко не	4	3
92	он и	3	3
93	несмотря на	1	3
94	не мог	1	3
95	художественного творчества	2	3
96	в их	3	3
97	но в	10	3
98	том же	4	3
99	что ему	1	3
100	дело в	2	3
101	одна из	2	3
102	в основе	1	3
103	свое собственное	1	3
104	к себе	7	3
105	ли не	1	3
106	всего в	1	3
107	в виду	3	3
108	в пределах	16	3
109	приводит к	6	3
110	другого в	3	3
111	по своей	1	3
112	один из	1	3
113	при всей	1	3
114	у него	6	3
115	и даже	3	3
116	с другой	4	3
117	в сознание	1	3
118	еще и	1	3
119	и др	2	3
120	не было	1	3
121	быть это	1	3
122	да и	5	3
123	этой точки	1	3
124	при всем	1	3
125	жизни и	1	3
126	что в	4	3
127	а в	5	3
128	же и	4	3
129	во всяком	2	3
130	повестях белкина	1	2
131	чтобы не	2	2
132	человека и	2	2
133	и весьма	1	2
134	того же	3	2
135	и то	2	2
136	самом деле	5	2
137	из его	2	2
138	должна быть	3	2
139	и само	1	2
140	та же	2	2
141	в сущности	9	2
142	на себя	2	2
143	то это	2	2
144	сознания а	1	2
145	то он	1	2
146	его я	1	2
147	и нет	4	2
148	все эти	5	2
149	из этих	2	2
150	тому же	3	2
151	как он	2	2
152	в нем	12	2
153	героя с	3	2
154	не к	1	2
155	на этом	1	2
156	самим собой	3	2
157	здесь как	1	2
158	было бы	5	2
159	на почве	2	2
160	в слове	5	2
161	несет в	1	2
162	от своего	1	2
163	в любом	1	2
164	что такое	2	2
165	как все	1	2
166	а как	4	2
167	всяком случае	1	2
168	с точки	8	2
169	в авторском	1	2
170	от себя	1	2
171	что я	6	2
172	тем не	2	2
173	однако в	1	2
174	даже в	3	2
175	освободиться от	1	2
176	раз и	2	2
177	при всех	1	2
178	мышления и	1	2
179	и является	2	2
180	в сознании	1	2
181	как будто	1	2
182	могут быть	3	2
183	к тому	4	2
184	у достоевского	14	2
185	в себя	3	2
186	но при	3	2
187	самим собою	5	2
188	для читателя	1	2
189	читателя в	1	2
190	на том	2	2
191	в мире	1	2
192	ту же	2	2
193	или иной	3	2
194	в другом	7	2
195	о том	5	2
196	с одной	1	2
197	воздействия на	1	2
198	обращается к	1	2
199	не могло	1	2
200	между тем	3	2
201	во втором	1	2
202	и только	3	2
203	хотя бы	2	2
204	от автора	3	2
205	только на	3	2
206	то и	2	2
207	что не	2	2
208	что для	1	2
209	для него	8	2
210	не случайно	1	2
211	как носитель	1	2
212	тем что	3	2
213	одной стороны	1	2
214	за пределы	3	2
215	превращается в	2	2
216	не на	4	2
217	одну из	1	2
218	все более	1	2
219	а вы	1	2
220	автора в	1	2
221	если оно	2	2
222	для понимания	2	2
223	не любил	1	2
224	можно было	3	2
225	это как	1	2
226	которая в	1	2
227	своей собственной	1	2
228	тем более	1	2
229	все они	1	2
230	в равной	1	2
231	не есть	2	2
232	отношению к	5	2
233	на это	1	2
234	по поводу	1	2
235	если б	1	1
236	же как	1	1
237	на самом	1	1
238	идет о	1	1
239	не показывает	1	1
240	между двумя	1	1
241	к другому	5	1
242	установка на	4	1
243	достоевского в	4	1
244	проникает в	1	1
245	оно было	1	1
246	определяется в	1	1
247	жизни здесь	1	1
248	ни были	1	1
249	сознаний с	1	1
250	есть не	1	1
251	мы не	4	1
252	я как	1	1
