N	2gram	Vinokur_Ku_1	Hudozhes
1	и в	24	28
2	том что	21	19
3	в ее	1	18
4	и не	12	18
5	своего рода	1	16
6	в том	30	15
7	а не	8	14
8	в этом	14	13
9	не в	11	13
10	о том	9	12
11	перед нами	1	11
12	не только	10	11
13	при этом	6	11
14	как и	2	11
15	в его	12	11
16	уже не	8	10
17	не случайно	6	10
18	в себе	3	9
19	но и	6	9
20	так и	7	8
21	между тем	5	8
22	что он	6	8
23	себя в	1	8
24	в жизни	1	8
25	может быть	13	8
26	о чем	2	8
27	я не	2	7
28	по отношению	8	7
29	тогда как	2	7
30	что она	3	7
31	состоит в	3	7
32	об этом	1	7
33	к тому	5	7
34	в частности	4	7
35	как это	3	7
36	и все	2	7
37	с ним	5	7
38	жизни в	1	7
39	отношению к	9	7
40	я и	1	6
41	в котором	3	6
42	то же	8	6
43	не было	3	6
44	и с	5	6
45	в своей	2	6
46	в то	2	6
47	тем что	8	6
48	казалось бы	3	6
49	для себя	1	6
50	если бы	9	6
51	сводится к	3	6
52	можно сказать	3	6
53	это не	7	6
54	человеческой жизни	1	6
55	а в	5	6
56	то что	9	6
57	жизни и	1	6
58	с его	4	5
59	в этой	3	5
60	как в	4	5
61	в самом	10	5
62	что это	5	5
63	рядом с	5	5
64	в своем	3	5
65	не менее	7	5
66	никогда не	2	5
67	ничего не	2	5
68	и его	5	5
69	и сам	1	5
70	только на	1	5
71	одно из	2	5
72	для него	1	5
73	наряду с	1	5
74	как бы	7	5
75	да и	1	5
76	вот и	1	5
77	что в	17	5
78	и т	33	4
79	но не	5	4
80	своей жизни	1	4
81	он не	2	4
82	и уже	1	4
83	в других	1	4
84	вот он	1	4
85	тем не	4	4
86	тому что	3	4
87	же время	2	4
88	как будто	1	4
89	того чтобы	17	4
90	в конечном	1	4
91	что они	4	4
92	только в	11	4
93	в качестве	7	4
94	что и	4	4
95	как раз	8	4
96	для того	16	4
97	говорит о	1	4
98	превращается в	2	4
99	то и	2	4
100	не может	7	4
101	бы и	2	4
102	была бы	3	3
103	по преимуществу	2	3
104	едва ли	1	3
105	на себя	3	3
106	и он	3	3
107	в ней	6	3
108	еще не	5	3
109	и на	4	3
110	столь же	1	3
111	в ответ	1	3
112	всякий раз	1	3
113	не все	2	3
114	со стороны	4	3
115	следующим образом	1	3
116	бы не	1	3
117	как он	1	3
118	в нем	4	3
119	можно было	6	3
120	что все	2	3
121	было бы	15	3
122	в это	2	3
123	в них	7	3
124	соответствии с	3	3
125	несмотря на	3	3
126	мы с	1	3
127	в этих	4	3
128	пока еще	1	3
129	что было	2	3
130	этом и	1	3
131	любви и	1	3
132	как о	2	3
133	к себе	4	3
134	как только	1	3
135	что у	1	3
136	когда в	2	3
137	внимание на	4	3
138	с ними	4	3
139	с одной	1	3
140	для нас	2	3
141	в одном	3	3
142	что на	1	3
143	с другой	7	3
144	и тех	1	3
145	все время	1	3
146	а с	3	3
147	прежде всего	9	3
148	в соответствии	3	3
149	человек в	1	3
150	у всех	1	3
151	среди других	1	3
152	так же	4	3
153	одной стороны	1	3
154	в состоянии	2	3
155	все это	6	3
156	всего лишь	1	3
157	ли в	2	3
158	или в	2	3
159	будто бы	1	3
160	есть и	1	3
161	самом деле	9	3
162	все что	1	3
163	же как	1	2
164	и то	3	2
165	но тем	1	2
166	в первом	3	2
167	той же	3	2
168	который в	1	2
169	на пороге	1	2
170	который был	1	2
171	говорить о	1	2
172	одни только	1	2
173	тем как	1	2
174	если в	2	2
175	отношение к	1	2
176	а всего	1	2
177	все же	12	2
178	но в	2	2
179	со своей	1	2
180	та же	1	2
181	в нашем	1	2
182	из этих	4	2
183	и становится	2	2
184	тому же	1	2
185	роли в	2	2
186	мысли и	1	2
187	т д	14	2
188	но именно	1	2
189	на этом	1	2
190	прежде чем	1	2
191	оно не	3	2
192	однако в	1	2
193	же не	1	2
194	не с	3	2
195	лишь в	2	2
196	его в	1	2
197	это было	2	2
198	и было	2	2
199	и тогда	4	2
200	со всей	1	2
201	в г	3	2
202	с точки	9	2
203	если можно	1	2
204	не столько	2	2
205	что я	2	2
206	вместе со	2	2
207	а вот	1	2
208	сам он	1	2
209	из нас	1	2
210	дело не	2	2
211	того как	4	2
212	одна из	1	2
213	только не	1	2
214	такова что	2	2
215	тогда в	1	2
216	к той	1	2
217	они и	1	2
218	в строгом	1	2
219	как мы	1	2
220	и подлинное	1	2
221	роль в	4	2
222	которая была	1	2
223	до сих	4	2
224	во второй	1	2
225	том как	3	2
226	в последней	1	2
227	все те	2	2
228	о нем	2	2
229	а также	1	2
230	любви к	2	2
231	того или	4	2
232	во втором	2	2
233	нуждается в	3	2
234	и только	1	2
235	один из	4	2
236	здесь не	3	2
237	дело с	1	2
238	теперь в	1	2
239	же и	2	2
240	и у	1	2
241	ни одного	2	2
242	его и	1	2
243	потребность в	3	2
244	себе в	3	2
245	из них	4	2
246	т п	18	2
247	вовсе не	10	2
248	сих пор	4	2
249	или иной	3	2
250	в соответствующих	1	2
251	именно в	6	2
252	как же	1	2
253	еще и	5	2
254	себя и	1	2
255	что не	5	2
256	именно так	2	2
257	однако и	1	2
258	жизнь в	1	2
259	нет ничего	1	2
260	вместе с	7	2
261	и а	2	2
262	в духе	3	2
263	в данном	4	2
264	с такой	1	2
265	или иного	3	2
266	что же	6	2
267	в контексте	2	2
268	и от	1	2
269	только для	1	2
270	о его	1	2
271	не является	2	2
272	и для	2	2
273	отнюдь не	1	2
274	в двух	1	2
275	это уже	1	2
276	начинается так	1	2
277	за него	1	2
278	потому что	23	2
279	хотя бы	10	2
280	давно уже	1	2
281	точки зрения	14	2
282	между ними	2	2
283	сказать что	1	2
284	что даже	1	2
285	т е	38	2
286	с внешней	1	2
287	как на	3	2
288	но еще	3	2
289	тем самым	4	2
290	гораздо более	3	2
291	в роли	1	2
292	слишком очевидно	2	1
293	одним из	2	1
294	например в	5	1
295	в сфере	1	1
296	знать в	1	1
297	всего тем	1	1
298	тех же	1	1
299	это и	4	1
300	на деле	1	1
301	не меняется	1	1
302	и так	1	1
303	собою в	1	1
304	также и	2	1
305	понимается в	1	1
306	полагает что	1	1
307	скучно в	1	1
308	на материале	1	1
309	мы имеем	6	1
310	что если	2	1
311	было известно	2	1
312	ответить на	1	1
313	в сущности	3	1
314	и другая	1	1
315	этого термина	2	1
316	что можно	2	1
317	в каждой	1	1
318	это время	1	1
319	разумеется не	4	1
320	не нужно	1	1
321	в различных	1	1
322	во всех	1	1
323	сознания а	1	1
324	и стало	1	1
325	то он	1	1
326	понятно в	1	1
327	в сторону	2	1
328	его во	1	1
329	в общем	3	1
330	себе и	2	1
331	не просто	5	1
332	друг от	1	1
333	боялся как	1	1
334	в одной	1	1
335	в той	5	1
336	поскольку они	1	1
337	только об	1	1
338	показать что	1	1
339	как к	1	1
340	за выражение	1	1
341	предметы и	1	1
342	собственно и	1	1
343	хотя и	3	1
344	когда он	3	1
345	сказал бы	1	1
346	но для	1	1
347	и старые	1	1
348	его к	3	1
349	нас все	2	1
350	это просто	1	1
351	конечном итоге	1	1
352	от этого	2	1
353	ним было	1	1
354	и говорит	2	1
355	бы у	1	1
356	в которой	6	1
357	ни один	1	1
358	мне не	1	1
359	так или	2	1
360	все эти	6	1
361	этом что	1	1
362	того факта	1	1
363	будто и	1	1
364	но ведь	2	1
365	по имени	1	1
366	так сказать	5	1
367	по словам	1	1
368	его но	1	1
369	из этой	1	1
370	же это	1	1
371	и когда	1	1
372	однако он	1	1
373	в силу	10	1
374	том чтобы	8	1
375	у читателя	1	1
376	наших глазах	1	1
377	так часто	1	1
378	свое время	2	1
379	просвещения и	1	1
380	лишь с	1	1
381	в большой	1	1
382	но все	2	1
383	не следует	1	1
384	в каждом	2	1
385	то ни	1	1
386	том случае	1	1
387	а его	1	1
388	читать и	1	1
389	не умеет	1	1
390	и других	1	1
391	которого не	1	1
392	в разряд	1	1
393	избавление от	1	1
394	с неба	1	1
395	и иных	1	1
396	то все	1	1
397	которые говорили	2	1
398	и тем	2	1
399	даже в	3	1
400	бы уже	2	1
401	который по	1	1
402	сюжета а	1	1
403	быть только	1	1
404	она и	1	1
405	силы в	1	1
406	берет на	1	1
407	этого не	2	1
408	в слове	2	1
409	не всегда	2	1
410	на своего	1	1
411	для чего	1	1
412	в москве	2	1
413	при необходимости	1	1
414	не мог	2	1
415	и еще	2	1
416	в ходе	1	1
417	и при	2	1
418	никак не	2	1
419	это живет	1	1
420	взгляд на	1	1
421	в следующем	1	1
422	наших дней	1	1
423	начале xix	1	1
424	слова любовь	1	1
425	на месте	2	1
426	он понимал	1	1
427	в мы	1	1
428	каким был	1	1
429	от себя	2	1
430	но он	1	1
431	внимания на	1	1
432	это разумеется	2	1
433	видно что	2	1
434	и более	2	1
435	в конце	1	1
436	том же	2	1
437	в словах	1	1
438	слов о	2	1
439	любовь к	2	1
440	случае мы	1	1
441	освободиться от	1	1
442	фраза в	1	1
443	раз и	1	1
444	выше фразах	1	1
445	и притом	1	1
446	ничего нового	1	1
447	важно что	1	1
448	трудно было	2	1
449	что с	2	1
450	что ему	1	1
451	мысли в	1	1
452	дело в	1	1
453	только из	1	1
454	на себе	6	1
455	и остается	1	1
456	та или	1	1
457	не могло	1	1
458	например не	2	1
459	был в	2	1
460	приверженности к	1	1
461	на язык	4	1
462	в самой	4	1
463	учения о	1	1
464	или иная	1	1
465	как она	1	1
466	ср в	2	1
467	а лишь	1	1
468	смотрела на	1	1
469	не столь	1	1
470	в области	7	1
471	однако это	1	1
472	может показаться	1	1
473	факта что	1	1
474	ведь даже	1	1
475	это также	1	1
476	когда мы	2	1
477	есть только	1	1
478	во все	2	1
479	ли не	3	1
480	одно только	1	1
481	от нее	1	1
482	бы он	1	1
483	той или	1	1
484	отношении между	1	1
485	на наших	1	1
486	не ограничивается	1	1
487	от друга	1	1
488	и понять	1	1
489	отношениях к	1	1
490	ее полные	1	1
491	в себя	1	1
492	в дальнейшем	1	1
493	иначе говоря	2	1
494	только через	1	1
495	это только	3	1
496	но у	1	1
497	мы в	1	1
498	с этого	1	1
499	в настоящее	1	1
500	по себе	2	1
501	просвещение а	1	1
502	смысле и	2	1
503	в разных	2	1
504	образом в	1	1
505	с головой	1	1
506	и здесь	3	1
507	настоящее время	1	1
508	и что	5	1
509	тех его	1	1
510	после того	1	1
511	времени в	1	1
512	нас в	1	1
513	заключается в	2	1
514	или иначе	2	1
515	и всякая	1	1
516	должно было	1	1
517	и хорошо	1	1
518	для той	1	1
519	обстоятельств с	1	1
520	из своего	1	1
521	тотчас же	1	1
522	еще более	1	1
523	даже для	2	1
524	ней все	1	1
525	не знаю	2	1
526	того что	9	1
527	чтобы ответить	1	1
528	как например	2	1
529	но с	2	1
530	сразу же	1	1
531	обе эти	3	1
532	и одновременно	1	1
533	а если	3	1
534	меня и	3	1
535	субъекта в	1	1
536	и потому	4	1
537	но как	1	1
538	за себя	1	1
539	имеет своим	1	1
540	и теперь	1	1
541	не мешает	1	1
542	видел ее	1	1
543	это же	1	1
544	тот или	1	1
545	так что	4	1
546	уже в	3	1
547	же из	2	1
548	мы получим	1	1
549	в нашей	1	1
550	действующего лица	1	1
551	в начале	1	1
552	во внутреннем	1	1
553	еще одну	1	1
554	целого ряда	1	1
555	их как	1	1
556	следует что	4	1
557	или даже	1	1
558	в прозе	1	1
559	могло бы	1	1
560	я в	1	1
561	не для	1	1
562	так как	9	1
563	может служить	2	1
564	отношении к	1	1
565	случайное и	1	1
566	этом отношении	5	1
567	образом не	1	1
568	от того	1	1
569	на том	3	1
570	это по	2	1
571	случае с	1	1
572	лишнее и	1	1
573	соединении с	1	1
574	были бы	2	1
575	и даже	3	1
576	живой и	1	1
577	объяснение в	2	1
578	по своим	2	1
579	а именно	2	1
580	в соединении	1	1
581	это все	1	1
582	сказать на	1	1
583	перед ним	1	1
584	важное и	1	1
585	воспоминания о	1	1
586	а на	2	1
587	повествовательной функции	1	1
588	до конца	2	1
589	более того	1	1
590	что несмотря	1	1
591	долгое время	1	1
592	не то	1	1
593	там где	4	1
594	слова без	1	1
595	в речи	3	1
596	в точности	1	1
597	все более	1	1
598	теперь он	1	1
599	эти слова	1	1
600	как одно	1	1
601	же с	1	1
602	в пределах	4	1
603	редко и	1	1
604	к жизни	2	1
605	что за	1	1
606	не раздумывая	1	1
607	за рамки	1	1
608	по существу	4	1
609	присутствует в	1	1
610	возвратимся к	1	1
611	кстати и	1	1
612	смысл в	2	1
613	с этой	2	1
614	слова и	4	1
615	еще раз	1	1
616	этом случае	2	1
617	в условиях	1	1
618	но это	1	1
619	и таким	1	1
620	улице и	1	1
621	же люди	1	1
622	к которому	3	1
623	он видел	1	1
624	слова но	2	1
625	на улице	2	1
626	было ясно	1	1
627	жизнью в	1	1
628	найти себя	1	1
629	только тогда	3	1
630	что нет	1	1
631	она уже	1	1
632	это часто	1	1
633	народного просвещения	1	1
634	интерес к	1	1
635	бы в	7	1
636	и н	1	1
637	я хотел	1	1
638	и дело	1	1
639	же в	4	1
640	обстоит дело	1	1
641	рассказа что	1	1
642	нам не	3	1
643	не знает	1	1
644	только как	1	1
645	другой стороны	6	1
646	совершенно не	1	1
647	где как	1	1
648	конфликт между	1	1
649	точно так	1	1
650	первом случае	1	1
651	перед нею	1	1
652	только о	1	1
653	в действительности	1	1
654	не сказал	1	1
655	об отношении	1	1
656	на примере	2	1
657	в искусстве	1	1
658	случае если	1	1
659	в своих	1	1
660	к этому	1	1
661	в таком	3	1
662	смысле что	1	1
