N	2gram	Berdyaev_N_1	Myslijsy
1	потому что	4	52
2	и в	16	39
3	может быть	7	27
4	в том	8	26
5	только в	1	25
6	не может	16	22
7	что в	9	22
8	не только	5	21
9	так как	1	21
10	а не	17	21
11	в нем	5	20
12	но и	3	20
13	и не	11	18
14	том что	2	16
15	в этом	7	15
16	не в	6	15
17	в себе	2	13
18	так и	2	13
19	было бы	1	12
20	есть только	1	11
21	мы не	2	10
22	как в	3	10
23	по себе	1	10
24	и что	2	10
25	то что	4	10
26	что не	1	10
27	не есть	3	10
28	но в	2	9
29	как и	7	9
30	мысли в	2	9
31	могут быть	2	9
32	мысли и	2	9
33	тем что	1	9
34	но не	2	8
35	вместе с	2	8
36	в ней	5	7
37	в истории	3	7
38	с этим	2	7
39	духа и	3	7
40	и воли	1	7
41	это не	4	7
42	в этих	1	7
43	должны быть	1	7
44	с другой	3	7
45	должно быть	4	7
46	от нее	1	6
47	не менее	4	6
48	в каком	1	6
49	еще не	3	6
50	человеческого духа	1	6
51	в природе	2	6
52	то это	1	5
53	во всех	3	5
54	не имеют	2	5
55	с тем	3	5
56	не имеет	4	5
57	и его	1	5
58	в его	1	5
59	для всех	1	5
60	друг друга	1	5
61	зависит от	2	5
62	так же	2	5
63	и потому	4	5
64	быть только	1	5
65	но это	6	5
66	и для	4	5
67	а в	2	5
68	другой стороны	2	5
69	вопрос о	3	4
70	из этих	1	4
71	этом смысле	2	4
72	том смысле	1	4
73	в то	2	4
74	не по	1	4
75	никогда не	6	4
76	во всем	1	4
77	не могут	1	4
78	к тому	3	4
79	смысле в	1	4
80	в более	1	4
81	не было	4	4
82	и даже	2	4
83	к духу	2	4
84	прежде всего	4	4
85	что мы	1	4
86	тому как	3	4
87	быть не	1	4
88	и дух	1	4
89	в смысле	2	4
90	и воля	1	4
91	от того	1	4
92	в свою	1	4
93	того же	1	3
94	только потому	1	3
95	должна быть	3	3
96	есть вместе	1	3
97	вопрос об	1	3
98	в своем	1	3
99	помнить что	2	3
100	хотя и	2	3
101	в самом	1	3
102	думать что	2	3
103	он не	8	3
104	подобно тому	3	3
105	что все	2	3
106	в мире	3	3
107	и с	2	3
108	в жизни	5	3
109	в них	4	3
110	в этой	1	3
111	в своей	3	3
112	бытия и	1	3
113	она не	3	3
114	для того	1	3
115	свободы и	2	3
116	оно не	1	3
117	для себя	1	3
118	и это	2	3
119	с ним	1	3
120	и во	1	3
121	с одной	2	3
122	есть уже	1	3
123	и их	1	3
124	все более	1	3
125	но оно	1	3
126	одной стороны	2	3
127	в состоянии	1	3
128	только для	1	3
129	к которому	1	3
130	и от	2	3
131	и все	4	3
132	к этой	1	3
133	мы должны	1	3
134	сказать что	3	3
135	как на	1	3
136	во всяком	1	3
137	и есть	10	2
138	в сущности	1	2
139	из глубины	2	2
140	себя а	1	2
141	то он	1	2
142	значение и	1	2
143	за пределы	3	2
144	в которой	1	2
145	ни одна	2	2
146	не могла	2	2
147	все ее	1	2
148	к одному	1	2
149	что единство	1	2
150	оно должно	1	2
151	и более	1	2
152	общество и	1	2
153	но все	1	2
154	значительной степени	1	2
155	он есть	1	2
156	для них	1	2
157	духовной жизни	2	2
158	и того	1	2
159	одного и	1	2
160	но если	1	2
161	слова в	1	2
162	быть частным	1	2
163	но он	1	2
164	не могли	2	2
165	том и	2	2
166	эти формы	3	2
167	того чтобы	2	2
168	же история	1	2
169	к ней	1	2
170	дни и	1	2
171	сами не	1	2
172	темные стороны	1	2
173	заключает в	1	2
174	как будто	2	2
175	когда мы	2	2
176	не будет	7	2
177	с ее	5	2
178	воля не	1	2
179	времени и	2	2
180	и которые	1	2
181	мы в	1	2
182	для этого	2	2
183	стремление к	2	2
184	в виду	1	2
185	образования и	1	2
186	них не	1	2
187	познания и	2	2
188	и должно	2	2
189	о том	4	2
190	все в	1	2
191	самый процесс	2	2
192	к последнему	1	2
193	и только	1	2
194	как например	1	2
195	жизни народа	1	2
196	есть в	2	2
197	уже не	2	2
198	вопроса о	1	2
199	нуждается в	1	2
200	человека не	1	2
201	к ним	3	2
202	и вместе	1	2
203	перейти к	3	2
204	не были	1	2
205	формы мысли	1	2
206	у нас	1	2
