N	3gram	Bakhtin_Pr_1	Analitik
1	о том что	1	6
2	в том что	6	6
3	в данном случае	2	5
4	по отношению к	8	4
5	и в этом	5	4
6	в этом случае	1	4
7	подобно тому как	3	3
8	в этом отношении	3	3
9	по крайней мере	1	3
10	того или иного	1	3
11	в этом смысле	10	2
12	с точки зрения	13	2
13	в то же	9	2
14	можно было бы	2	2
15	а не только	1	2
16	не только в	2	2
17	с другой стороны	3	2
18	то же время	9	2
19	не только не	1	2
20	тех или иных	1	2
21	и сам автор	1	1
22	можно сказать что	1	1
23	это слово в	1	1
24	могут нести в	1	1
25	более или менее	1	1
26	и даже не	1	1
27	и в пределах	1	1
28	как раз и	3	1
29	хотя бы и	2	1
30	сами по себе	3	1
31	но и на	1	1
32	между тем как	4	1
33	далеко за пределы	1	1
34	на себе и	1	1
35	что она не	3	1
36	с самим собою	1	1
37	на этот вопрос	1	1
38	в противном случае	1	1
39	то и другое	1	1
40	в полной мере	1	1
41	до известной степени	1	1
42	не совпадает с	1	1
43	героя если же	1	1
44	не только его	1	1
45	всего романа в	1	1
46	и нисколько не	1	1
47	ответ на вопрос	1	1
48	тот же самый	1	1
49	как один из	1	1
50	в известном смысле	1	1
51	это не так	1	1
52	в свою очередь	1	1
53	как в этом	1	1
54	при всей их	1	1
55	в целом ряде	2	1
56	как более или	1	1
57	этой точки зрения	1	1
58	отношения к предмету	1	1
59	а в том	1	1
60	только то что	2	1
61	не может быть	4	1
62	хотя он и	1	1
63	заключается в том	1	1
64	точки зрения художественного	1	1
65	бы это было	1	1
66	другой стороны и	1	1
67	ни одна из	1	1
68	в нас самих	1	1
69	в самом деле	2	1
70	но и не	2	1
71	в каждом отдельном	1	1
72	точки зрения может	1	1
73	к тому что	1	1
74	в отношении к	1	1
75	сама по себе	1	1
76	друг с другом	1	1
77	он не только	1	1
78	диалог в драме	1	1
79	стороны и сама	1	1
80	точно так же	1	1
81	то же самое	1	1
