N	3gram	Medvedev_F_2	Myshleni
1	с точки зрения	7	21
2	для того чтобы	3	18
3	в этом случае	1	14
4	в том что	2	13
5	с самого начала	2	7
6	в учении о	1	6
7	к тому что	2	6
8	в данном случае	1	5
9	с одной стороны	1	5
10	то о чем	1	4
11	в самом деле	5	4
12	вместе с тем	4	4
13	не может быть	10	4
14	и тем самым	1	4
15	до сих пор	1	3
16	в этом отношении	7	3
17	в собственном смысле	1	3
18	то и другое	2	3
19	мы не можем	1	3
20	не совпадает с	1	3
21	смысле этого слова	1	3
22	тем не менее	1	3
23	в такой же	1	3
24	собственном смысле этого	1	3
25	по этому поводу	1	3
26	как и в	1	3
27	как мы видели	4	3
28	и в конце	1	2
29	в какой мере	2	2
30	прежде всего в	2	2
31	на самом деле	3	2
32	в той же	1	2
33	в отличие от	2	2
34	из того что	1	2
35	в большинстве случаев	3	2
36	в той мере	1	2
37	в этот период	1	2
38	бы сказать что	1	2
39	именно в этом	1	2
40	речи в которой	1	2
41	освобождение его от	1	2
42	тем что оно	2	2
43	мере в какой	1	2
44	не чем иным	1	2
45	чем иным как	1	2
46	в свою очередь	1	2
47	и речи но	1	2
48	в направлении к	1	2
49	той мере в	1	2
50	таким образом в	1	2
51	что иное как	1	1
52	быть самим собой	1	1
53	только и может	2	1
54	речи и их	1	1
55	очевидно что в	1	1
56	мы обратимся к	1	1
57	в этом смысле	2	1
58	эти специфические особенности	1	1
59	потому что не	1	1
60	осуществляется на самом	1	1
61	только в том	1	1
62	и не может	3	1
63	в зависимости от	3	1
64	от одного к	1	1
65	сам по себе	3	1
66	есть не что	1	1
67	тем обстоятельством что	1	1
68	они не совпадают	1	1
69	что он не	1	1
70	не вещь а	1	1
71	в неразрывной связи	1	1
72	как мы увидим	1	1
73	вследствие того что	1	1
74	как раз и	3	1
75	если мы обратимся	1	1
76	этого метода мы	1	1
77	по аналогии с	1	1
78	может быть понят	1	1
79	в слове не	2	1
80	представляется нам в	1	1
81	что если бы	1	1
82	речи но все	1	1
83	и в этих	1	1
84	при таком положении	1	1
85	в этой области	1	1
86	дело идет о	2	1
87	в высшей степени	4	1
88	сама по себе	1	1
89	но при этом	1	1
90	тем же самым	1	1
91	и в этом	5	1
92	в одной плоскости	1	1
93	с тем же	1	1
94	всей полноты смысла	1	1
95	во всех этих	1	1
96	в одной из	1	1
97	не имеет места	1	1
98	с другой стороны	3	1
99	прежде всего на	1	1
100	значение не только	1	1
101	не могут быть	4	1
102	но именно в	1	1
103	как и для	1	1
104	мы в сущности	1	1
105	должен приспособляться к	1	1
106	во всяком случае	5	1
107	один из моментов	1	1
108	и во всяком	1	1
109	нельзя было бы	1	1
110	как бы не	1	1
111	не той или	1	1
112	неразрывной связи с	1	1
113	одного к другому	1	1
114	по тем же	1	1
115	и то и	2	1
116	таким образом мы	1	1
117	рассматривать не как	1	1
118	так и в	3	1
119	это и есть	1	1
120	могут быть названы	1	1
121	слова как такового	1	1
122	из противопоставления двух	1	1
123	она не может	1	1
124	таким образом с	1	1
125	не что иное	1	1
126	не осуществляется на	1	1
127	языка и его	5	1
128	но все же	2	1
129	в то же	5	1
130	тем что он	1	1
131	что и в	1	1
132	совершенно в той	1	1
133	в конце концов	2	1
