N	2gram	Bakhtin_Fr_4	UchenyiS
1	и в	29	14
2	не только	10	10
3	прежде всего	8	8
4	и не	16	8
5	не может	2	7
6	в этом	11	7
7	то что	4	7
8	может быть	2	6
9	то же	10	5
10	все это	4	5
11	с другой	4	4
12	но и	9	4
13	что такое	1	4
14	в их	2	4
15	в конечном	1	4
16	в россии	1	4
17	конечном счете	1	4
18	в этой	13	4
19	конечно не	4	4
20	вряд ли	1	3
21	и то	2	3
22	это не	5	3
23	как и	12	3
24	в частности	3	3
25	в своей	5	3
26	или точнее	1	3
27	к сожалению	1	3
28	в то	10	3
29	все же	3	3
30	но в	12	3
31	же время	8	3
32	у нас	1	3
33	другой стороны	3	3
34	для него	1	3
35	не как	1	3
36	что все	1	2
37	же не	2	2
38	и с	9	2
39	до сих	1	2
40	а как	2	2
41	это было	1	2
42	самом деле	1	2
43	в буквальном	1	2
44	в итоге	1	2
45	должна быть	1	2
46	в некоторых	1	2
47	превращается в	3	2
48	мы не	1	2
49	не приходится	1	2
50	о чем	2	2
51	на эту	3	2
52	если бы	1	2
53	что мы	1	2
54	ничего не	1	2
55	не столько	2	2
56	том что	3	2
57	на первый	2	2
58	но даже	1	2
59	литературы и	1	2
60	нас в	1	2
61	но конечно	3	2
62	с его	4	2
63	но не	2	2
64	не все	1	2
65	в его	8	2
66	что и	1	2
67	художественной формы	1	2
68	конце концов	4	2
69	сих пор	1	2
70	но это	4	2
71	в том	7	2
72	тех или	1	2
73	и для	2	2
74	что он	4	2
75	в себе	3	2
76	формы и	2	2
77	в самом	1	2
78	и у	2	2
79	только в	2	2
80	для всех	1	2
81	все они	5	2
82	в системе	1	2
83	этом отношении	1	2
84	или иных	1	2
85	наконец он	1	2
86	конечно нет	1	2
87	его и	2	2
88	бы и	1	2
89	всех этих	3	2
90	в конце	9	2
91	смысле этого	1	2
92	же самое	1	2
93	не случайно	3	2
94	как раз	2	2
95	тем что	4	2
96	что она	1	2
97	таким образом	20	2
98	даже и	2	2
99	т.е в	1	2
100	и это	2	1
101	понимая под	1	1
102	об этом	1	1
103	же как	1	1
104	связанных с	2	1
105	и характерную	1	1
106	в этот	1	1
107	человека и	1	1
108	без них	1	1
109	то есть	21	1
110	в виду	2	1
111	входит в	1	1
112	данном случае	1	1
113	из самых	1	1
114	у тех	1	1
115	идет не	1	1
116	это для	1	1
117	и др	4	1
118	никогда не	2	1
119	быть тем	1	1
120	этот и	1	1
121	так и	11	1
122	и вы	1	1
123	одной стороны	2	1
124	той же	3	1
125	относится к	1	1
126	и интересно	1	1
127	другую более	1	1
128	до конца	5	1
129	у других	1	1
130	со своими	2	1
131	почему и	1	1
132	дан в	1	1
133	он становится	2	1
134	и всякого	1	1
135	в словах	2	1
136	и даже	3	1
137	эту книгу	1	1
138	и слово	1	1
139	остается в	1	1
140	можно сказать	1	1
141	не вполне	1	1
142	или менее	3	1
143	стороны в	2	1
144	все элементы	2	1
145	к лицу	1	1
146	этой же	3	1
147	группы и	2	1
148	этом плане	1	1
149	тех кто	2	1
150	затем он	1	1
151	как на	2	1
152	о том	2	1
153	историю в	1	1
154	такой характер	1	1
155	в ней	3	1
156	и потому	1	1
157	в котором	2	1
158	только для	4	1
159	и что	1	1
160	была у	1	1
161	он был	2	1
162	всего только	1	1
163	все и	1	1
164	первый план	1	1
165	все его	1	1
166	в различных	2	1
167	все в	2	1
168	встречается у	1	1
169	в той	2	1
170	в данном	1	1
171	этих слов	1	1
172	переходит в	1	1
173	того что	3	1
174	для второго	1	1
175	друг другу	1	1
176	не без	1	1
177	их в	2	1
178	в наиболее	1	1
179	на его	2	1
180	нет и	1	1
181	за пределы	1	1
182	на то	1	1
183	и вся	1	1
184	для тех	1	1
185	еще раз	2	1
186	первый взгляд	1	1
187	концов не	1	1
188	независимо от	1	1
189	его на	1	1
190	так он	1	1
191	в своем	3	1
192	что ему	1	1
193	и все	13	1
194	тот же	3	1
195	анализ его	1	1
196	более или	3	1
197	в которой	4	1
198	о котором	1	1
199	он в	1	1
200	это же	2	1
201	с одной	2	1
202	в качестве	3	1
203	вообще в	1	1
204	начала и	3	1
205	мировоззрения и	1	1
206	что по	1	1
207	буквальном смысле	1	1
208	уже не	2	1
209	далеко не	5	1
210	ее как	1	1
211	и всей	1	1
212	в виде	1	1
213	и искусства	1	1
214	не столь	1	1
215	что было	1	1
216	в нем	5	1
217	связанные с	4	1
218	на роль	1	1
219	точном смысле	1	1
220	или даже	1	1
221	он не	3	1
222	недаром и	2	1
223	о которой	1	1
224	сказать что	5	1
225	состоит из	1	1
226	конечно как	1	1
227	не значит	1	1
228	равно как	1	1
229	и так	3	1
230	он и	5	1
231	этот процесс	6	1
232	в отдельности	1	1
233	правда не	1	1
234	с каждым	1	1
235	самое что	1	1
236	но он	6	1
237	у него	5	1
238	мы можем	3	1
239	успехом и	1	1
240	и независимо	1	1
241	и делает	1	1
242	и эта	2	1
243	это в	2	1
244	к этому	2	1
245	что в	1	1
246	появляется уже	1	1
247	признание что	1	1
248	в таком	1	1
249	все что	1	1
