N	2gram	Propp_Morf_1	formyVre
1	и в	13	50
2	в этом	14	25
3	и его	1	16
4	прежде всего	9	15
5	как мы	6	14
6	и не	12	14
7	в его	1	13
8	вовсе не	4	13
9	как раз	1	13
10	по существу	12	12
11	так и	6	12
12	то же	7	11
13	мы уже	1	11
14	таким образом	21	11
15	может быть	52	11
16	и как	5	10
17	но в	2	10
18	с его	2	9
19	все эти	2	9
20	не только	4	9
21	в то	3	9
22	ничего не	4	9
23	в том	6	9
24	в других	3	9
25	в особенности	1	9
26	и др	10	9
27	и т	41	8
28	и на	1	8
29	ни в	1	8
30	но и	4	8
31	и их	2	8
32	как и	3	8
33	это время	1	7
34	например в	2	6
35	между двумя	1	6
36	во всех	4	6
37	как в	3	6
38	с этим	11	6
39	все же	7	6
40	это не	6	6
41	первый тип	1	6
42	так как	16	6
43	с ее	1	6
44	связи с	10	6
45	у него	1	6
46	то что	8	6
47	в частности	2	6
48	не может	14	6
49	так же	3	6
50	в результате	7	6
51	и все	1	6
52	отношению к	4	5
53	и до	1	5
54	время как	3	5
55	еще не	3	5
56	но не	4	5
57	и у	1	5
58	не в	3	5
59	он не	3	5
60	в основе	1	5
61	того чтобы	3	5
62	точки зрения	2	5
63	только и	1	5
64	могут быть	16	5
65	но все	3	5
66	в пределах	3	5
67	в образе	4	5
68	если бы	2	5
69	для того	2	5
70	в связи	9	5
71	наряду с	5	5
72	второго типа	1	5
73	что в	8	5
74	и другие	6	5
75	и то	1	4
76	то время	3	4
77	но на	1	4
78	и с	1	4
79	в них	1	4
80	том что	4	4
81	не имеет	2	4
82	потому что	3	4
83	здесь не	2	4
84	или как	1	4
85	только в	2	4
86	характерно что	1	4
87	в той	1	4
88	между собой	4	4
89	кроме того	1	4
90	и для	2	4
91	мы не	8	3
92	большую роль	1	3
93	в сущности	3	3
94	в виду	1	3
95	в быту	1	3
96	значение и	1	3
97	по отношению	4	3
98	к концу	1	3
99	хотя и	3	3
100	в себе	1	3
101	при этом	1	3
102	вообще не	1	3
103	одно и	1	3
104	в основу	2	3
105	его в	2	3
106	входит в	2	3
107	с другими	1	3
108	здесь нет	1	3
109	и вне	3	3
110	между ними	1	3
111	в этих	13	3
112	эта черта	1	3
113	мы говорили	1	3
114	но эта	1	3
115	их в	1	3
116	и разновидности	1	3
117	но они	1	3
118	друг друга	3	3
119	этом отношении	1	3
120	не могут	4	3
121	к тому	4	3
122	что и	7	3
123	во всей	1	3
124	в форме	6	3
125	один из	5	3
126	мы видим	13	3
127	одной из	1	3
128	и ее	3	3
129	с одной	1	3
130	со всеми	1	3
131	в качестве	5	3
132	только на	1	3
133	же в	2	3
134	в начале	3	3
135	одно из	1	3
136	в одном	1	3
137	до сих	1	3
138	мы еще	1	3
139	себя и	2	3
140	что не	1	3
141	с тем	2	3
142	а не	11	3
143	сих пор	1	3
144	или в	4	3
145	проходит через	1	3
146	ни к	2	3
147	а в	7	3
148	не знает	1	3
149	сказать что	2	3
150	они не	1	3
151	к этому	3	3
152	в таком	1	3
153	во всяком	2	3
154	смысле слова	4	2
155	также и	4	2
156	обычно в	1	2
157	тех же	4	2
158	всего это	1	2
159	значение но	1	2
160	вопрос о	7	2
161	имеется и	1	2
162	эта форма	13	2
163	но она	1	2
164	момент в	1	2
165	в различных	2	2
166	в чем	1	2
167	друг к	2	2
168	совсем не	3	2
169	мы будем	3	2
170	друг на	2	2
171	не входит	1	2
172	для всех	1	2
173	и нет	1	2
174	и к	4	2
175	имеет в	1	2
176	в этот	1	2
177	в целом	3	2
178	в нашем	3	2
179	как бы	3	2
180	все другие	1	2
181	уже не	2	2
182	и по	2	2
183	ее по	3	2
184	типы и	1	2
185	об этом	4	2
186	к другу	2	2
187	ясно что	5	2
188	было бы	3	2
189	из нее	1	2
190	нет в	1	2
191	на друга	2	2
192	чем в	1	2
193	для него	1	2
194	в своей	1	2
195	лежат в	1	2
196	он должен	2	2
197	с точки	2	2
198	оказывается что	1	2
199	в которых	2	2
200	точку зрения	1	2
201	но он	1	2
202	самого начала	1	2
203	дело в	1	2
204	все действие	1	2
205	в сюжеты	1	2
206	под углом	1	2
207	с большой	1	2
208	к ней	1	2
209	в другую	2	2
210	во всем	1	2
211	по функциям	2	2
212	точном смысле	1	2
213	в каком	2	2
214	оно не	2	2
215	всего этого	1	2
216	здесь также	1	2
217	как по	1	2
218	с самого	1	2
219	если они	2	2
220	те же	1	2
221	здесь как	1	2
222	не место	1	2
223	ту же	2	2
224	другую страну	1	2
225	в глаза	2	2
226	а также	4	2
227	и были	1	2
228	во втором	3	2
229	там где	5	2
230	не зная	1	2
231	того что	3	2
232	быть и	2	2
233	важное значение	1	2
234	углом зрения	1	2
235	второй тип	1	2
236	до наших	2	2
237	если мы	5	2
238	друг за	2	2
239	в данной	1	2
240	его и	2	2
241	никто не	3	2
242	мы находим	1	2
243	с этими	1	2
244	от различных	1	2
245	отношение к	1	2
246	отличие от	1	2
247	тем что	4	2
248	лишь один	1	2
249	само собой	1	2
250	и даже	1	2
251	даже не	3	2
252	с другой	8	2
253	я был	1	2
254	далеко не	5	2
255	еще и	1	2
256	в некоторых	3	2
257	одной стороны	1	2
258	других для	1	2
259	что мы	2	2
260	здесь только	1	2
261	с помощью	1	2
262	вступает в	1	2
263	но оно	2	2
264	за другом	2	2
265	этого момента	3	2
266	в данном	1	2
267	существу не	1	2
268	в течение	1	2
269	как испытание	1	2
270	в это	1	2
271	но для	2	2
272	не является	3	2
273	одна из	4	2
274	и может	1	2
275	в точном	1	2
276	для нас	2	2
277	лишь как	1	2
278	мы должны	3	2
279	хотя бы	4	2
280	ее в	1	2
281	или не	3	2
282	совершенно не	1	2
283	равно как	1	2
284	нет но	1	2
285	в которой	3	2
286	можно назвать	3	2
287	пор не	1	1
288	одним из	1	1
289	до него	1	1
290	начинается с	3	1
291	связана с	3	1
292	и вызывает	3	1
293	играют в	2	1
294	он может	2	1
295	и есть	2	1
296	из самых	1	1
297	высшей степени	1	1
298	в доме	1	1
299	и за	2	1
300	по его	1	1
301	или ее	1	1
302	невесте и	2	1
303	мы имеем	9	1
304	этого нет	2	1
305	обладает и	1	1
306	сюжета от	2	1
307	такое положение	1	1
308	он действует	2	1
309	как во	1	1
310	не вполне	1	1
311	два или	1	1
312	не происходит	3	1
313	не совсем	1	1
314	для наших	1	1
315	начала в	1	1
316	отступление от	1	1
317	в брак	1	1
318	он был	1	1
319	он сам	1	1
320	самом деле	4	1
321	данном случае	1	1
322	но как	2	1
323	мы нашли	1	1
324	явлений и	1	1
325	совершенно ясно	1	1
326	вступают в	3	1
327	некоторые мотивы	1	1
328	независимо от	3	1
329	данный момент	1	1
330	постараемся показать	1	1
331	о жизни	1	1
332	более и	1	1
333	что касается	1	1
334	перед нами	10	1
335	тех случаях	2	1
336	в полном	1	1
337	могли бы	1	1
338	нами в	2	1
339	может получить	1	1
340	вопросом о	1	1
341	и наконец	1	1
342	по пути	1	1
343	и сюжета	1	1
344	увидим что	1	1
345	второму типу	1	1
346	животных и	3	1
347	не приходится	1	1
348	та же	2	1
349	что это	1	1
350	к месту	2	1
351	бы не	1	1
352	или во	1	1
353	из этих	1	1
354	которые в	1	1
355	этих типов	1	1
356	в этой	2	1
357	и тот	1	1
358	вне этой	1	1
359	имеем в	6	1
360	на то	2	1
361	связанные с	1	1
362	стремится к	1	1
363	к герою	3	1
364	новое значение	1	1
365	а вовсе	1	1
366	здесь для	1	1
367	его можно	1	1
368	будем говорить	1	1
369	лишь с	2	1
370	форма в	3	1
371	здесь мы	3	1
372	могла бы	4	1
373	как они	1	1
374	общий вопрос	1	1
375	главным образом	4	1
376	в совершенно	1	1
377	конечно в	1	1
378	них не	1	1
379	очень важны	1	1
380	это было	3	1
381	ко второму	1	1
382	как разные	1	1
383	лишь на	2	1
384	например с	2	1
385	в ином	2	1
386	по всему	2	1
387	от отца	1	1
388	о которых	1	1
389	в высшей	1	1
390	и определяет	1	1
391	или три	1	1
392	очень важный	1	1
393	должно быть	1	1
394	и некоторые	1	1
395	в один	3	1
396	и тогда	1	1
397	в научной	1	1
398	во время	6	1
399	этом случае	8	1
400	и при	1	1
401	наших дней	2	1
402	всяком случае	2	1
403	быть названы	1	1
404	не столько	1	1
405	самого героя	1	1
406	на берег	2	1
407	значение для	1	1
408	как их	2	1
409	для изучения	1	1
410	образом и	1	1
411	теми же	1	1
412	и более	1	1
413	не должно	1	1
414	что этот	1	1
415	для нее	1	1
416	героем и	1	1
417	из которых	3	1
418	вплоть до	1	1
419	достигается лишь	1	1
420	до известной	1	1
421	в таких	2	1
422	и функции	1	1
423	она не	2	1
424	и художественной	1	1
425	дело не	2	1
426	и сама	1	1
427	как его	1	1
428	не вызывает	1	1
429	из ряда	3	1
430	этой схемы	1	1
431	находится в	1	1
432	появляются в	1	1
433	помощи которой	2	1
434	как таковых	2	1
435	здесь же	3	1
436	поиски то	1	1
437	с другом	1	1
438	и со	1	1
439	у нас	2	1
440	такие же	1	1
441	к отдельным	2	1
442	в момент	1	1
443	должны быть	1	1
444	этого и	1	1
445	они и	3	1
446	в каждом	1	1
447	поставить вопрос	2	1
448	и был	1	1
449	мы привели	1	1
450	приходит к	1	1
451	не делает	1	1
452	были бы	1	1
453	изучения и	1	1
454	за нами	1	1
455	и этим	5	1
456	вне этих	1	1
457	правильно но	1	1
458	приводит к	2	1
459	существовать и	1	1
460	как с	1	1
461	и совершенно	1	1
462	в другом	2	1
463	с собой	3	1
464	собой в	2	1
465	и каждый	1	1
466	оно как	2	1
467	этим в	1	1
468	вошел в	1	1
469	он служит	1	1
470	элемент в	1	1
471	правда очень	1	1
472	но здесь	1	1
473	можно бы	2	1
474	чем они	1	1
475	решается на	1	1
476	и здесь	5	1
477	то они	2	1
478	этих условиях	1	1
479	но к	1	1
480	о том	2	1
481	все содержание	1	1
482	или на	3	1
483	сила или	1	1
484	из дому	2	1
485	путь к	2	1
486	на ее	1	1
487	своей госпожи	1	1
488	доме не	1	1
489	на одном	1	1
490	сюда же	3	1
491	все события	1	1
492	в него	1	1
493	герой в	1	1
494	бросается в	1	1
495	но наряду	1	1
496	природой и	1	1
497	что он	4	1
498	мы увидим	8	1
499	что даже	1	1
500	его жизнь	1	1
501	очень много	1	1
502	комплекс мотивов	1	1
503	формы которые	2	1
504	два типа	1	1
505	путь героя	1	1
506	в эти	1	1
507	чаще всего	7	1
508	себя в	1	1
509	встречу с	1	1
510	так что	1	1
511	чтобы вернуться	1	1
512	указать на	1	1
513	в большинстве	3	1
514	случаях когда	2	1
515	этот момент	3	1
516	от других	2	1
517	следует за	2	1
518	при помощи	9	1
519	специфическая особенность	1	1
520	из них	3	1
521	он имеет	1	1
522	могло бы	1	1
523	все вопросы	1	1
524	др здесь	1	1
525	мы можем	2	1
526	должны будем	2	1
527	которые могут	1	1
528	выдерживает испытание	1	1
529	она имеет	1	1
530	время уже	1	1
531	герой и	3	1
532	уже совершенно	1	1
533	брак и	2	1
534	это будет	1	1
535	разбойники и	1	1
536	его чтобы	1	1
537	с другим	1	1
538	женится на	2	1
539	действующих лиц	11	1
540	тот момент	1	1
541	что им	1	1
542	и своего	1	1
543	ей не	1	1
544	а на	3	1
545	ее поэтому	1	1
546	не на	2	1
547	также с	1	1
548	и условно	1	1
549	одну из	1	1
550	о чем	1	1
551	наконец могут	1	1
552	существу и	1	1
553	подчиняются и	1	1
554	на корабле	1	1
555	но есть	3	1
556	этим и	1	1
557	вызывает никаких	1	1
558	если не	1	1
559	для этой	3	1
560	существу здесь	1	1
561	между собою	2	1
562	уже давно	1	1
563	все более	1	1
564	но кроме	1	1
565	смысл который	1	1
566	в иных	4	1
567	свою жертву	2	1
568	по своему	2	1
569	другу и	2	1
570	и вот	1	1
571	она есть	1	1
572	когда мы	1	1
573	в последнем	2	1
574	в тех	6	1
575	самого себя	2	1
576	из этой	1	1
577	в ряду	1	1
578	друг с	1	1
579	свойства и	1	1
580	подвергается преследованию	1	1
581	нам еще	2	1
582	даются и	1	1
583	с любовью	1	1
584	следует его	1	1
585	ряду с	1	1
586	и наши	1	1
587	возвращаемся к	1	1
588	то перед	5	1
589	не меняет	2	1
590	между прочим	1	1
591	этом и	1	1
592	ведь и	1	1
593	они есть	1	1
594	этим объясняется	1	1
595	вопрос в	2	1
596	ее можно	1	1
597	это уже	3	1
598	известной степени	1	1
599	переходят на	1	1
600	тем и	2	1
601	не существует	3	1
602	самим героем	1	1
603	она может	1	1
604	в другое	1	1
605	в отдельных	3	1
606	на первый	3	1
607	но эти	1	1
