N	2gram	Tiupa_Narr_1	Analitik
1	не только	32	22
2	тогда как	12	20
3	и в	19	18
4	как и	7	14
5	так и	9	14
6	в этом	17	14
7	и его	5	13
8	но и	23	13
9	том что	14	12
10	о блудном	1	12
11	в качестве	21	12
12	и не	20	12
13	в частности	14	12
14	при этом	9	11
15	коммуникативного события	12	11
16	блудном сыне	1	11
17	то есть	19	10
18	а в	11	10
19	как бы	4	10
20	что в	3	9
21	в тексте	16	9
22	может быть	25	9
23	со стороны	9	9
24	а не	12	9
25	в том	18	9
26	с его	6	8
27	всего лишь	2	8
28	своего рода	12	8
29	не случайно	2	8
30	и даже	3	8
31	по отношению	7	7
32	в русской	1	7
33	как раз	2	7
34	в его	9	7
35	с другой	8	7
36	во второй	2	7
37	но не	5	7
38	отношению к	6	7
39	и самого	3	6
40	еще не	7	6
41	в этой	5	6
42	он не	3	6
43	в их	1	6
44	не в	14	6
45	к тому	7	6
46	для него	2	6
47	о том	6	6
48	текста в	2	6
49	в начале	1	6
50	того же	1	5
51	мы имеем	2	5
52	как правило	4	5
53	как нам	1	5
54	в самом	1	5
55	в случае	7	5
56	лишь в	1	5
57	в слове	1	5
58	креативная компетенция	6	5
59	однако в	2	5
60	в мире	9	5
61	или иной	5	5
62	в сущности	3	5
63	что и	1	5
64	между тем	3	5
65	уже не	5	5
66	в конце	1	5
67	никогда не	3	5
68	и т.п	8	5
69	в свою	3	5
70	прежде всего	4	5
71	не является	8	5
72	такого рода	7	5
73	в результате	2	5
74	другой стороны	4	5
75	представляет собой	13	5
76	и на	3	4
77	столь же	3	4
78	что он	6	4
79	отнюдь не	5	4
80	в своем	2	4
81	и как	5	4
82	что по	2	4
83	и к	1	4
84	таким образом	1	4
85	приводит к	2	4
86	коммуникативной стратегии	3	4
87	в притче	3	4
88	состоит в	13	4
89	по себе	5	4
90	тем самым	6	4
91	картина мира	5	4
92	картины мира	5	4
93	имеем дело	2	4
94	не менее	3	4
95	свою очередь	3	4
96	в пределах	2	4
97	и сам	1	4
98	притчи о	1	4
99	внимание на	1	4
100	можно сказать	5	4
101	русской литературе	1	4
102	крайней мере	1	4
103	себя в	5	4
104	не есть	3	4
105	во втором	4	4
106	далеко не	5	4
107	по крайней	1	4
108	о чем	2	4
109	в данном	5	4
110	все же	7	4
111	перед нами	4	4
112	героя и	4	4
113	самого коммуникативного	1	3
114	здесь и	2	3
115	едва ли	1	3
116	по его	1	3
117	который в	2	3
118	мы не	1	3
119	всех без	1	3
120	говорить о	2	3
121	в целом	1	3
122	уже в	3	3
123	здесь не	4	3
124	о смерти	1	3
125	но как	2	3
126	если в	3	3
127	ответ на	1	3
128	что они	3	3
129	как говорит	3	3
130	в рамках	12	3
131	как в	7	3
132	форма авторства	2	3
133	что касается	2	3
134	из этих	3	3
135	роль в	2	3
136	тому же	5	3
137	ключ к	2	3
138	подобно тому	2	3
139	в году	1	3
140	без исключения	2	3
141	то же	4	3
142	не будет	3	3
143	его в	2	3
144	ко второму	1	3
145	и того	1	3
146	одного и	1	3
147	точки зрения	10	3
148	не столько	4	3
149	до известной	1	3
150	в то	3	3
151	дело не	1	3
152	ничего не	2	3
153	же время	4	3
154	личности в	2	3
155	следует признать	2	3
156	той или	4	3
157	с ее	3	3
158	говорит и	2	3
159	в ее	3	3
160	данном случае	4	3
161	в произведении	3	3
162	компетенция анекдота	2	3
163	мысль о	1	3
164	> как	2	3
165	восходит к	3	3
166	именно в	6	3
167	было бы	4	3
168	дело с	2	3
169	являет собой	2	3
170	однако с	1	3
171	к содержанию	3	3
172	этом отношении	3	3
173	в особенности	4	3
174	в финале	1	3
175	что не	4	3
176	не было	2	3
177	воспринимающего сознания	1	3
178	однако и	1	3
179	не всегда	2	3
180	он и	1	3
181	его как	2	3
182	как это	6	3
183	сказания или	4	3
184	к жизни	1	3
185	пока еще	4	3
186	известной степени	1	3
187	участников коммуникативного	1	3
188	по поводу	1	3
189	во сне	1	3
190	воспринимающему сознанию	1	2
191	отношения к	2	2
192	например в	2	2
193	самом деле	2	2
194	мере в	1	2
195	в первом	3	2
196	к собственной	1	2
197	уже по	1	2
198	есть не	1	2
199	жанровой традиции	1	2
200	жизненной позиции	4	2
201	на себя	3	2
202	и он	3	2
203	сказание в	1	2
204	в ней	3	2
205	не от	2	2
206	для притчи	1	2
207	нам представляется	1	2
208	во всех	1	2
209	индивидуального речевого	2	2
210	в противовес	4	2
211	со всеми	1	2
212	свою жизнь	1	2
213	конечном счете	2	2
