N	2gram	Medvedev_U_1	Istorich
1	и в	14	24
2	не только	10	21
3	что он	2	21
4	может быть	6	14
5	не может	7	14
6	что в	1	13
7	мы имеем	1	12
8	в этом	7	12
9	но и	4	11
10	это не	3	10
11	том что	2	10
12	и что	1	10
13	у него	1	10
14	все же	3	9
15	с другой	4	9
16	не в	2	9
17	о том	1	9
18	то же	5	8
19	что и	2	8
20	другой стороны	3	8
21	а не	10	8
22	все это	5	8
23	то что	7	7
24	в первую	1	7
25	таким образом	2	7
26	в том	2	7
27	но не	2	6
28	в нем	1	6
29	он не	1	6
30	всех этих	2	6
31	об этом	1	6
32	как и	3	6
33	и все	1	6
34	того что	1	6
35	только в	2	6
36	тем что	2	6
37	с одной	1	5
38	но в	3	5
39	имеем в	1	5
40	что она	2	5
41	доказывает что	1	5
42	ничего не	2	5
43	так и	1	5
44	одной стороны	1	5
45	же как	1	4
46	он может	1	4
47	мы не	2	4
48	первый взгляд	1	4
49	мы можем	1	4
50	на первый	2	4
51	в их	4	4
52	по существу	2	4
53	никогда не	1	4
54	то и	1	4
55	если не	2	4
56	в данном	1	4
57	и не	8	4
58	не вполне	1	3
59	в различных	1	3
60	с его	2	3
61	на то	1	3
62	а его	2	3
63	она в	1	3
64	в конце	2	3
65	задачи и	1	3
66	тогда когда	1	3
67	того как	1	3
68	не все	2	3
69	данном случае	1	3
70	не столько	2	3
71	в качестве	1	3
72	не случайно	2	3
73	и даже	1	3
74	превращается в	2	3
75	что мы	2	3
76	сих пор	2	3
77	но это	2	3
78	ее в	1	3
79	из самых	1	2
80	свое место	1	2
81	по его	1	2
82	но конечно	2	2
83	к которой	1	2
84	его на	1	2
85	что по	1	2
86	в самом	2	2
87	в которой	1	2
88	он в	1	2
89	еще один	1	2
90	ее как	1	2
91	на его	1	2
92	связанные с	1	2
93	было бы	3	2
94	этого не	1	2
95	в котором	1	2
96	к этому	1	2
97	но он	1	2
98	что этот	1	2
99	она не	1	2
100	в то	3	2
101	что такое	4	2
102	не могут	2	2
103	затем он	1	2
104	что при	1	2
105	и это	1	2
106	но по	1	2
107	и исторически	1	2
108	все его	1	2
109	сюда же	1	2
110	все в	1	2
111	тем более	1	2
112	тот же	1	2
113	и так	1	2
114	конечно не	4	2
115	уже не	1	2
116	и у	2	2
117	или даже	1	2
118	прежде всего	8	2
119	до сих	2	2
120	и др	1	2
121	и возвращается	1	2
122	много в	1	2
123	это значит	1	2
124	но для	1	2
125	много но	1	2
126	сказать что	1	2
127	в отдельности	1	2
128	и эта	1	2
129	одним из	2	1
130	самом деле	2	1
131	и историческая	1	1
132	она все	1	1
133	сам автор	1	1
134	должна быть	2	1
135	знакомый нам	1	1
136	один пример	1	1
137	в ней	1	1
138	и важный	1	1
139	более или	1	1
140	и этого	1	1
141	он был	1	1
142	в которых	1	1
143	бы то	3	1
144	своей работе	1	1
145	ее к	1	1
146	не входит	1	1
147	существование в	1	1
148	ничуть не	1	1
149	определяется не	1	1
150	несомненно что	1	1
151	независимо от	1	1
152	в своем	1	1
153	рассказывается в	1	1
154	есть ли	1	1
155	искусство и	1	1
156	в этот	1	1
157	не приходится	2	1
158	приобретает характер	1	1
159	в этой	4	1
160	в известном	1	1
161	бы ни	1	1
162	но именно	1	1
163	образом на	1	1
164	прием в	2	1
165	ни было	3	1
166	к убийству	1	1
167	то ни	3	1
168	же не	2	1
169	а как	2	1
170	входит в	1	1
171	еще одно	1	1
172	к области	2	1
173	и делает	1	1
174	далеко не	1	1
175	с тем	1	1
176	не простой	1	1
177	со своими	1	1
178	и вне	1	1
179	должно быть	1	1
180	или менее	1	1
181	но если	1	1
182	в своей	3	1
183	друг другу	1	1
184	и то	3	1
185	по себе	2	1
186	не для	1	1
187	почему в	1	1
188	почему по	1	1
189	больше чем	1	1
190	находятся в	1	1
191	она должна	1	1
192	мы и	2	1
193	очень часто	1	1
194	было у	1	1
195	же самое	2	1
196	всего что	1	1
197	для себя	1	1
198	лет с	1	1
199	в некоторых	2	1
200	сводится к	2	1
201	и с	2	1
202	если бы	2	1
203	что под	1	1
204	хочет стать	1	1
205	наконец он	2	1
206	можно сказать	1	1
207	в пользу	1	1
208	в задачах	1	1
209	в его	2	1
210	так возникает	1	1
211	и только	5	1
212	но тут	1	1
213	дело конечно	2	1
214	и действительно	1	1
215	и потому	1	1
216	особенно убедительно	1	1
217	он уже	1	1
218	возвращается в	1	1
219	в виде	1	1
220	очевидно что	3	1
221	вводится в	1	1
222	это верно	1	1
223	не о	3	1
224	но что	1	1
225	явлением и	1	1
226	даже и	2	1
227	в исторической	1	1
228	для этого	3	1
229	у других	1	1
230	его как	1	1
231	при более	1	1
232	о чем	2	1
233	него не	1	1
234	впервые в	1	1
235	или по	1	1
236	из которых	1	1
237	он будет	1	1
238	что же	1	1
239	и всей	1	1
240	и формы	3	1
241	для тех	1	1
242	этом случае	1	1
243	как прием	2	1
244	формы и	2	1
245	камня и	1	1
246	хотя бы	5	1
247	все они	2	1
248	же в	1	1
249	героя не	1	1
250	а о	2	1
251	только как	1	1
252	часто встречается	1	1
253	сколько угодно	2	1
254	религии и	1	1
255	в свое	1	1
256	все что	1	1
257	в частности	3	1
258	это в	1	1
259	как на	1	1
260	в таком	1	1
