N	2gram	Losev_Dial_1	StatiiOP
1	и в	18	44
2	в том	9	36
3	и т	21	30
4	что в	13	30
5	том что	9	29
6	в этом	12	21
7	т д	19	21
8	вовсе не	7	19
9	не только	13	18
10	то что	13	18
11	было бы	12	17
12	о том	4	17
13	а в	5	17
14	а не	14	16
15	и не	30	16
16	может быть	17	15
17	т е	25	15
18	в данном	3	14
19	как в	2	13
20	пушкина и	1	13
21	можно было	5	13
22	не в	6	12
23	самом деле	3	11
24	в этой	1	11
25	того чтобы	1	11
26	точки зрения	17	11
27	но в	6	10
28	ясно что	8	10
29	для того	2	10
30	что он	11	10
31	только в	3	10
32	но и	7	10
33	также и	7	9
34	как и	2	9
35	в отношении	5	9
36	в то	6	9
37	но также	1	9
38	так и	9	9
39	если бы	12	9
40	того что	2	9
41	в его	3	9
42	т п	2	9
43	с другой	6	9
44	например в	1	8
45	во всех	1	8
46	все же	5	8
47	это не	9	8
48	из них	2	8
49	с точки	12	8
50	пушкина но	1	8
51	у пушкина	4	8
52	и его	1	8
53	не может	12	8
54	я не	5	7
55	что они	3	7
56	в самом	3	7
57	так например	1	7
58	таким образом	1	7
59	другой стороны	4	7
60	для нас	1	7
61	и об	4	7
62	этом отношении	2	7
63	до сих	2	7
64	прежде всего	10	7
65	сих пор	2	7
66	сказать что	10	7
67	на самом	3	6
68	со стороны	2	6
69	из этих	2	6
70	в своей	2	6
71	потому что	14	6
72	что и	3	6
73	всяком случае	2	6
74	так что	15	6
75	для него	2	6
76	именно в	2	6
77	дело в	1	6
78	при чем	2	6
79	в той	1	6
80	что же	3	6
81	но это	8	6
82	хотя бы	6	6
83	во всяком	4	6
84	и то	9	5
85	то же	10	5
86	той же	1	5
87	все эти	2	5
88	в нем	16	5
89	и по	1	5
90	такой же	2	5
91	в котором	4	5
92	творчества пушкина	1	5
93	в которых	2	5
94	не менее	2	5
95	вплоть до	3	5
96	никогда не	9	5
97	могут быть	3	5
98	думаю что	1	5
99	мне кажется	1	5
100	так как	11	5
101	и даже	13	5
102	нужно сказать	1	5
103	там где	1	5
104	что мы	1	5
105	xix в	1	5
106	все это	11	5
107	была бы	3	5
108	совершенно не	8	5
109	жизни и	3	5
110	так же	4	5
111	речь идет	1	4
112	как это	4	4
113	это и	4	4
114	в которой	1	4
115	вопрос о	2	4
116	столь же	1	4
117	бы и	2	4
118	что это	11	4
119	на то	5	4
120	что она	7	4
121	и почему	1	4
122	является не	2	4
123	но все	3	4
124	но я	1	4
125	но если	5	4
126	и сейчас	2	4
127	случае в	1	4
128	представление о	1	4
129	и очень	1	4
130	можно ли	1	4
131	дело не	2	4
132	не имеет	15	4
133	же время	4	4
134	как будто	1	4
135	в ее	1	4
136	что у	1	4
137	и что	12	4
138	д но	2	4
139	заключается в	1	4
140	в качестве	2	4
141	же и	2	4
142	никто не	2	4
143	мы находим	7	4
144	как раз	4	4
145	не было	6	4
146	даже не	3	4
147	в частности	2	4
148	как бы	11	4
149	тем более	2	4
150	еще более	3	4
151	того или	1	4
152	гораздо более	3	4
153	же как	2	3
154	я уже	1	3
155	и без	1	3
156	тем же	1	3
157	должна быть	3	3
158	то это	4	3
159	в ней	3	3
160	еще не	2	3
161	в чем	6	3
162	но не	4	3
163	или иное	3	3
164	и я	1	3
165	общего с	5	3
166	с этим	2	3
167	что касается	2	3
168	говорит что	3	3
169	то в	7	3
170	это можно	1	3
171	точку зрения	3	3
172	эпохи и	1	3
173	не значит	3	3
174	же это	3	3
175	в каждом	2	3
176	связанные с	2	3
177	же касается	1	3
178	в другом	2	3
179	и с	5	3
180	и тем	1	3
181	даже в	3	3
182	кажется что	1	3
183	ни в	15	3
184	что не	7	3
185	тому что	3	3
186	в конце	4	3
187	а на	1	3
188	в основе	3	3
189	этих двух	1	3
190	очень мало	2	3
191	в каком	8	3
192	должны быть	1	3
193	что оно	5	3
194	должен быть	1	3
195	то или	3	3
196	об этом	4	3
197	и вообще	4	3
198	и нужно	1	3
199	его жизни	1	3
200	между тем	1	3
201	и только	1	3
202	значит что	14	3
203	но с	3	3
204	в какой	1	3
205	и так	2	3
206	это очень	1	3
207	с одной	2	3
208	если это	2	3
209	вопроса о	1	3
210	в виде	2	3
211	ни с	6	3
212	бы все	2	3
213	в очень	1	3
214	а именно	1	3
215	а с	2	3
216	что для	3	3
217	говорит о	5	3
218	я вовсе	1	3
219	да и	6	3
220	эти вопросы	1	3
221	с этой	2	3
222	видно что	1	3
223	не является	3	3
224	и для	2	3
225	не существует	7	3
226	в результате	1	3
227	в таком	1	3
228	ничего общего	4	3
229	отношения к	3	2
230	мере в	1	2
231	по его	1	2
232	а как	1	2
233	мы имеем	2	2
234	мы не	1	2
235	бы что	1	2
236	или же	1	2
237	время как	2	2
238	из того	2	2
239	быть в	2	2
240	конечно это	1	2
241	совсем не	1	2
242	в сторону	1	2
243	отношение к	5	2
244	что как	2	2
245	в своем	5	2
246	есть в	1	2
247	что нет	1	2
248	как иначе	1	2
249	в каком-то	1	2
250	от этого	3	2
251	так или	1	2
252	бы не	1	2
253	думать что	3	2
254	в себе	11	2
255	но он	1	2
256	не могла	1	2
257	в наших	1	2
258	вообще не	1	2
259	при этом	1	2
260	но именно	1	2
261	он не	3	2
262	опять-таки не	2	2
263	всех этих	3	2
264	свою собственную	1	2
265	и более	4	2
266	что ни	3	2
267	тут не	4	2
268	что все	1	2
269	при помощи	1	2
270	его в	1	2
271	первую очередь	1	2
272	не всегда	1	2
273	и уже	1	2
274	в москве	1	2
275	отвращение к	1	2
276	нисколько не	4	2
277	только тем	1	2
278	в первую	2	2
279	имеет ничего	3	2
280	никаких оснований	1	2
281	можно найти	2	2
282	в такой	1	2
283	бы мы	1	2
284	которые в	1	2
285	для которых	1	2
286	без всяких	1	2
287	тем самым	1	2
288	как можно	2	2
289	что эта	4	2
290	она не	6	2
291	меня не	1	2
292	как о	2	2
293	пушкина можно	1	2
294	говорить о	5	2
295	случае не	3	2
296	вытекает из	1	2
297	ничего не	17	2
298	больше чем	1	2
299	имеем дело	1	2
300	ни те	1	2
301	тем не	1	2
302	в сознании	3	2
303	только с	3	2
304	есть только	5	2
305	о них	1	2
306	и это	2	2
307	что там	1	2
308	говорит об	1	2
309	то время	1	2
310	и сам	1	2
311	в эпоху	2	2
312	для этого	2	2
313	то есть	1	2
314	а также	1	2
315	на точку	2	2
316	должно было	1	2
317	и все	3	2
318	все в	1	2
319	а потому	1	2
320	именно такое	1	2
321	крайней мере	4	2
322	и можно	1	2
323	к нему	8	2
324	что здесь	2	2
325	быть и	4	2
326	по своей	1	2
327	д и	2	2
328	со всеми	1	2
329	из которого	1	2
330	конечно не	3	2
331	и у	2	2
332	уже в	1	2
333	если в	3	2
334	как более	2	2
335	который как	1	2
336	а то	1	2
337	не для	1	2
338	у него	1	2
339	даже и	3	2
340	бы это	1	2
341	с отсутствием	1	2
342	самого же	1	2
343	или иначе	1	2
344	еще и	3	2
345	превращается в	1	2
346	одной стороны	2	2
347	по крайней	4	2
348	о реальном	1	2
349	который не	1	2
350	не знаю	1	2
351	если не	1	2
352	стороны в	2	2
353	ни на	6	2
354	и потому	3	2
355	нет ни	2	2
356	и их	2	2
357	а если	1	2
358	по существу	1	2
359	я с	1	2
360	между прочим	1	2
361	и тогда	2	2
362	но для	1	2
363	ли в	1	2
364	при таком	1	2
365	о котором	1	2
366	и перед	1	2
367	то не	2	2
368	находим например	1	2
369	в этих	5	2
370	хотя в	1	2
371	научного значения	2	2
372	несмотря на	10	2
373	не знает	2	2
374	сам в	1	2
375	а между	1	1
376	можно говорить	2	1
377	чтобы не	2	1
378	есть очень	1	1
379	как известно	1	1
380	показаться что	1	1
381	на деле	2	1
382	и есть	16	1
383	почти не	2	1
384	чего не	1	1
385	сказано что	1	1
386	что эти	1	1
387	какими бы	1	1
388	и этот	1	1
389	и могут	1	1
390	его не	6	1
391	им самим	1	1
392	если я	1	1
393	произведений ни	1	1
394	существует что	1	1
395	этом не	1	1
396	против чего	1	1
397	каком случае	4	1
398	понять смысл	1	1
399	почти исключительно	1	1
400	от друга	1	1
401	как я	1	1
402	но даже	1	1
403	что наши	1	1
404	так а	1	1
405	д на	1	1
406	на последнем	1	1
407	во мне	1	1
408	от всей	1	1
409	и самого	1	1
410	же нужно	1	1
411	на нем	2	1
412	бы она	1	1
413	но как	2	1
414	и никто	1	1
415	а только	3	1
416	нужно быть	2	1
417	в гармонии	1	1
418	друг от	1	1
419	нет и	1	1
420	конечно совершенно	1	1
421	это тот	1	1
422	мы стали	1	1
423	каждая из	1	1
424	показать что	1	1
425	стороны и	3	1
426	этой стороны	2	1
427	перед нами	1	1
428	кроме того	1	1
429	на анализе	1	1
430	хотя и	4	1
431	что по	1	1
432	я должен	1	1
433	работает в	1	1
434	я приведу	1	1
435	интересует сейчас	1	1
436	это тоже	1	1
437	и к	1	1
438	для ее	1	1
439	есть самое	1	1
