N	3gram	Ircho_Kome_1	Mirosoze
1	вместе с тем	1	5
2	но и в	2	4
3	и в конце	1	2
4	по отношению к	3	2
5	до сих пор	2	2
6	что он не	1	2
7	но он не	1	2
8	то время как	4	2
9	не только в	1	2
10	в конце концов	4	2
11	как будто бы	1	2
12	в то время	5	2
13	для того чтобы	1	2
14	в высшей степени	1	2
15	он был очень	1	1
16	бросается в глаза	1	1
17	что иное как	1	1
18	точки зрения у	1	1
19	в нескольких статьях	1	1
20	между людьми и	1	1
21	одной из сторон	1	1
22	в зависимости от	1	1
23	в отличие от	1	1
24	у него не	1	1
25	и т п	5	1
26	и еще в	1	1
27	и у него	1	1
28	еще в одном	1	1
29	и у других	1	1
30	до конца и	1	1
31	в значительной степени	1	1
32	во всяком случае	2	1
33	дело доходит до	1	1
34	в отношении к	1	1
35	любовь к человеку	1	1
36	не мог бы	1	1
37	из самых замечательных	1	1
38	ставит нас перед	1	1
39	и в том	1	1
40	на протяжении всего	2	1
41	о том что	3	1
42	не что иное	1	1
43	можно было бы	1	1
44	был одним из	1	1
45	свое завершение в	1	1
46	в том что	9	1
