N	2gram	Voloshinov_1	FransuaR
1	и в	16	65
2	и др	3	24
3	как бы	5	22
4	и не	4	22
5	вовсе не	1	18
6	и т.п	2	17
7	в сущности	1	16
8	в том	3	16
9	в этом	9	15
10	но в	4	14
11	в нем	4	13
12	мы уже	2	12
13	и на	4	11
14	прежде всего	9	11
15	все эти	5	10
16	не только	7	10
17	и его	8	10
18	так и	4	10
19	но и	4	10
20	и потому	3	10
21	во всех	3	9
22	в эпоху	1	9
23	в его	4	9
24	все это	4	9
25	за пределы	2	8
26	в основе	3	8
27	в духе	1	8
28	культуры и	1	8
29	и даже	4	8
30	здесь в	1	8
31	по своему	2	8
32	формы и	1	7
33	его в	4	7
34	точки зрения	8	7
35	в области	3	7
36	только в	4	7
37	жизни и	3	7
38	на самом	4	6
39	в году	1	6
40	в ней	1	6
41	еще не	5	6
42	все же	1	6
43	главным образом	1	6
44	при этом	6	6
45	том что	3	6
46	никогда не	2	6
47	тела и	1	6
48	как мы	4	6
49	времени и	1	6
50	так как	4	6
51	может быть	17	6
52	не знает	2	6
53	сказать что	7	6
54	века в	1	5
55	с его	7	5
56	с их	3	5
57	на протяжении	2	5
58	в них	2	5
59	как и	2	5
60	есть в	2	5
61	в своей	2	5
62	той или	1	5
63	для него	6	5
64	в одном	3	5
65	или иной	1	5
66	и пр	12	5
67	связь с	1	5
68	в частности	2	5
69	и все	4	5
70	еще более	1	5
71	в своих	1	5
72	жизни в	1	5
73	в общем	3	4
74	и к	6	4
75	поэтому и	2	4
76	в самом	2	4
77	в этой	4	4
78	и еще	1	4
79	на всю	1	4
80	входит в	1	4
81	во время	3	4
82	мысли и	4	4
83	до сих	3	4
84	связи с	1	4
85	в жизни	2	4
86	отношение к	5	4
87	сих пор	3	4
88	это уже	1	4
89	мира и	3	4
90	для нас	2	4
91	между ними	3	4
92	совершенно не	8	4
93	это в	1	4
94	в применении	1	3
95	самом деле	6	3
96	по его	1	3
97	мы и	1	3
98	конечно и	1	3
99	менее всего	1	3
100	в себя	1	3
101	уже не	1	3
102	то что	3	3
103	и с	8	3
104	на этой	3	3
105	и других	2	3
106	весь мир	1	3
107	с точки	6	3
108	но это	2	3
109	всей их	2	3
110	ничего не	1	3
111	этом отношении	1	3
112	и здесь	1	3
113	не могут	2	3
114	и прежде	1	3
115	в виду	1	3
116	и вообще	2	3
117	с ним	2	3
118	о нем	1	3
119	с другой	1	3
120	к нему	1	3
121	во всей	2	3
122	что он	2	3
123	но как	2	3
124	мир в	1	3
125	в известной	1	3
126	золотого века	1	3
127	как раз	1	3
