N	2gram	Propp_Isto_7	Problemy
1	и в	24	46
2	и не	4	27
3	может быть	14	23
4	не может	14	19
5	как бы	4	19
6	в нем	6	17
7	в этом	12	16
8	не только	21	14
9	перед нами	2	12
10	как мы	3	12
11	но и	11	12
12	как и	6	12
13	и на	2	11
14	точки зрения	4	11
15	а не	8	11
16	не в	9	10
17	и к	1	9
18	в самом	2	9
19	с точки	1	9
20	и все	6	9
21	в его	1	9
22	в том	7	9
23	в большинстве	1	9
24	вовсе не	4	9
25	прежде всего	2	9
26	до сих	2	8
27	конечно не	2	8
28	большинстве случаев	1	8
29	сих пор	3	8
30	или в	8	8
31	еще не	8	7
32	и с	1	7
33	по себе	1	7
34	то же	8	6
35	никогда не	4	6
36	и он	3	6
37	хотя и	3	6
38	но в	5	6
39	в каждом	1	6
40	ни в	2	6
41	что я	1	6
42	но это	3	6
43	и его	3	6
44	в него	1	6
45	что он	21	6
46	только в	6	6
47	друг друга	2	6
48	к себе	3	6
49	все это	8	6
50	мы увидим	6	6
51	к другому	1	5
52	в котором	2	5
53	с его	3	5
54	во всех	7	5
55	по отношению	1	5
56	нам кажется	1	5
57	при этом	4	5
58	это не	10	5
59	в жизни	1	5
60	рядом с	1	5
61	в то	2	5
62	в самой	1	5
63	если же	1	5
64	и сам	1	5
65	о том	9	5
66	к нему	7	5
67	так как	8	5
68	у него	10	5
69	отношению к	1	5
70	жизни и	1	5
71	например в	3	4
72	самом деле	1	4
73	в их	4	4
74	мы не	4	4
75	на себя	2	4
76	героя и	5	4
77	но не	6	4
78	как в	12	4
79	все же	9	4
80	кроме того	3	4
81	знаю что	2	4
82	все эти	2	4
83	он не	6	4
84	таким образом	7	4
85	и наконец	3	4
86	том что	10	4
87	в этих	13	4
88	своего рода	4	4
89	во всем	2	4
90	потому что	9	4
91	здесь не	2	4
92	так и	5	4
93	по мере	1	4
94	и здесь	12	4
95	можно сказать	1	4
96	уже не	2	4
97	уже в	3	4
98	к ним	2	4
99	мы можем	4	4
100	превращается в	3	4
101	очень часто	1	4
102	должно быть	1	4
103	и нет	2	4
104	а что	1	4
105	то что	7	4
106	не знает	1	4
107	что в	13	4
108	но эти	1	4
109	одним из	1	3
110	и это	2	3
111	между двумя	1	3
112	здесь и	2	3
113	почти всегда	2	3
114	мы уже	4	3
115	мы имеем	12	3
116	и о	2	3
117	мы и	1	3
118	то это	5	3
119	для наших	1	3
120	отношение к	5	3
121	себе и	3	3
122	в своем	1	3
123	более или	1	3
124	в условиях	1	3
125	из этих	3	3
126	в этой	1	3
127	имеем в	5	3
128	как он	6	3
129	на то	3	3
130	но именно	1	3
131	они должны	2	3
132	было бы	2	3
133	кажется что	3	3
134	далеко не	1	3
135	такой же	1	3
136	или менее	1	3
137	но если	1	3
138	и при	1	3
139	и их	1	3
140	в своей	1	3
141	образом и	1	3
142	но он	2	3
143	она не	2	3
144	дело в	1	3
145	но здесь	2	3
146	на него	2	3
147	не могут	2	3
148	но при	2	3
149	и этим	3	3
150	с собой	7	3
151	здесь нет	3	3
152	если бы	1	3
153	никак не	1	3
154	и что	10	3
155	в различных	3	3
156	и во	1	3
157	и только	1	3
158	отличается от	2	3
159	только на	2	3
160	а то	1	3
161	в конце	3	3
162	что и	8	3
163	тем что	6	3
164	и даже	3	3
165	с другой	9	3
166	так же	6	3
167	к своему	1	3
168	что же	1	3
169	по существу	4	3
170	но для	2	3
171	своему предмету	1	3
172	еще более	1	3
173	другой стороны	8	3
174	того же	2	3
175	но этот	1	3
176	героя в	1	3
177	и другие	9	3
178	и рассказ	1	3
179	ту же	1	2
180	отношения к	1	2
181	же как	4	2
182	и должны	1	2
183	а как	1	2
184	вопрос о	3	2
185	героя но	2	2
186	мы здесь	2	2
187	но конечно	2	2
188	как если	1	2
189	друг на	1	2
190	не входит	1	2
191	если в	2	2
192	сама по	1	2
193	в одной	2	2
194	с этим	2	2
195	вот как	1	2
196	стороны и	2	2
197	когда он	3	2
198	и как	1	2
199	увидим что	2	2
200	от этого	1	2
201	не хочет	1	2
202	так в	4	2
203	бы ни	1	2
204	должна быть	1	2
205	на том	2	2
206	и по	3	2
207	но дело	1	2
208	но все	4	2
209	об этом	6	2
210	на все	1	2
211	хотя бы	1	2
212	от одного	1	2
213	и тем	2	2
214	к области	1	2
215	этом мы	2	2
216	на друга	1	2
217	автора и	1	2
218	что такое	2	2
219	в которых	1	2
220	и другого	1	2
221	не менее	5	2
222	которые в	1	2
223	не могли	1	2
224	того как	3	2
225	одна из	7	2
226	но она	1	2
227	того и	1	2
228	ничего не	5	2
229	к ней	2	2
230	этих случаях	16	2
231	то и	4	2
232	не простой	1	2
233	всем их	1	2
234	к тому	1	2
235	указывает на	1	2
236	без всякого	2	2
237	в другом	1	2
238	можно было	1	2
239	те же	1	2
240	живет в	1	2
241	из одного	3	2
242	с ним	5	2
243	все в	2	2
244	от них	1	2
245	тем как	1	2
246	здесь в	1	2
247	что вот	1	2
248	но с	1	2
249	этот вопрос	2	2
250	вступить в	1	2
251	и элементы	1	2
252	и так	2	2
253	он уже	1	2
254	же он	1	2
255	наших целей	1	2
256	так что	3	2
257	и они	1	2
258	героя с	1	2
259	а в	10	2
260	в других	4	2
261	о которых	1	2
262	к самому	1	2
263	для этого	1	2
264	он владеет	1	2
265	и пр	1	2
266	на этот	2	2
267	его как	1	2
268	в руках	2	2
269	там где	5	2
270	что мы	3	2
271	вместе с	7	2
272	в данном	4	2
273	для понимания	1	2
274	сознании и	1	2
275	при всем	1	2
276	тоже может	1	2
277	причем в	2	2
278	для нас	6	2
279	не дает	1	2
280	здесь только	1	2
281	сказать что	2	2
282	есть и	4	2
283	в свое	1	2
284	выходят за	1	2
285	в заключение	1	2
286	в античности	1	2
287	во сне	2	2
288	все что	1	2
289	они не	2	2
290	и начала	1	1
291	показывает его	1	1
292	выражено в	2	1
293	и то	1	1
294	он может	4	1
295	и есть	1	1
296	из самых	2	1
297	которую они	1	1
298	этого он	1	1
299	видеть в	3	1
300	еще ниже	1	1
301	в доме	1	1
302	в несколько	1	1
303	вы не	1	1
304	или наоборот	1	1
305	это совершенно	1	1
306	входит в	1	1
307	его путем	1	1
308	иногда прямо	1	1
