N	2gram	Trubetskoy_1	Myshleni
1	и в	14	25
2	в том	17	23
3	том что	9	20
4	таким образом	11	17
5	так же	2	17
6	что в	4	17
7	с тем	6	16
8	в основе	1	16
9	как и	4	15
10	в его	4	15
11	то что	13	15
12	в этом	17	14
13	вместе с	4	14
14	между собой	5	13
15	может быть	9	13
16	так как	4	12
17	в качестве	3	12
18	на основании	2	11
19	по своему	1	11
20	что они	3	10
21	перед нами	1	10
22	и что	2	10
23	что и	3	10
24	было бы	5	10
25	того что	3	10
26	только в	5	10
27	как бы	4	10
28	и не	19	10
29	мы не	1	9
30	связи с	3	9
31	заключается в	1	9
32	ни в	2	9
33	как мы	1	8
34	того чтобы	8	8
35	тем что	3	8
36	не является	1	8
37	столь же	1	7
38	по своей	1	7
39	все эти	2	7
40	по себе	2	7
41	в области	2	7
42	мы можем	2	7
43	для того	6	7
44	как это	1	7
45	же как	1	6
46	того же	1	6
47	и на	5	6
48	но не	4	6
49	потому что	5	6
50	от этого	1	6
51	не только	9	6
52	в силу	2	6
53	не может	22	6
54	точки зрения	11	6
55	не в	4	6
56	не менее	1	6
57	самого начала	1	6
58	приходит к	3	6
59	в собственном	1	6
60	с самого	1	6
61	можно было	4	6
62	один из	1	6
63	что он	6	6
64	и у	1	6
65	с другой	1	6
66	в связи	1	6
67	благодаря этому	2	6
68	все это	6	6
69	все же	4	6
70	мы должны	7	6
71	ли оно	1	5
72	связи между	1	5
73	в зависимости	1	5
74	мы уже	2	5
75	с ее	1	5
76	и как	3	5
77	и к	6	5
78	что это	3	5
79	при этом	5	5
80	к одному	1	5
81	и по	3	5
82	факт что	2	5
83	на этой	2	5
84	тем не	1	5
85	задачи и	1	5
86	и другое	1	5
87	но это	2	5
88	с другом	14	5
89	могут быть	1	5
90	и т.д	4	5
91	о том	7	5
92	так и	1	5
93	если бы	6	5
94	в этой	4	5
95	мышление и	1	5
96	входит в	1	5
97	для него	6	5
98	именно в	3	5
99	тот факт	2	5
100	из которых	5	5
101	друг с	14	5
102	тем же	1	4
103	в деле	1	4
104	еще не	3	4
105	которые не	1	4
106	отнюдь не	7	4
107	в своем	6	4
108	по пути	1	4
109	ни один	1	4
110	из этих	3	4
111	на то	5	4
112	он не	5	4
113	и того	1	4
114	одного и	1	4
115	мы говорили	3	4
116	не столько	1	4
117	что с	2	4
118	в то	10	4
119	тогда когда	4	4
120	этого слова	1	4
121	никогда не	5	4
122	то и	1	4
123	не могут	4	4
124	к тому	7	4
125	что оно	3	4
126	и это	1	4
127	приводит к	4	4
128	мог бы	1	4
129	по сравнению	1	4
130	с ним	2	4
131	всяком случае	6	4
132	из них	3	4
133	мы знаем	1	4
134	могло бы	1	4
135	друг друга	3	4
136	от того	4	4
137	но и	10	4
138	прежде всего	8	4
139	с этим	2	4
140	смысле этого	1	4
141	и все	1	4
142	а в	5	4
143	в частности	2	4
144	во всяком	9	4
145	на деле	1	3
146	то в	3	3
147	в котором	2	3
148	но как	1	3
149	если в	6	3
150	по отношению	2	3
151	оно является	1	3
152	когда он	1	3
153	в самом	3	3
154	формы в	1	3
155	остановиться на	1	3
156	им в	1	3
157	но на	1	3
158	что эти	1	3
159	как оно	1	3
160	его в	4	3
161	в жизни	1	3
162	или менее	4	3
163	в которых	1	3
164	состоит в	2	3
165	их в	2	3
166	но только	1	3
167	та или	1	3
168	этот тип	1	3
169	во всем	4	3
170	отличается от	2	3
171	не есть	3	3
172	для образования	1	3
173	были бы	2	3
174	последнее время	2	3
175	в себя	1	3
176	на том	3	3
177	связаны с	1	3
178	обе эти	1	3
179	с ними	1	3
180	этот вопрос	2	3
181	путь к	4	3
182	между тем	5	3
183	по этому	2	3
184	не можем	2	3
185	если мы	1	3
186	в виде	3	3
187	это обстоятельство	1	3
188	и их	1	3
189	этом отношении	1	3
190	или иной	5	3
191	к которому	1	3
192	а с	2	3
193	связь с	1	3
194	с этой	1	3
195	пути к	2	3
196	образом по	1	3
197	в результате	2	3
198	с понятием	1	3
199	с ней	1	3
200	в свою	1	3
201	к этому	1	3
202	в сфере	1	2
203	и то	4	2
204	к данному	2	2
205	то же	11	2
206	основании что	1	2
207	именно благодаря	1	2
208	они имеют	1	2
209	бы в	1	2
210	что по	1	2
211	с нею	3	2
212	но все	1	2
213	в себе	9	2
214	на его	1	2
215	постольку поскольку	1	2
216	чтобы их	2	2
217	заключает в	1	2
218	все виды	1	2
219	здесь мы	1	2
220	в нем	5	2
221	главным образом	3	2
222	в совершенно	4	2
223	в мире	4	2
224	об этом	1	2
225	а по	1	2
226	того или	2	2
227	с другими	1	2
228	это противоречие	1	2
229	из нее	1	2
230	это положение	1	2
231	в общей	1	2
232	благодаря такому	1	2
233	в один	1	2
234	на первый	1	2
235	в этих	2	2
236	в своей	5	2
237	таким же	3	2
238	место в	2	2
239	и другого	1	2
240	с данным	1	2
241	в корне	4	2
242	и эти	1	2
243	лежит не	2	2
244	тому что	2	2
245	можно ли	3	2
246	тем самым	2	2
247	одна из	3	2
248	на себя	2	2
249	этих последних	1	2
250	не тем	2	2
251	виде как	1	2
252	той или	3	2
253	указывает на	2	2
254	не будет	7	2
255	но по	1	2
256	свою очередь	1	2
257	только при	1	2
258	совершенно ясно	1	2
259	ясно что	2	2
260	того и	1	2
261	мы в	1	2
262	отрицать что	1	2
263	для этого	3	2
264	одного из	1	2
265	и во	3	2
266	и только	5	2
267	от этих	1	2
268	представления о	1	2
269	в свете	1	2
270	и заключается	1	2
271	каким-нибудь другим	1	2
272	эти последние	1	2
273	внутреннее противоречие	1	2
274	связь и	1	2
275	говорили выше	1	2
276	всех этих	3	2
277	так что	2	2
278	уже не	2	2
279	ни было	1	2
280	в начале	2	2
281	является не	2	2
282	и других	1	2
283	эти задачи	1	2
284	он имеет	1	2
285	к той	2	2
286	для решения	1	2
287	и вместе	2	2
288	связан с	1	2
289	этой задачи	1	2
290	представляется в	1	2
291	может ли	1	2
292	на этот	1	2
293	которых мы	1	2
294	на которых	1	2
295	и пути	1	2
296	ни на	1	2
297	данной формы	1	2
298	и потому	3	2
299	речь не	1	2
300	который мы	1	2
301	которые являются	1	2
302	в течение	2	2
303	должно быть	3	2
304	иначе говоря	1	2
305	является для	1	2
306	этом и	2	2
307	невозможно без	1	2
308	и для	6	2
309	которых он	1	2
310	которых каждый	2	2
311	и от	2	2
312	к внешней	1	2
313	или в	3	2
314	том виде	1	2
315	о котором	3	2
316	для нас	2	2
317	все они	3	2
318	или иного	2	2
319	отношению к	1	2
320	есть и	2	2
321	к другим	1	2
322	в своих	6	2
323	как на	8	2
324	в таком	2	2
325	все что	4	2
326	и судьбу	1	1
327	ту же	1	1
328	говоря о	2	1
329	отношения к	2	1
330	также и	1	1
331	не знаем	1	1
332	должен быть	1	1
333	исключительно к	1	1
334	качестве своей	1	1
335	даже если	2	1
336	отличие этого	1	1
337	выражается в	1	1
338	видеть в	2	1
339	с таким	1	1
340	сотрудничестве с	1	1
341	и этот	3	1
342	есть не	1	1
343	смотреть на	4	1
344	новую эпоху	1	1
345	в заблуждение	2	1
346	вопрос о	5	1
347	на место	1	1
348	к новой	1	1
349	так чтобы	3	1
350	привести к	1	1
351	от друга	2	1
352	они были	1	1
353	их не	2	1
354	собой в	1	1
355	которую можно	1	1
356	иное как	1	1
357	и непременно	1	1
358	бы то	4	1
359	во всех	5	1
360	окажется в	3	1
361	а следовательно	3	1
362	важно отметить	1	1
363	тех же	1	1
364	очевидно что	1	1
365	не просто	2	1
366	друг от	2	1
367	сама по	2	1
368	а самый	1	1
369	по которому	1	1
370	цели к	1	1
371	общую черту	1	1
372	в очень	1	1
373	целый ряд	2	1
374	этой третьей	2	1
375	не являются	1	1
376	имеет в	1	1
377	более или	4	1
378	этой цели	1	1
379	только один	1	1
380	еще на	1	1
381	как понятие	1	1
382	в которой	1	1
383	бы не	1	1
384	другим способом	1	1
385	что так	1	1
386	выражение в	1	1
387	ни одна	3	1
388	что к	1	1
389	к человеческому	1	1
390	тому же	1	1
391	но ведь	1	1
392	вследствие этого	1	1
393	вообще не	1	1
394	постоянное взаимодействие	1	1
395	сейчас не	1	1
396	всех остальных	1	1
397	чтобы он	1	1
398	отказа от	1	1
399	те кто	1	1
400	говорили в	2	1
401	чтобы они	1	1
402	до самого	1	1
403	собой не	1	1
404	к переходу	1	1
405	по существу	5	1
406	до конца	1	1
407	том чтобы	3	1
408	где это	1	1
409	что ни	1	1
410	лишь с	1	1
411	находит себе	1	1
412	поскольку она	1	1
413	значительной степени	1	1
414	этим самым	1	1
415	то ни	4	1
416	для всей	1	1
417	могла бы	1	1
418	что все	3	1
419	в состоянии	1	1
420	единое целое	1	1
421	и с	7	1
422	первый и	1	1
423	и обратно	1	1
424	сейчас в	1	1
425	которая как	1	1
426	он есть	1	1
427	и тем	2	1
428	и рядом	1	1
429	по совершенно	1	1
430	для них	3	1
431	же образом	2	1
432	о которых	3	1
433	все равно	1	1
434	ли может	1	1
435	которой он	4	1
436	но главное	1	1
437	всегда и	1	1
438	несмотря на	3	1
439	обозначить как	1	1
440	такой же	1	1
441	нисколько не	2	1
442	и при	6	1
443	нас не	1	1
444	могут не	2	1
445	в такой	1	1
446	никакому сомнению	1	1
447	прийти к	1	1
448	каждого отдельного	2	1
449	представление о	1	1
450	нас важно	1	1
451	том основании	1	1
452	сих пор	5	1
453	мы теперь	1	1
454	результате этого	1	1
455	как другие	1	1
456	для данного	1	1
457	теми же	1	1
458	и более	2	1
459	тому чтобы	4	1
460	том же	2	1
461	ним в	1	1
462	даже в	1	1
463	не для	1	1
464	оно приводит	1	1
465	этого мало	1	1
466	с точки	9	1
467	от чисто	1	1
468	далее что	1	1
469	все три	1	1
470	в сущности	1	1
471	на него	1	1
472	не по	1	1
473	отличное от	1	1
474	не могло	1	1
475	по величине	1	1
476	именно с	1	1
477	явление в	1	1
478	лишен всякого	1	1
479	к ней	1	1
480	и является	2	1
481	а лишь	4	1
482	мы подходим	1	1
483	доказать что	1	1
484	если только	2	1
485	тем ближе	1	1
486	ведь даже	1	1
487	когда они	4	1
488	же самое	1	1
489	числе и	1	1
490	совместно с	1	1
491	бы это	1	1
492	что при	1	1
493	самостоятельно и	1	1
494	в применении	1	1
495	для себя	2	1
496	налицо во	1	1
497	новой и	1	1
498	часто соединяется	1	1
499	но при	1	1
500	в ней	2	1
501	всего этого	1	1
502	без всякого	1	1
503	сравнению со	1	1
504	в ее	1	1
505	на известной	1	1
506	данном случае	3	1
507	суждений и	1	1
508	язык и	1	1
509	и внутреннее	1	1
510	только не	1	1
511	идет не	1	1
512	степени и	1	1
513	роль в	1	1
514	не отвергает	1	1
515	котором мы	1	1
516	что у	1	1
517	в другом	3	1
518	понимание и	1	1
519	ином виде	1	1
520	за то	2	1
521	человека можно	1	1
522	до сих	5	1
523	единственное что	1	1
524	самых различных	1	1
525	во многих	2	1
526	быть может	1	1
527	в эпоху	1	1
528	собой и	3	1
529	к другу	1	1
530	деятельности в	1	1
531	сводится к	3	1
532	в состав	1	1
533	другом месте	1	1
534	многих случаях	1	1
535	но мы	3	1
536	делает возможным	1	1
537	в новую	1	1
538	может не	3	1
539	в значительной	3	1
540	вопросу о	3	1
541	помощи которых	1	1
542	что эта	1	1
543	от него	2	1
544	на отдельные	1	1
545	к ложному	1	1
546	глубоко различны	1	1
547	переходит в	1	1
548	бы обозначить	1	1
549	отметить что	2	1
550	является результатом	1	1
551	не так	2	1
552	друг к	1	1
553	происходит в	1	1
554	на которой	2	1
555	ибо в	3	1
556	что только	2	1
557	сомнению что	1	1
558	входящего в	1	1
559	не идет	1	1
560	может оказаться	1	1
561	может привести	1	1
562	они могут	1	1
563	никак нельзя	1	1
564	а только	1	1
565	тот или	1	1
566	человека с	1	1
567	для всех	6	1
568	еще одну	1	1
569	представляется чрезвычайно	1	1
570	или даже	1	1
571	принадлежать к	1	1
572	но другие	1	1
573	за ним	1	1
574	к каким	1	1
575	несомненно в	1	1
576	представить себе	2	1
577	в известной	1	1
578	в конце	3	1
579	вовсе не	1	1
580	подходим к	1	1
581	о которой	1	1
582	не о	2	1
583	у него	2	1
584	случае не	1	1
585	связано с	1	1
586	которое является	1	1
587	другом в	1	1
588	основе его	1	1
589	они будут	2	1
590	с общим	1	1
591	без того	1	1
592	и даже	2	1
593	подлежит никакому	1	1
594	которых каждая	1	1
595	будет ли	2	1
596	человека а	1	1
597	совершенно ином	1	1
598	в большинстве	3	1
599	что не	1	1
600	что для	3	1
601	противоречие между	1	1
602	превращается в	1	1
603	этого взгляда	1	1
604	а главное	1	1
605	ничем не	1	1
606	не на	1	1
607	а не	2	1
608	с которым	1	1
609	цель но	1	1
610	на эту	2	1
611	и стать	1	1
612	не об	1	1
613	исходить из	1	1
614	ко всем	3	1
615	человека к	1	1
616	что вся	1	1
617	не играет	2	1
618	в область	1	1
619	в данном	7	1
620	той и	1	1
621	применении к	1	1
622	что же	4	1
623	внешней стороны	1	1
624	области внутренней	1	1
625	в тот	1	1
626	да и	3	1
627	три вида	1	1
628	для обеих	2	1
629	психологии при	1	1
630	из отдельных	1	1
631	быть не	1	1
632	выше что	1	1
633	этом случае	3	1
634	стоит только	2	1
635	силу и	1	1
636	но для	2	1
637	остается в	2	1
638	независимое от	1	1
639	к вопросу	4	1
640	при современном	1	1
641	известной степени	1	1
642	его лежит	1	1
643	этих случаях	1	1
644	всего с	1	1
645	не подлежит	2	1
646	к данной	1	1
647	создание такой	2	1
648	привело бы	1	1
649	это как	1	1
650	чтобы понять	2	1
651	в другое	4	1
652	конце концов	3	1
653	хотя бы	5	1
654	или не	1	1
655	отношению ко	1	1
656	все элементы	1	1
657	соединяется с	1	1
658	к ее	1	1
659	вступать в	1	1
660	но если	3	1
661	и живет	1	1
662	бы его	2	1
663	эти элементы	1	1
664	собой это	3	1
665	с внешней	1	1
666	но в	2	1
667	точно так	2	1
668	том числе	1	1
