N	3gram	Medvedev_F_3	Problemy
1	с точки зрения	14	13
2	в этом смысле	2	10
3	то же время	7	9
4	в то же	7	9
5	по отношению к	3	8
6	в его целом	1	6
7	в том что	3	6
8	в одной плоскости	3	5
9	в зависимости от	5	5
10	в конце концов	2	5
11	на самом деле	12	4
12	между тем как	1	4
13	а не как	1	4
14	не может быть	14	4
15	подобно тому как	4	3
16	видения и понимания	4	3
17	же время не	1	3
18	и т п	5	3
19	сами по себе	2	3
20	это не значит	1	3
21	все то что	1	3
22	одной плоскости с	1	3
23	в этом отношении	3	3
24	во всяком случае	6	3
25	с другой стороны	5	3
26	то же что	2	3
27	героя и его	1	3
28	но все же	1	2
29	значит конечно что	1	2
30	в самом деле	4	2
31	и до конца	1	2
32	до сих пор	1	2
33	и не может	4	2
34	в лучшем случае	1	2
35	и в то	2	2
36	хотя бы и	1	2
37	в самом произведении	3	2
38	в той же	1	2
39	бы то ни	4	2
40	лишь одним из	2	2
41	таким образом все	1	2
42	только то что	2	2
43	начала и до	1	2
44	т е в	1	2
45	в данном случае	4	2
46	дело идет не	1	2
47	не только в	1	2
48	не значит конечно	1	2
49	является лишь одним	1	2
50	и в романе	1	2
51	с начала и	1	2
52	в большинстве случаев	4	2
53	лишь там где	1	2
54	можно было бы	1	2
55	т е не	1	2
56	именно потому что	2	2
57	социальных оценок и	2	1
58	другой стороны и	1	1
59	лучшем случае они	1	1
60	потому что он	3	1
61	здесь же нам	1	1
62	а следовательно и	1	1
63	всяком случае была	1	1
64	хотя и не	1	1
65	которому как бы	1	1
66	возможно лишь там	1	1
67	говорит об этом	1	1
68	а вовсе не	4	1
69	дело в том	2	1
70	да иначе и	1	1
71	в нем и	2	1
72	как и всякое	2	1
73	так как и	1	1
74	выйти за пределы	1	1
75	т е о	1	1
76	как их понимает	1	1
77	то же самое	3	1
78	в процессе такой	1	1
79	нам кажется что	2	1
80	в нем лишь	1	1
81	в этом случае	1	1
82	что же касается	1	1
83	в своей работе	1	1
84	том что это	1	1
85	момент художественного произведения	1	1
86	они не могут	1	1
87	с таким же	2	1
88	в виду прежде	1	1
89	до простой мотивировки	1	1
90	и в других	1	1
91	так чтобы она	1	1
92	что для них	1	1
93	самом деле нет	1	1
94	в неразрывной связи	2	1
95	уже не действительность	1	1
96	не могло бы	1	1
97	он и не	1	1
98	в этом произведении	1	1
99	точки зрения ее	1	1
100	те же и	1	1
101	в своей изолированности	1	1
102	мы отвлечемся от	2	1
103	в нем как	1	1
104	в противном случае	1	1
105	в процессе этого	2	1
106	может быть только	2	1
107	раз и навсегда	3	1
108	так и в	2	1
109	оно ориентировано на	1	1
110	слова и его	2	1
111	может быть понято	4	1
112	этой оценки и	1	1
113	в своем творчестве	1	1
114	если же мы	1	1
115	и пр как	1	1
116	вот что говорит	1	1
117	если бы герой	1	1
118	мы полагаем что	1	1
119	чтобы убедиться в	1	1
120	и что в	1	1
121	но вовсе не	2	1
122	какой бы то	1	1
123	отношения между ними	1	1
124	так же как	1	1
125	а не только	1	1
126	между ними не	1	1
127	не потому что	1	1
128	между собою в	1	1
129	произведения в самом	1	1
130	то ни было	4	1
131	герой может быть	1	1
132	была бы разрешена	1	1
133	там где она	2	1
134	в высшей степени	2	1
135	тех или иных	1	1
136	бы ни были	1	1
137	зависимости от того	1	1
138	и не могут	3	1
139	и по отношению	1	1
140	отсюда следует что	1	1
141	виду прежде всего	1	1
142	ведь то что	1	1
143	не в том	1	1
144	бы оно ни	1	1
145	так именно и	1	1
146	тоже не может	1	1
147	одной очень важной	1	1
148	как впрочем и	1	1
149	совершенно неправильно утверждение	1	1
150	до настоящего времени	1	1
151	очень важной особенности	1	1
152	этой точки зрения	1	1
153	не совпадает с	1	1
154	и во всяком	2	1
155	о том что	1	1
156	того или иного	1	1
157	зависимости от характера	1	1
158	оно ни было	1	1
159	неразрывной связи с	1	1
160	тому как в	1	1
161	которые сами по	1	1
162	к которому как	1	1
163	функции в произведении	1	1
164	не была бы	1	1
165	имеем в виду	1	1
166	уже говорить об	1	1
167	она не может	1	1
168	и нисколько не	1	1
169	нам важно лишь	1	1
170	вовсе не как	1	1
171	между материалом и	1	1
172	и никогда не	1	1
173	с самого начала	1	1
174	но самый факт	1	1
175	не только не	2	1
176	как бы ни	2	1
177	она так сказать	1	1
178	каждый элемент художественной	2	1
179	выходит за пределы	1	1
180	в художественном произведении	3	1
181	можно сказать что	1	1
182	в настоящее время	1	1
183	в литературе как	2	1
184	мы имеем в	1	1
185	что это не	1	1
186	быть понято как	1	1
187	к одной очень	1	1
188	элемент художественной структуры	1	1
189	и быть не	1	1
190	менее всего можно	1	1
191	к тому что	2	1
192	до известной степени	2	1
193	иначе и быть	1	1
194	так всегда и	1	1
195	сама по себе	1	1
196	друг с другом	1	1
197	и в нем	1	1
198	которая нашла свое	1	1
199	место в творчестве	1	1
200	в отношении к	1	1
201	для того чтобы	4	1
202	который был бы	1	1
203	видение и изображение	1	1
204	увидеть и показать	1	1
205	и только в	1	1
206	одного сознания одного	1	1
207	это не так	1	1
208	и т д	6	1
209	как мы видели	2	1
