N	2gram	Medvedev_F_2	Freidism
1	таким образом	20	24
2	и не	20	23
3	не может	14	20
4	точки зрения	8	19
5	прежде всего	15	18
6	в этом	27	15
7	в его	10	15
8	и пр	21	15
9	с помощью	10	14
10	может быть	23	13
11	и его	21	12
12	все эти	6	11
13	как и	9	11
14	с точки	7	11
15	как бы	4	11
16	то что	6	11
17	самом деле	8	10
18	но в	4	10
19	его в	3	10
20	с ним	2	10
21	как мы	7	10
22	так и	8	10
23	с его	11	9
24	во всех	5	9
25	и в	38	9
26	то же	6	8
27	не только	9	8
28	он не	6	8
29	в своей	7	8
30	что он	5	8
31	только в	6	8
32	так как	4	8
33	все это	3	8
34	и все	3	8
35	в самом	16	7
36	отношение к	2	7
37	и наконец	4	7
38	ни в	2	7
39	мы видели	4	7
40	те же	1	7
41	к нему	3	7
42	один из	2	7
43	тот же	1	7
44	мы знаем	3	7
45	всяком случае	5	7
46	что же	5	7
47	сказать что	2	7
48	во всяком	5	7
49	в ней	6	6
50	за пределы	1	6
51	все те	1	6
52	так сказать	3	6
53	и с	9	6
54	и ее	6	6
55	того что	3	6
56	для него	7	6
57	вовсе не	11	6
58	никогда не	2	6
59	хотя бы	6	6
60	совершенно не	4	6
61	на самом	3	5
62	и на	3	5
63	в чем	2	5
64	и к	4	5
65	в этой	6	5
66	знаем что	1	5
67	не в	15	5
68	мы должны	1	5
69	в то	5	5
70	в каком	1	5
71	могут быть	6	5
72	для этого	2	5
73	можно сказать	1	5
74	для того	3	5
75	в большинстве	4	5
76	большинстве случаев	3	5
77	и прежде	3	5
78	а в	6	5
79	но и	13	5
80	связь с	1	5
81	с этим	5	5
82	в свою	1	5
83	что в	7	5
84	в зависимости	3	4
85	той же	1	4
86	связанных с	1	4
87	мы не	3	4
88	в которой	2	4
89	говорить о	5	4
90	зависимости от	3	4
91	совсем не	2	4
92	но не	2	4
93	нашего сознания	1	4
94	в собственном	1	4
95	все же	8	4
96	не было	6	4
97	из этих	3	4
98	в пределах	12	4
99	с их	1	4
100	в нем	13	4
101	всех этих	3	4
102	на этом	2	4
103	то ни	2	4
104	связанные с	1	4
105	при этом	9	4
106	с другими	10	4
107	нигде не	2	4
108	не менее	1	4
109	в основе	5	4
110	же время	5	4
111	таким путем	1	4
112	потому что	2	4
113	и для	5	4
114	к тому	4	4
115	если мы	5	4
116	того чтобы	3	4
117	данном случае	1	4
118	сводится к	5	4
119	характер и	1	4
120	с самого	2	4
121	это только	1	4
122	организма и	1	4
123	с ними	2	4
124	конечно не	1	4
125	уже не	7	4
126	не дает	1	4
127	в котором	2	4
128	как раз	6	4
129	последнем счете	1	4
130	и др	3	4
131	в данном	1	4
132	и о	2	4
133	в более	1	4
134	отца с	2	4
135	в этих	2	4
136	этот вопрос	2	4
137	между ними	2	4
138	в последнем	1	4
139	в таком	2	4
140	таком случае	1	3
141	и есть	1	3
142	подхода к	2	3
143	собственном смысле	1	3
144	при анализе	2	3
145	теперь мы	1	3
146	на место	1	3
147	он был	2	3
148	не найдем	1	3
149	а только	2	3
150	в общем	5	3
151	один и	1	3
152	как в	4	3
153	и как	3	3
154	между двумя	2	3
155	и тот	1	3
156	в себе	1	3
157	но ведь	3	3
158	главным образом	3	3
159	в узком	1	3
160	и по	2	3
161	всех своих	1	3
162	и может	3	3
163	где оно	1	3
164	было бы	6	3
165	мы имеем	1	3
166	такой же	3	3
167	именно и	1	3
168	тому чтобы	2	3
169	тому что	2	3
170	этой области	1	3
171	самого начала	2	3
172	на него	1	3
173	чем не	1	3
174	ни о	5	3
175	не могут	7	3
176	она не	2	3
177	ничего общего	1	3
178	свою очередь	1	3
179	и этим	2	3
180	только то	1	3
181	приводит к	2	3
182	если бы	5	3
183	бы то	1	3
184	во втором	7	3
185	первый период	6	3
186	в них	1	3
187	со стороны	2	3
188	на этот	1	3
189	и оно	1	3
190	вместе с	6	3
191	слова и	7	3
192	и от	2	3
193	но это	2	3
194	не является	3	3
195	узком смысле	1	3
196	от всех	2	3
