N	3gram	Tiupa_Vved_1	Psycholo
1	в том что	3	9
2	не может быть	3	8
3	на то что	1	8
4	в том чтобы	2	7
5	о том что	4	7
6	во всяком случае	1	6
7	в зависимости от	1	5
8	не в том	1	5
9	само по себе	1	5
10	подобно тому как	2	5
11	с другой стороны	1	5
12	с одной стороны	5	5
13	как и в	2	4
14	в отличие от	2	3
15	к тому чтобы	1	3
16	в сущности говоря	1	3
17	в конечном счете	1	3
18	все то что	1	3
19	хотя и не	1	2
20	состоит в том	2	2
21	может быть сведена	1	2
22	более или менее	2	2
23	в настоящее время	1	2
24	в этом смысле	1	2
25	то же самое	1	2
26	мы не можем	1	2
27	и если мы	1	2
28	в таком случае	1	2
29	не было бы	1	2
30	в этом отношении	4	2
31	как будто бы	3	2
32	в евгении онегине	1	2
33	благодаря тому что	1	2
34	быть сведена к	1	2
35	а в том	1	2
36	то есть в	1	2
37	и в самом	1	2
38	на самом деле	3	2
39	тем не менее	3	2
40	и того же	1	1
41	и для нас	1	1
42	в основе своей	1	1
43	другой стороны в	1	1
44	мы имеем дело	3	1
45	если бы мы	1	1
46	этом предполагается что	1	1
47	в том как	1	1
48	это все равно	1	1
49	в том числе	1	1
50	те же самые	1	1
51	в том же	1	1
52	одной стороны и	1	1
53	это отношение к	1	1
54	мы всегда можем	1	1
55	именно то что	1	1
56	сами по себе	1	1
57	а также в	1	1
58	при этом он	1	1
59	и вследствие этого	2	1
60	заключает в себе	1	1
61	в той мере	2	1
62	том или ином	1	1
63	во всей его	1	1
64	может быть только	1	1
65	отнюдь не является	1	1
66	едва ли не	2	1
67	в первом случае	1	1
68	не только в	2	1
69	том что на	1	1
70	и в этом	1	1
71	на этот раз	1	1
72	что все люди	1	1
73	которая может быть	1	1
74	в том или	1	1
75	в связи с	1	1
76	тем же самым	1	1
77	при этом предполагается	1	1
78	то что он	1	1
79	мере в какой	2	1
80	первом случае мы	1	1
81	как бы в	1	1
82	в полной мере	1	1
83	вместо того чтобы	1	1
84	речь идет о	1	1
85	один и тот	1	1
86	которое может быть	1	1
87	в свою очередь	4	1
88	к которым приводит	1	1
89	что иное как	1	1
90	можно сказать что	1	1
91	одного и того	1	1
92	не что иное	1	1
93	в области литературы	1	1
94	той мере в	2	1
95	к тому же	4	1
96	в нем не	1	1
97	том числе и	1	1
98	и тот же	1	1
