N	2gram	Vygotskiy__7	Literetu
1	и не	18	22
2	и в	26	16
3	при этом	1	15
4	в этом	29	14
5	не только	24	14
6	но и	11	14
7	в том	18	12
8	может быть	7	12
9	а не	6	12
10	то что	24	12
11	в частности	1	11
12	не в	4	10
13	то же	8	9
14	так и	3	9
15	в то	3	9
16	того что	14	9
17	в этой	3	8
18	том что	17	8
19	не может	11	8
20	как бы	6	8
21	в своей	3	7
22	тем самым	8	7
23	только в	8	7
24	точки зрения	28	7
25	еще не	4	6
26	в себе	9	6
27	состоит в	3	6
28	в другом	1	6
29	о том	4	6
30	и его	12	6
31	в его	4	6
32	с другой	4	6
33	к тому	7	6
34	в отличие	2	5
35	отличие от	2	5
36	как в	4	5
37	в целом	5	5
38	тому же	1	5
39	лишь в	2	5
40	это не	3	5
41	соответствии с	1	5
42	как и	15	5
43	что я	1	5
44	в основе	3	5
45	этом отношении	3	5
46	в ее	6	5
47	что он	8	5
48	в качестве	5	5
49	именно в	6	5
50	а именно	1	5
51	вместе с	12	5
52	а в	2	5
53	одним из	2	4
54	но не	3	4
55	по отношению	6	4
56	хотя и	1	4
57	входит в	2	4
58	должно быть	2	4
59	место в	1	4
60	даже в	2	4
61	никогда не	4	4
62	данном случае	5	4
63	другого в	1	4
64	с одной	5	4
65	в начале	5	4
66	из них	1	4
67	одно из	5	4
68	в одном	1	4
69	как будто	1	4
70	до конца	5	4
71	одной стороны	5	4
72	в данном	5	4
73	по существу	1	4
74	и для	5	4
75	отношению к	5	4
76	отношения к	2	3
77	например в	1	3
78	самом деле	6	3
79	едва ли	4	3
80	той же	8	3
81	с ее	2	3
82	в сторону	1	3
83	отнюдь не	1	3
84	однако не	1	3
85	и как	1	3
86	и наконец	4	3
87	и к	7	3
88	но в	4	3
89	то в	2	3
90	на его	2	3
91	а затем	2	3
92	самим собой	2	3
93	в глазах	1	3
94	и тем	6	3
95	в слове	11	3
96	с точки	21	3
97	только для	1	3
98	по своей	10	3
99	потому что	16	3
