N	2gram	Bakhtin_Fr_6	Literetu
1	и не	3	22
2	и в	41	16
3	при этом	3	15
4	в этом	12	14
5	не только	10	14
6	но и	13	14
7	в том	2	12
8	может быть	2	12
9	а не	2	12
10	то что	10	12
11	в частности	2	11
12	своего рода	1	10
13	не в	4	10
14	то же	5	9
15	так и	5	9
16	в то	6	9
17	того что	3	9
18	в этой	8	8
19	в жизни	1	8
20	том что	7	8
21	не может	4	8
22	к себе	2	8
23	как бы	7	8
24	в своей	2	7
25	же время	5	7
26	только в	3	7
27	себя в	2	7
28	точки зрения	2	7
29	еще не	1	6
30	с его	5	6
31	в себе	5	6
32	в другом	4	6
33	о том	9	6
34	и его	13	6
35	в его	7	6
36	и т.п	19	6
37	с другой	4	6
38	в году	6	5
39	как в	4	5
40	в целом	1	5
41	то есть	24	5
42	лишь в	2	5
43	это не	1	5
44	как и	7	5
45	в основе	4	5
46	этом отношении	3	5
47	в ее	5	5
48	что он	6	5
49	именно в	4	5
50	а именно	2	5
51	вместе с	6	5
52	а в	4	5
53	с жизнью	1	4
54	одним из	4	4
55	но не	2	4
56	по отношению	1	4
57	хотя и	2	4
58	и если	1	4
59	место в	1	4
60	даже в	4	4
61	никогда не	8	4
62	данном случае	2	4
63	а также	5	4
64	с одной	4	4
65	в начале	3	4
66	из них	5	4
67	одно из	1	4
68	в одном	5	4
69	как будто	1	4
70	как у	3	4
71	в природе	1	4
72	до конца	2	4
73	одной стороны	4	4
74	в данном	3	4
75	по существу	1	4
76	и для	3	4
77	отношению к	1	4
78	например в	6	3
79	самом деле	4	3
80	той же	5	3
81	но уже	2	3
82	и как	4	3
83	и наконец	4	3
84	и к	1	3
85	но в	8	3
86	то в	1	3
87	на его	2	3
88	а затем	4	3
89	самим собой	2	3
90	в глазах	1	3
91	и тем	1	3
92	с точки	2	3
93	только для	1	3
94	потому что	3	3
95	в области	2	3
96	для его	2	3
97	еще в	5	3
98	искусства и	1	3
99	прежде всего	10	3
100	между тем	2	3
101	вслед за	1	3
102	все время	4	3
103	уже не	1	3
104	в самом	10	3
105	более того	4	3
106	о чем	1	3
107	мира в	2	3
108	как это	2	3
109	там где	5	3
110	это как	1	3
111	в третьем	3	3
112	в романе	2	3
113	жизни и	3	3
114	как на	1	3
115	того же	4	2
116	в первом	3	2
117	для своего	1	2
118	как мы	12	2
119	так чтобы	1	2
120	не вполне	1	2
121	жизни как	1	2
122	из того	2	2
123	то это	1	2
124	всю ночь	2	2
125	и на	9	2
126	время в	1	2
127	во всех	17	2
128	сказать и	1	2
129	отношение к	1	2
130	еще один	1	2
131	и вовсе	2	2
132	стороны и	2	2
133	все же	4	2
134	в противоположность	1	2
135	не знает	1	2
136	он в	2	2
137	раз в	2	2
138	им в	1	2
139	все они	2	2
140	в нем	16	2
141	он все	1	2
