N	2gram	Potebnia_M_4	Dialekti
1	не есть	9	54
2	и не	18	27
3	а не	12	26
4	точки зрения	4	25
5	и т	7	24
6	и в	23	24
7	это значит	1	24
8	есть нечто	5	23
9	не только	10	23
10	т д	3	23
11	что такое	7	21
12	по себе	11	20
13	не может	11	19
14	ничего не	1	17
15	и есть	3	16
16	допустим что	5	16
17	и что	7	15
18	что все	4	14
19	с точки	3	14
20	то что	29	14
21	в таком	4	14
22	таким образом	24	13
23	что он	4	13
24	вовсе не	7	13
25	может быть	26	13
26	и даже	2	13
27	что это	7	12
28	есть только	5	12
29	того что	14	12
30	есть и	2	12
31	не менее	5	11
32	не имеет	5	11
33	что же	5	11
34	таком случае	2	10
35	в сущности	2	10
36	тем не	4	10
37	только не	3	10
38	она есть	1	10
39	не существует	2	10
40	есть не	4	9
41	то это	8	9
42	что она	2	9
43	стало быть	8	9
44	но и	11	9
45	нет ничего	3	9
46	в этом	23	8
47	и как	2	8
48	это есть	3	8
49	так что	5	8
50	в виде	2	8
51	прежде всего	1	8
52	что мы	10	8
53	том что	12	8
54	если же	4	8
55	в самом	3	7
56	как и	14	7
57	никогда не	3	7
58	потому что	33	7
59	ясно что	1	7
60	в виду	3	7
61	другими словами	8	7
62	только на	4	7
63	но что	2	7
64	даже и	3	7
65	и нет	1	7
66	что в	17	7
67	самом деле	3	6
68	должна быть	1	6
69	что иное	2	6
70	я не	2	6
71	иное как	2	6
72	то же	14	6
73	об этом	2	6
74	и с	4	6
75	возможно только	3	6
76	есть именно	1	6
77	превращается в	2	6
78	оно не	2	6
79	утверждать что	1	6
80	если бы	13	6
81	что и	7	6
82	и только	3	6
83	отлично от	2	6
84	о том	8	6
85	так как	14	6
86	даже не	2	6
87	и все	4	6
88	все это	5	6
89	кроме того	3	6
90	от всего	1	6
91	но если	1	6
92	не что	2	6
93	есть то	4	6
94	сам по	4	5
95	вопрос о	2	5
96	что его	2	5
97	хотя и	5	5
98	и к	6	5
99	от чего	1	5
100	само по	5	5
101	он не	2	5
102	по крайней	5	5
103	так и	6	5
104	было бы	8	5
105	в них	3	5
106	мы не	8	5
107	и тогда	1	5
108	в том	23	5
109	есть всегда	3	5
110	в то	4	5
111	тогда когда	8	5
112	и притом	2	5
113	и сама	2	5
114	и его	2	5
115	всегда есть	1	5
116	только в	15	5
117	уже не	3	5
118	одно из	1	5
119	от всякого	1	5
120	крайней мере	5	5
121	как же	4	5
122	что не	6	5
123	как это	1	5
124	но это	3	5
125	или не	1	5
126	или нет	1	5
127	только как	4	5
128	жизни и	1	5
129	как на	1	5
130	все остальное	1	4
131	и то	5	4
132	явления и	2	4
133	говорить о	5	4
134	мы и	2	4
135	в чем	1	4
136	нет и	1	4
137	в истории	4	4
138	субъекта и	1	4
139	что нет	1	4
140	конечно не	2	4
141	подобно тому	2	4
142	это не	7	4
143	истории и	1	4
144	на первый	1	4
145	от себя	1	4
146	тому что	2	4
147	что есть	3	4
148	как о	1	4
149	если только	1	4
150	от того	4	4
151	не могут	2	4
152	а что	2	4
153	и это	2	4
154	то время	1	4
155	можно только	2	4
156	о нем	1	4
157	к тому	3	4
158	с другой	2	4
159	для него	5	4
160	если оно	2	4
161	у нас	2	4
162	так же	4	4
163	тому как	2	4
164	то следовательно	1	4
165	говорить что	1	4
166	или только	1	4
167	сознания и	1	4
168	хотя бы	4	4
169	только что	3	4
170	сказать что	8	4
171	себя как	1	3
172	была бы	1	3
173	мы уже	3	3
174	той же	3	3
175	но даже	2	3
176	зависимости от	1	3
177	и на	3	3
178	же она	1	3
179	за пределы	1	3
180	и я	2	3
181	с этим	7	3
182	в своем	8	3
183	только тогда	5	3
184	все же	1	3
185	перед нами	1	3
186	все эти	3	3
187	тем более	5	3
188	на то	7	3
189	что знание	1	3
190	в нем	7	3
191	есть таким	1	3
192	не значит	2	3
193	в силу	7	3
194	не будет	3	3
195	он есть	1	3
196	должно быть	5	3
197	и без	2	3
198	и значит	1	3
199	не в	11	3
200	есть еще	1	3
201	ровно никакого	1	3
202	из которых	2	3
203	тем самым	4	3
204	она не	2	3
205	же время	3	3
206	во всем	1	3
207	уже и	2	3
208	а мы	3	3
209	есть слово	2	3
210	должны быть	3	3
211	и о	4	3
212	из двух	1	3
213	быть может	4	3
214	это было	2	3
215	к нему	5	3
216	быть и	2	3
217	или же	1	3
218	вопрос об	1	3
219	с одной	1	3
220	есть в	5	3
221	то и	4	3
222	при помощи	3	3
223	из них	1	3
224	сами по	2	3
225	друг друга	2	3
226	не говорит	1	3
227	тем что	10	3
228	для того	6	3
229	в каком	4	3
230	и прежде	2	3
231	то значит	2	3
232	не было	12	3
233	может ли	1	3
234	его как	1	3
235	одной стороны	1	3
236	а если	2	3
237	как бы	5	3
238	сравнении с	1	3
239	на другое	1	3
240	если не	1	3
241	мира и	1	3
242	ни к	2	3
243	в нечто	1	3
244	не знает	1	3
245	в сравнении	4	3
246	только о	2	3
247	я вижу	2	3
248	все что	2	3
249	в слове	22	3
250	например в	3	2
251	от самой	1	2
252	в частности	1	2
253	частей то	1	2
254	а из	1	2
255	только потому	4	2
256	в первом	3	2
257	уже по	2	2
258	его не	1	2
259	если я	1	2
260	что если	6	2
261	оно есть	2	2
262	в разные	1	2
263	что можно	1	2
264	в ней	2	2
265	и говорить	2	2
266	еще не	3	2
267	на них	1	2
268	основано на	1	2
269	но не	1	2
270	было указано	1	2
271	силу этого	1	2
272	его на	1	2
273	в мысли	3	2
274	но в	8	2
275	с значением	1	2
276	то в	3	2
277	из этих	2	2
278	думать что	4	2
279	и они	2	2
280	ничего и	1	2
281	бы только	2	2
282	в себе	14	2
283	ибо если	1	2
284	но на	1	2
285	есть но	1	2
286	и если	3	2
287	вообще не	1	2
288	при этом	15	2
289	перестает быть	1	2
290	что у	3	2
