N	2gram	Vinokur_St_3	Istorich
1	и в	25	22
2	мы имеем	5	19
3	в этом	24	17
4	и т	8	16
5	т е	8	16
6	т д	2	15
7	что в	19	15
8	не только	12	14
9	мы видели	1	13
10	но и	9	12
11	и не	10	12
12	попадает в	3	11
13	в этих	11	11
14	может быть	19	11
15	и пр	13	11
16	или в	2	11
17	но в	5	10
18	таким образом	10	10
19	еще не	2	10
20	в нем	1	9
21	в сказках	1	9
22	что и	1	9
23	в том	20	9
24	что он	19	9
25	вместе с	2	9
26	как мы	2	8
27	мы видим	4	8
28	в большом	1	8
29	что они	2	8
30	с этим	7	8
31	том что	15	8
32	пребывания в	1	7
33	но не	2	7
34	то что	12	7
35	и здесь	3	7
36	уже не	3	7
37	из них	1	7
38	так как	3	7
39	с другой	5	7
40	другой стороны	5	7
41	там где	1	7
42	к этому	3	7
43	то же	5	6
44	не все	1	6
45	это не	7	6
46	в ином	1	6
47	здесь можно	1	6
48	во время	3	6
49	ничего не	4	6
50	связи с	3	6
51	возможно что	1	6
52	так в	1	6
53	если бы	4	6
54	в них	5	6
55	что здесь	4	6
56	то и	2	6
57	друг друга	1	6
58	женится на	1	6
59	а не	5	6
60	связь с	4	6
61	в течение	4	6
62	а в	6	6
63	с большим	1	5
64	все же	4	5
65	он не	5	5
66	что она	1	5
67	в этой	14	5
68	тем не	2	5
69	не менее	2	5
70	могут быть	2	5
71	к нему	4	5
72	в свете	1	5
73	того что	5	5
74	один из	2	5
75	так что	11	5
76	можно установить	1	5
77	не противоречит	1	5
78	до сих	2	5
79	показывает что	3	5
80	в некоторых	3	5
81	в частности	1	5
82	есть и	1	5
83	сих пор	2	5
84	одним из	1	4
85	мы здесь	1	4
86	и на	6	4
87	все эти	3	4
88	отношение к	4	4
89	не в	6	4
90	имеем в	2	4
91	на этом	3	4
92	и с	4	4
93	можно найти	2	4
94	у нас	4	4
95	но он	3	4
96	к ней	4	4
97	и его	3	4
98	тем что	19	4
99	в пределах	1	4
100	в дальнейшем	1	4
101	находится в	1	4
102	только в	6	4
103	сказки в	1	4
104	и они	1	4
105	в других	1	4
106	представляют собой	1	4
107	а именно	1	4
108	связано с	5	4
109	они не	1	4
110	в данном	1	4
111	для нас	1	4
112	в свою	2	4
113	не может	7	4
114	и другие	1	4
115	связана с	4	3
116	если я	2	3
117	и ее	2	3
118	не совсем	2	3
119	в чем	4	3
120	со стороны	3	3
121	в одной	2	3
122	целый ряд	1	3
123	и как	1	3
124	и к	4	3
125	в целом	4	3
126	представляет собой	1	3
127	из этих	6	3
128	на его	4	3
129	а затем	1	3
130	и голова	1	3
131	его в	1	3
132	было бы	7	3
133	должен был	2	3
134	как и	4	3
135	состоит в	4	3
136	одном из	1	3
137	и эти	1	3
138	некоторых случаях	1	3
139	в русской	6	3
140	никогда не	2	3
141	потому что	5	3
142	очень часто	1	3
143	он и	2	3
144	к тому	2	3
145	о том	8	3
146	здесь не	1	3
147	здесь были	1	3
148	на том	1	3
149	что у	2	3
150	на нее	2	3
151	особого рода	1	3
152	от них	2	3
153	раньше чем	3	3
154	в его	12	3
155	эти два	1	3
156	и она	1	3
157	и у	2	3
158	при помощи	2	3
159	прежде всего	10	3
160	у него	9	3
161	из приведенных	1	3
162	в связи	3	3
163	вступает в	1	3
164	так же	1	3
165	но это	4	3
166	между прочим	3	3
167	его не	2	3
168	и все	1	3
169	сказать что	4	3
170	ее в	2	3
171	все что	1	3
172	ту же	1	2
173	например в	4	2
174	и то	1	2
175	на самом	1	2
176	говорилось выше	1	2
177	в котором	5	2
178	теперь к	1	2
179	той же	2	2
180	вопрос о	1	2
181	от своих	1	2
182	время как	4	2
183	на себя	1	2
184	то это	1	2
185	и он	1	2
186	в ней	4	2
187	то мы	1	2
188	к жизни	1	2
189	в сторону	1	2
190	в качестве	4	2
191	вступают в	2	2
192	вследствие чего	1	2
193	независимо от	5	2
194	как в	6	2
195	в своем	1	2
196	вот тебе	2	2
197	что по	3	2
198	то время	4	2
199	во многих	2	2
200	забывает о	1	2
201	они в	1	2
202	всех этих	3	2
203	в виде	3	2
204	что еще	1	2
205	в нее	1	2
206	так и	5	2
207	но все	2	2
208	следить за	1	2
209	известно что	2	2
210	ни в	5	2
211	вовсе не	2	2
212	к женщинам	1	2
213	с тем	4	2
214	и для	4	2
215	и некоторые	1	2
216	такой же	2	2
217	не мог	2	2
218	точки зрения	7	2
219	на месте	1	2
220	в которых	2	2
221	друг другу	1	2
222	но они	2	2
223	и более	3	2
224	даже в	1	2
225	случае в	2	2
226	не раз	1	2
227	в то	7	2
228	не имеет	2	2
229	одна из	2	2
230	с одним	1	2
231	в русском	2	2
232	относится к	4	2
233	встречается в	1	2
234	вот почему	1	2
235	утверждать что	2	2
236	на это	2	2
237	и это	5	2
238	и о	1	2
239	говорит и	2	2
240	влюбляется в	1	2
241	в другом	3	2
242	связан с	3	2
243	одного из	2	2
244	образом в	1	2
245	и что	3	2
246	за это	1	2
247	а также	4	2
248	царь и	3	2
249	должно было	1	2
250	между тем	6	2
251	все время	2	2
252	а она	1	2
253	же можно	1	2
254	на очень	1	2
255	характерно для	1	2
256	и так	1	2
257	или сам	1	2
258	два типа	1	2
259	с одной	2	2
260	где они	1	2
261	в жизни	4	2
262	что не	2	2
263	за счет	1	2
264	а то	2	2
265	мы знаем	1	2
266	всяком случае	4	2
267	в одном	1	2
268	и один	1	2
269	перейти к	1	2
270	в особенности	4	2
271	и др	4	2
272	но есть	2	2
273	к более	1	2
274	не было	4	2
275	одной стороны	3	2
276	здесь дело	1	2
277	означало бы	1	2
278	именно так	1	2
279	уже давно	1	2
280	но этот	1	2
281	действительно как	1	2
282	в малой	1	2
283	можно сказать	4	2
284	здесь есть	2	2
285	если не	1	2
286	не дает	1	2
287	нет ничего	1	2
288	жизни и	1	2
289	только не	1	2
290	см в	1	2
291	во всяком	4	2
292	совсем как	1	1
293	она была	1	1
294	также и	1	1
295	начинается с	1	1
296	а из	1	1
297	самом деле	2	1
298	показаться что	1	1
299	по моему	1	1
300	как живые	1	1
301	ясно что	1	1
302	не хочет	1	1
303	это однако	1	1
304	смысл этого	1	1
305	и до	1	1
306	и этот	1	1
307	и за	2	1
308	речей не	1	1
309	из всех	1	1
310	есть не	1	1
311	мы не	2	1
312	этого нет	1	1
313	что вероятно	1	1
314	на эти	3	1
315	то она	2	1
316	в вольных	4	1
317	в некотором	1	1
318	это повторяется	1	1
319	случае из	1	1
320	спрашивает что	1	1
321	между собой	1	1
322	быть в	1	1
323	что его	2	1
324	это означало	1	1
325	всего с	1	1
326	говорит у	1	1
327	имеем здесь	1	1
328	мы будем	1	1
329	но как	2	1
330	со всеми	1	1
331	ответ на	5	1
332	в новом	2	1
333	иногда и	1	1
334	другим способом	1	1
335	не просто	2	1
336	это почти	1	1
337	нет и	2	1
338	то обстоятельство	5	1
339	к сожалению	2	1
340	тебе и	1	1
341	чем же	1	1
342	как говорит	1	1
343	трудно сказать	1	1
344	по которому	1	1
345	что как	1	1
346	что ее	1	1
347	это был	2	1
348	кроме того	3	1
349	хочет сделать	1	1
350	к этой	2	1
351	его к	2	1
352	вероятно он	1	1
353	еще на	1	1
354	говорят о	1	1
355	что это	16	1
356	бы не	1	1
357	остановиться на	1	1
358	интересно что	6	1
359	что отношения	1	1
360	на то	5	1
361	человек не	1	1
362	некоторые авторы	1	1
363	должна быть	1	1
364	видеть в	1	1
365	свою собственную	1	1
366	не как	2	1
367	прочим и	1	1
368	том чтобы	2	1
369	окрашены в	1	1
370	этот период	1	1
371	его от	1	1
372	и по	2	1
373	говорит следующее	1	1
374	все с	1	1
375	от нее	3	1
376	как они	1	1
377	в состоянии	1	1
378	об этом	5	1
379	дети как	1	1
380	бы быть	1	1
381	на этой	1	1
382	а как	4	1
383	заключается в	2	1
384	в и	1	1
385	материала к	1	1
386	подходит к	1	1
387	с начала	1	1
388	и тем	4	1
389	обратимся теперь	1	1
390	был очень	1	1
391	одной из	2	1
392	только одно	1	1
393	этом мы	1	1
394	но уже	1	1
395	соответствии с	1	1
396	русском фольклоре	1	1
397	а за	1	1
398	чем в	1	1
399	здесь все	1	1
400	стороны ее	1	1
401	в эту	4	1
402	выйдя из	1	1
403	нас теперь	1	1
404	в своей	4	1
405	что такое	7	1
406	художественного творчества	1	1
407	в такой	2	1
408	о той	1	1
409	где мы	1	1
410	с точки	4	1
411	представляла собой	1	1
412	своего рода	3	1
413	вышел из	1	1
414	она у	1	1
415	и той	1	1
416	выходит из	2	1
417	которые в	2	1
418	ко всему	1	1
419	не могли	1	1
420	в особых	1	1
421	что этот	3	1
422	как можно	2	1
423	по себе	1	1
424	усмотреть в	1	1
425	сам он	2	1
426	и очень	1	1
427	этих трех	2	1
428	вплоть до	1	1
429	самого начала	2	1
430	того как	1	1
431	ее с	1	1
432	в плане	2	1
433	было у	2	1
434	были приведены	1	1
435	считает что	2	1
436	одной и	1	1
437	заслуживает внимания	1	1
438	казалось бы	1	1
439	в разных	1	1
440	из четырех	1	1
441	можно усмотреть	2	1
442	с нами	1	1
443	как она	1	1
444	такая же	1	1
445	на себе	2	1
446	является также	1	1
447	как я	2	1
448	е не	1	1
449	до того	1	1
450	мы и	1	1
451	в каком	4	1
452	перед ним	1	1
453	обстоятельство что	5	1
454	начиная с	2	1
455	но там	1	1
456	нет ни	1	1
457	и другой	1	1
458	героев и	1	1
459	отличается от	4	1
460	диалог между	1	1
461	и тот	2	1
462	тот и	1	1
463	в работах	1	1
464	него как	1	1
465	здесь еще	1	1
466	обычно в	1	1
467	относящихся сюда	1	1
468	тем и	1	1
469	приходит к	1	1
470	с ее	2	1
471	свою очередь	1	1
472	на нем	1	1
473	отсюда же	1	1
474	в ее	1	1
475	к нам	1	1
476	совершенно ясно	1	1
477	вместе со	1	1
478	более поздним	1	1
479	всегда были	1	1
480	и этим	1	1
481	с самого	2	1
482	очень существенно	1	1
483	вопрос что	1	1
484	и сам	1	1
485	оно также	1	1
486	состояли из	1	1
487	в образе	1	1
488	чтобы дать	1	1
489	можно было	1	1
490	случаях обычно	1	1
491	часто в	1	1
492	по тому	2	1
493	является в	1	1
494	которой можно	1	1
495	для этого	2	1
496	приведены выше	1	1
497	по мере	1	1
498	с ним	1	1
499	означает что	1	1
500	но здесь	1	1
501	которого можно	1	1
502	он попадает	1	1
503	в порядке	1	1
504	и должно	1	1
505	и реже	1	1
506	чего она	1	1
507	времени в	1	1
508	он берет	1	1
509	пр но	1	1
510	тем как	2	1
511	связаны с	1	1
512	явление в	1	1
513	именно такое	1	1
514	и только	2	1
515	кто в	1	1
516	также в	1	1
517	вернуться к	1	1
518	течение лет	1	1
519	находим и	1	1
520	указывает что	1	1
521	всегда в	1	1
522	только у	1	1
523	о двух	1	1
524	хотя бы	1	1
525	как нечто	1	1
526	который в	1	1
527	по этому	3	1
528	именно на	1	1
529	в указанном	1	1
530	конечно не	1	1
531	с нею	1	1
532	не можем	1	1
533	уже в	3	1
534	такие явления	1	1
535	в начале	4	1
536	не стал	1	1
537	рассказывает что	1	1
538	для такой	1	1
539	одно из	2	1
540	и их	1	1
541	тогда он	1	1
542	могло бы	1	1
543	это место	2	1
544	холм и	1	1
545	мы находим	2	1
546	только одного	1	1
547	заметить что	2	1
548	от того	2	1
549	уступает место	1	1
550	родные у	1	1
551	ней и	1	1
552	как у	1	1
553	и несомненно	1	1
554	или иначе	1	1
555	и русская	1	1
556	и тех	1	1
557	стороны он	1	1
558	такое же	2	1
559	она является	1	1
560	себя и	2	1
561	это человеческая	1	1
562	говорит о	1	1
563	он отличается	1	1
564	них и	1	1
565	которые не	1	1
566	не означает	1	1
567	языка не	1	1
568	долгое время	1	1
569	ниже в	1	1
570	о чем	1	1
571	что мы	3	1
572	для этой	1	1
573	человека как	1	1
574	с двумя	1	1
575	дело к	1	1
576	редких случаях	1	1
577	многих случаях	1	1
578	случаях в	1	1
579	что за	1	1
580	ли ты	1	1
581	это были	1	1
582	так или	1	1
583	было написано	1	1
584	смысле этого	1	1
585	тому как	1	1
586	его работе	2	1
587	как бы	6	1
588	которые по	1	1
589	то к	1	1
590	форма в	1	1
591	это значит	1	1
592	том смысле	2	1
593	что же	1	1
594	этого слова	2	1
595	эти вопросы	1	1
596	с этой	3	1
597	на другое	2	1
598	это отдельные	1	1
599	не подвергались	1	1
600	о его	1	1
601	все это	8	1
602	характерные для	1	1
603	но для	1	1
604	б в	3	1
605	к вопросу	1	1
606	это сделано	1	1
607	в книге	1	1
608	это уже	1	1
609	становится понятным	1	1
610	при таком	1	1
611	на большую	1	1
612	обращается к	3	1
613	или нет	1	1
614	чаще и	1	1
615	все они	3	1
616	в связь	1	1
617	на фоне	1	1
618	не знает	1	1
619	пожалуй ни	1	1
620	состоит из	1	1
621	была бы	4	1
622	он находит	1	1
623	речи и	1	1
624	но можно	1	1
625	является и	1	1
626	из этого	4	1
627	которые состояли	1	1
628	но эти	1	1
629	и эта	1	1
630	это в	4	1
631	я могу	1	1
632	как на	6	1
633	этой точки	1	1
634	которая не	1	1
