N	2gram	Voloshinov_1	Myshleni
1	и в	12	28
2	в том	6	28
3	то что	5	28
4	в этом	4	27
5	того что	3	24
6	том что	5	19
7	не может	16	19
8	таким образом	12	18
9	только в	6	18
10	что в	2	17
11	не только	4	16
12	так же	3	15
13	точки зрения	14	13
14	может быть	14	13
15	с помощью	6	13
16	сказать что	7	13
17	мы могли	1	12
18	и не	10	11
19	что мы	5	11
20	как бы	13	11
21	к другим	1	11
22	но не	2	10
23	по отношению	11	10
24	с точки	2	10
25	в отношении	2	10
26	того чтобы	1	10
27	к тому	1	10
28	как мы	1	10
29	так как	9	10
30	от того	4	10
31	но и	3	10
32	отношению к	11	10
33	было бы	1	9
34	в процессе	6	9
35	мы можем	2	9
36	между собой	2	9
37	в самом	4	8
38	мы видели	1	8
39	никогда не	5	8
40	еще не	3	8
41	то же	5	7
42	отношение к	4	7
43	в своем	2	7
44	с самого	1	7
45	он не	2	7
46	в нем	6	7
47	самого начала	1	7
48	можно было	1	7
49	если бы	9	7
50	там где	2	7
51	вместе с	2	7
52	что оно	1	7
53	между ними	2	7
54	же как	1	6
55	мы не	3	6
56	в чем	2	6
57	и к	4	6
58	как и	5	6
59	для него	3	6
60	к предмету	5	6
61	тогда когда	2	6
62	когда мы	1	6
63	же самое	2	6
64	то время	1	6
65	так и	4	6
66	и что	2	6
67	можно сказать	5	6
68	его в	4	6
69	в области	1	6
70	в то	2	6
71	том же	1	5
72	показать что	1	5
73	в зависимости	2	5
74	время как	1	5
75	зависимости от	4	5
76	и на	4	5
77	но в	5	5
78	то в	1	5
79	что все	1	5
80	и тем	1	5
81	не могут	1	5
82	могут быть	2	5
83	в пределах	3	5
84	это не	2	5
85	и все	2	5
86	например в	1	4
87	и то	2	4
88	отношения между	1	4
89	мы имеем	2	4
90	совпадает с	2	4
91	во всех	1	4
92	относится к	2	4
93	в одной	1	4
94	в себе	3	4
95	в нашем	11	4
96	на этом	1	4
97	к другу	1	4
98	и того	1	4
99	но если	1	4
100	он должен	3	4
101	не в	4	4
102	в структуру	1	4
103	оно не	2	4
104	самой своей	1	4
105	на основе	1	4
106	ясно что	3	4
107	что и	2	4
108	именно в	1	4
109	в качестве	1	4
110	и обратно	1	4
111	которые в	1	4
112	не совпадают	1	4
113	друг друга	1	4
114	но что	2	4
115	и следовательно	5	4
116	в частности	1	4
117	ко всем	2	4
118	они не	1	4
119	ту же	1	3
120	это и	1	3
121	с его	2	3
122	друг к	1	3
123	независимо от	2	3
124	как в	5	3
125	хотя и	1	3
126	движение и	1	3
127	при этом	6	3
128	с ней	1	3
129	и по	3	3
130	в них	3	3
131	восприятия и	1	3
132	по себе	3	3
133	до известной	2	3
134	в основе	1	3
135	это мы	1	3
136	по своей	1	3
137	связи с	1	3
138	этом отношении	1	3
139	только то	1	3
140	в себя	2	3
141	действия и	2	3
142	но мы	2	3
143	те же	2	3
144	по мере	1	3
145	и здесь	2	3
146	до сих	3	3
147	в его	2	3
148	и только	1	3
149	слов и	1	3
