N	2gram	Vygotskiy__1	Mirosoze
1	и в	23	46
2	в нем	1	22
3	у него	1	22
4	может быть	14	21
5	в этом	17	20
6	не только	16	18
7	и не	9	18
8	никогда не	2	18
9	для него	2	18
10	но и	14	15
11	не может	12	15
12	как и	14	13
13	ведет к	1	13
14	а не	3	13
15	к человеку	1	12
16	прежде всего	10	12
17	потому что	6	12
18	не было	1	11
19	в ней	1	11
20	но в	5	10
21	та же	1	10
22	в себе	6	10
23	он не	5	10
24	не в	4	9
25	в своем	3	8
26	так как	7	8
27	она не	3	8
28	человека к	2	8
29	как бы	11	8
30	человека и	3	7
31	связана с	2	7
32	как в	4	7
33	и к	4	7
34	в нашем	2	7
35	в этой	7	7
36	хотя бы	4	7
37	и потому	2	7
38	и для	1	7
39	что он	7	7
40	вопрос о	7	6
41	что это	3	6
42	не могу	3	6
43	и здесь	1	6
44	так же	16	6
45	того что	15	6
46	жизни и	2	6
47	то же	8	5
48	есть не	2	5
49	я не	3	5
50	не способен	1	5
51	друг к	1	5
52	в самом	7	5
53	бы и	2	5
54	привести к	1	5
55	и вот	2	5
56	что она	4	5
57	что все	4	5
58	к другу	2	5
59	в своей	4	5
60	в отношении	10	5
61	в конце	2	5
62	есть прежде	2	5
63	во всем	3	5
64	и его	6	5
65	к тому	4	5
66	и это	3	5
67	это не	1	5
68	один из	2	5
69	в его	14	5
70	для того	15	5
71	то что	17	5
72	и все	5	5
73	также и	1	4
74	с его	4	4
75	у них	1	4
76	его на	2	4
77	чем у	1	4
78	в жизни	1	4
79	том что	21	4
80	тому что	5	4
81	не имеет	2	4
82	того чтобы	17	4
83	только и	1	4
84	должны быть	1	4
85	должен быть	4	4
86	способен к	2	4
87	что у	2	4
88	так и	5	4
89	для этого	5	4
90	уже не	2	4
91	вопроса о	2	4
92	что и	1	4
93	в свою	4	4
94	до конца	1	4
95	что в	14	4
96	все что	1	4
97	смысле слова	3	3
98	же как	6	3
99	высшей степени	4	3
100	той же	2	3
101	и на	8	3
102	в чем	4	3
103	что нет	1	3
104	он в	3	3
105	как он	3	3
106	и с	9	3
107	на все	3	3
108	с самим	1	3
109	ни в	4	3
110	в них	2	3
111	в высшей	4	3
112	для чего	1	3
113	не мог	1	3
114	в такой	3	3
115	что было	1	3
116	того как	2	3
117	и всегда	1	3
118	он хочет	1	3
119	по своей	5	3
120	только с	1	3
121	не существует	1	3
122	если бы	5	3
123	о том	6	3
124	что они	3	3
125	в том	24	3
126	только в	6	3
127	и никогда	1	3
128	тем что	6	3
129	от того	6	3
130	до сих	4	3
131	связано с	2	3
132	решения вопроса	1	3
133	связано со	1	3
134	сих пор	4	3
135	и от	3	3
136	отношении к	1	3
137	сказать что	11	3
138	есть и	1	3
139	в своих	5	3
140	отношения к	3	2
141	сам по	3	2
142	не имеют	1	2
143	с таким	3	2
144	его не	3	2
145	в сфере	3	2
146	науки и	1	2
147	только это	1	2
148	принадлежит к	1	2
149	а для	1	2
150	для нашей	1	2
151	же что	1	2
152	который может	1	2
153	во всех	3	2
154	должно привести	1	2
155	то он	1	2
156	по отношению	7	2
157	себе и	2	2
158	как к	1	2
159	хотя и	2	2
160	говорит что	4	2
161	в действительности	1	2
162	от этого	2	2
