N	2gram	Losev_Dial_1	Morfolog
1	может быть	17	52
2	и т	21	49
3	т д	19	47
4	и пр	5	40
5	таким образом	1	20
6	не может	12	17
7	в этих	5	16
8	т е	25	16
9	могут быть	3	15
10	этих случаях	1	14
11	с этим	2	14
12	и в	18	13
13	в этом	12	13
14	так как	11	12
15	и др	1	12
16	перед нами	1	11
17	связи с	1	11
18	чаще всего	2	11
19	мы видим	4	11
20	заметить что	2	10
21	то же	10	9
22	мы имеем	2	9
23	так и	9	9
24	не всегда	1	9
25	прежде всего	10	9
26	а не	14	9
27	в связи	1	9
28	и не	30	9
29	при помощи	1	8
30	что и	3	8
31	с другой	6	8
32	по существу	1	8
33	в результате	1	8
34	вопрос о	2	7
35	и этим	1	7
36	или же	1	7
37	в качестве	2	7
38	все же	5	7
39	но если	5	7
40	но не	4	6
41	это не	9	6
42	не могут	1	6
43	а также	1	6
44	в том	9	6
45	а в	5	6
46	мы не	1	5
47	во всех	1	5
48	то что	13	5
49	в образе	1	5
50	далеко не	1	5
51	не менее	2	5
52	потому что	14	5
53	вслед за	2	5
54	один из	3	5
55	мы увидим	2	5
56	если мы	2	5
57	сюда же	1	5
58	наряду с	1	5
59	как бы	11	5
60	и другие	1	5
61	также и	7	4
62	показать что	1	4
63	то это	4	4
64	то мы	2	4
65	если в	3	4
66	как в	2	4
67	хотя и	4	4
68	и как	7	4
69	не только	13	4
70	на этом	2	4
71	следующим образом	1	4
72	об этом	4	4
73	его в	1	4
74	было бы	12	4
75	вовсе не	7	4
76	как и	2	4
77	несмотря на	10	4
78	точки зрения	17	4
79	с точки	12	4
80	тем не	1	4
81	ничего не	17	4
82	как мы	4	4
83	могла бы	2	4
84	его самого	2	4
85	д но	2	4
86	видно что	1	4
87	случае не	3	4
88	другой стороны	4	4
89	там где	1	4
90	так же	4	4
91	а если	1	4
92	что в	13	4
93	самом деле	3	3
94	на самом	3	3
95	и для	2	3
96	заметим что	1	3
97	но в	6	3
98	к чему	1	3
99	и по	1	3
100	но все	3	3
101	а по	1	3
102	из них	2	3
103	ни в	15	3
104	том что	9	3
105	в то	6	3
106	того чтобы	1	3
107	здесь же	1	3
108	от того	1	3
109	на нем	2	3
110	если бы	12	3
111	но и	7	3
112	он не	3	3
113	значит что	14	3
114	к нему	8	3
115	в какой	1	3
116	а то	1	3
117	мы можем	4	3
118	не является	3	3
119	что они	3	3
120	последнем случае	1	3
121	но это	8	3
122	кроме того	1	3
123	это уже	1	3
124	и вызывает	1	3
125	мы должны	5	3
126	только что	3	3
127	в последнем	1	3
128	если же	1	3
129	как это	4	2
130	тем же	1	2
131	что эти	1	2
132	есть нечто	10	2
133	время как	2	2
134	мы получаем	2	2
135	как таковая	2	2
136	совсем не	1	2
137	другой пример	1	2
138	а с	2	2
139	себя за	1	2
140	первый взгляд	1	2
141	если она	3	2
142	и к	1	2
143	более или	3	2
144	то в	7	2
145	та же	3	2
146	как то	1	2
147	сказать о	1	2
148	не значит	3	2
149	д все	1	2
150	можно было	5	2
151	бы они	1	2
152	в другом	2	2
153	мы уже	1	2
154	это было	2	2
155	обоих случаях	1	2
156	за ней	1	2
157	то как	3	2
158	этого не	1	2
159	и тогда	2	2
160	на первый	1	2
161	или менее	3	2
162	для него	2	2
163	и при	2	2
164	что такое	10	2
165	имеется в	1	2
166	и более	4	2
167	же может	2	2
168	все эти	2	2
169	можно указать	2	2
170	что эта	4	2
171	с теми	1	2
172	не имеет	15	2
173	что ни	3	2
174	и его	1	2
175	так например	1	2
176	в каком	8	2
177	д они	1	2
178	можно сравнить	1	2
179	они даны	1	2
180	для того	2	2
181	оно не	1	2
182	утверждать что	3	2
183	вывод что	1	2
184	здесь не	1	2
185	то время	1	2
186	и что	12	2
187	если они	1	2
188	не с	5	2
189	ясно что	8	2
190	другой не	1	2
191	д если	1	2
192	о том	4	2
193	с одной	2	2
194	можно сказать	6	2
195	в различных	1	2
196	так если	1	2
197	следует за	2	2
198	ни к	2	2
199	и только	1	2
200	того что	2	2
201	же можно	2	2
202	как например	2	2
203	быть и	4	2
204	хотя бы	6	2
205	что он	11	2
206	или иные	1	2
207	только в	3	2
208	себя в	1	2
209	можно установить	1	2
210	уже не	2	2
211	или на	2	2
212	вопроса о	1	2
213	или не	5	2
214	в виде	2	2
215	от других	1	2
216	никто не	2	2
217	живой и	2	2
218	но есть	2	2
219	а на	1	2
220	не знает	2	2
221	сказать что	10	2
222	что мы	1	2
223	в частности	2	2
224	д в	1	2
225	или по	2	2
226	к другой	1	2
227	одной стороны	2	2
228	есть и	5	2
229	не меняет	1	2
230	но для	1	2
231	не существует	7	2
232	сразу же	1	2
233	от него	4	2
234	или нет	3	2
235	но вот	3	2
236	например на	1	2
237	к этому	2	2
238	точно так	2	2
239	равным образом	1	1
240	например в	1	1
241	такого описания	1	1
242	и то	9	1
243	он может	1	1
244	к своей	1	1
