N	2gram	Tiupa_Anal_1	RusskieA
1	и в	18	36
2	не только	15	22
3	том что	12	19
4	что в	5	19
5	а н	1	18
6	в том	27	17
7	но и	17	16
8	и п	2	16
9	так как	2	15
10	во время	1	14
11	в этом	13	12
12	и т	3	10
13	и на	5	10
14	это не	6	10
15	как и	13	10
16	как мы	2	10
17	вместе с	4	10
18	потому что	2	10
19	а в	9	9
20	состоит в	11	8
21	и по	2	8
22	с тем	1	8
23	о том	5	8
24	один из	2	8
25	мы увидим	1	8
26	из них	2	8
27	может быть	29	8
28	как это	1	8
29	так и	4	7
30	между тем	5	7
31	что и	3	7
32	представляют собой	2	7
33	мы не	1	6
34	в виде	1	6
35	таким образом	3	6
36	при этом	12	6
37	уже не	4	6
38	в них	1	6
39	и не	21	6
40	для нас	1	6
41	будто бы	3	6
42	то что	6	6
43	как в	1	5
44	все же	4	5
45	при изучении	2	5
46	в которых	1	5
47	как будто	3	5
48	в течение	1	5
49	как бы	5	5
50	мы имеем	6	4
51	еще не	3	4
52	во всех	1	4
53	н веселовский	1	4
54	представляет собой	16	4
55	входит в	1	4
56	из этих	2	4
57	в их	5	4
58	тому что	1	4
59	вплоть до	1	4
60	одна из	1	4
61	связи с	1	4
62	к тому	7	4
63	его с	1	4
64	еще в	2	4
65	и что	1	4
66	а с	3	4
67	и др	1	4
68	того что	4	4
69	но это	1	4
70	в связи	1	4
71	как уже	2	4
72	не может	22	4
73	только в	6	4
74	то на	1	3
75	на каждом	2	3
76	как правило	4	3
77	своего рода	3	3
78	если в	3	3
79	не можем	1	3
80	что это	1	3
81	думать что	2	3
82	и те	1	3
83	на этом	2	3
84	то же	9	3
85	но все	1	3
86	для них	1	3
87	по домам	1	3
88	далеко не	6	3
89	несмотря на	2	3
90	в этих	1	3
91	точки зрения	6	3
92	к тем	1	3
93	таким же	1	3
94	с точки	4	3
95	она в	1	3
96	их в	1	3
97	не менее	1	3
98	в разных	1	3
99	ничего не	1	3
100	не с	4	3
101	начиная с	1	3
102	то есть	11	3
103	а также	3	3
104	по этому	1	3
105	в качестве	31	3
106	только на	1	3
107	слова в	1	3
108	в одном	1	3
109	в области	4	3
110	о чем	1	3
111	этого слова	7	3
112	в целях	1	3
113	и к	3	3
114	в свою	1	3
115	как известно	3	2
116	например в	1	2
117	е годы	1	2
118	между двумя	3	2
119	на тех	1	2
120	что иное	5	2
121	на себя	2	2
122	как не	1	2
123	в ней	1	2
124	он был	1	2
125	иное как	5	2
126	на самом	2	2
127	но не	10	2
128	тогда как	14	2
129	не просто	2	2
130	в е	1	2
131	отнюдь не	15	2
132	как по	1	2
133	независимо от	1	2
134	что именно	2	2
135	хотя и	1	2
136	и как	5	2
137	его к	2	2
138	но в	8	2
139	та же	1	2
140	в целом	5	2
141	все эти	2	2
142	в нашем	3	2
143	и до	2	2
144	как он	3	2
145	для обозначения	1	2
146	в нем	3	2
147	всех этих	1	2
148	не значит	1	2
149	в силу	3	2
150	его от	1	2
151	в году	1	2
152	же не	1	2
153	и с	2	2
154	с целью	2	2
155	ниже при	1	2
156	такой же	2	2
157	и более	4	2
158	том же	1	2
159	для этого	2	2
160	нас к	1	2
161	у него	1	2
162	могут быть	4	2
163	имеет место	5	2
164	свою очередь	1	2
165	ни одно	2	2
166	в в	1	2
167	мы наблюдаем	1	2
168	с ним	4	2
169	означает что	3	2
170	на все	2	2
171	на что	1	2
172	в различных	1	2
173	связь между	1	2
174	в его	13	2
175	не случайно	3	2
176	за столом	1	2
177	в какой	2	2
178	в разные	1	2
179	работы на	1	2
180	приводит нас	1	2
181	так что	1	2
182	его и	2	2
183	не означает	1	2
184	тут же	1	2
185	не было	1	2
186	в особенности	1	2
187	себя и	4	2
188	равной степени	2	2
189	а не	17	2
190	его как	1	2
191	в частности	19	2
192	в равной	3	2
193	и потому	2	2
194	быть и	1	2
195	только для	2	2
196	между собой	2	2
197	и для	1	2
198	или в	1	2
199	и н	1	2
200	мы должны	1	2
201	не что	4	2
202	в своих	1	2
203	говоря о	2	1
204	также и	2	1
205	таком случае	3	1
206	самом деле	2	1
207	значении этого	7	1
208	тех же	1	1
209	зависимости от	1	1
210	в первом	2	1
211	по преимуществу	1	1
212	и ее	1	1
213	противном случае	1	1
214	должна быть	1	1
215	собственном смысле	1	1
216	видеть в	1	1
217	по его	1	1
218	включая и	1	1
219	мы уже	1	1
220	самые разнообразные	1	1
221	не приходится	1	1
222	вопрос о	2	1
223	на место	2	1
224	меньшей мере	1	1
225	не вполне	1	1
226	в одиночку	1	1
227	а далее	1	1
228	того же	4	1
229	и был	1	1
230	по вечерам	1	1
231	в отличие	6	1
232	в чем	1	1
233	с его	3	1
234	на основе	2	1
235	а только	1	1
236	оно в	1	1
237	не все	2	1
238	в сказке	1	1
239	по отношению	6	1
240	отличие от	6	1
241	и должны	1	1
242	его на	1	1
243	что касается	1	1
244	однако не	3	1
245	в противном	1	1
246	перед нами	1	1
247	к печальным	1	1
248	и наконец	1	1
249	из мифа	1	1
250	в которой	2	1
251	не оставляет	1	1
252	то и	1	1
253	в себе	11	1
254	смысла но	4	1
255	тому же	4	1
256	в случае	6	1
257	не имеют	1	1
258	вера в	1	1
259	он не	3	1
260	видел в	1	1
261	не к	2	1
262	не как	1	1
263	собой не	2	1
264	в начале	2	1
265	тексте и	1	1
266	подобно тому	3	1
267	из мертвых	1	1
268	объяснения и	1	1
269	не бывает	1	1
270	а затем	1	1
271	которые уже	1	1
272	здесь мы	1	1
273	что все	1	1
274	о котором	1	1
275	те же	1	1
276	его в	1	1
277	и тем	1	1
278	ни в	4	1
279	жизни человека	1	1
280	этом мы	1	1
281	к своим	1	1
282	в этой	5	1
283	выступать в	1	1
284	не всегда	4	1
285	он и	1	1
286	и того	5	1
287	смысл и	3	1
288	одного и	2	1
289	себя внимание	1	1
290	и при	1	1
291	особенности же	1	1
292	взгляд на	1	1
293	место в	3	1
294	не столько	2	1
295	одном из	1	1
296	свиньи но	1	1
297	точку зрения	1	1
298	которые в	2	1
299	при рассмотрении	3	1
