N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	65
2	как бы	7	22
3	и не	12	22
4	вовсе не	10	18
5	в сущности	3	16
6	в том	30	16
7	в этом	14	15
8	но в	2	14
9	в нем	4	13
10	в условиях	1	13
11	нового времени	1	13
12	и на	4	11
13	прежде всего	9	11
14	все эти	6	10
15	не только	10	10
16	и его	5	10
17	так и	7	10
18	но и	6	10
19	и потому	4	10
20	во всех	1	9
21	в его	12	9
22	все это	6	9
23	всех этих	1	8
24	в своем	3	8
25	в духе	3	8
26	в дальнейшем	1	8
27	и даже	3	8
28	здесь в	1	8
29	по своему	1	8
30	его в	1	7
31	точки зрения	14	7
32	в области	7	7
33	только в	11	7
34	влияние на	1	7
35	жизни и	1	7
36	на самом	2	6
37	в году	1	6
38	в ней	6	6
39	еще не	5	6
40	все же	12	6
41	и у	1	6
42	главным образом	1	6
43	при этом	6	6
44	том что	21	6
45	никогда не	2	6
46	как мы	1	6
47	в литературе	1	6
48	одно из	2	6
49	так как	9	6
50	может быть	13	6
51	не знает	1	6
52	сказать что	1	6
53	связана с	1	5
54	с его	4	5
55	отличие от	1	5
56	как в	4	5
57	с их	3	5
58	на протяжении	1	5
59	в них	7	5
60	рядом с	5	5
61	как и	2	5
62	есть в	4	5
63	в своей	2	5
64	потому что	23	5
65	той или	1	5
66	между тем	5	5
67	и одновременно	1	5
68	для него	1	5
69	в одном	3	5
70	или иной	3	5
71	еще и	5	5
72	и пр	15	5
73	превращается в	2	5
74	в частности	4	5
75	xix века	5	5
76	в той	5	5
77	и все	2	5
78	еще более	1	5
79	в своих	1	5
80	жизни в	1	5
81	в общем	3	4
82	поэтому и	1	4
83	в самом	10	4
84	в этой	3	4
85	были связаны	1	4
86	так сказать	5	4
87	и еще	2	4
88	в их	3	4
89	в отличие	1	4
90	мысли и	1	4
91	не в	11	4
92	до сих	4	4
93	и обновление	1	4
94	можно только	1	4
95	связи с	7	4
96	в жизни	1	4
97	из них	4	4
98	отношение к	1	4
99	сих пор	4	4
100	это уже	1	4
101	это как	1	4
102	для нас	2	4
103	между ними	2	4
104	культуры в	1	4
105	совершенно не	1	4
106	можно говорить	2	3
107	в применении	1	3
108	в обычном	1	3
109	самом деле	9	3
110	мы и	1	3
111	конечно и	1	3
112	менее всего	1	3
113	не просто	5	3
114	и вовсе	5	3
115	в себя	1	3
116	уже не	8	3
117	но все	2	3
118	то что	9	3
119	в себе	3	3
120	но на	1	3
121	и с	5	3
122	на этой	1	3
123	и других	1	3
124	это не	7	3
125	далеко не	1	3
126	в ее	1	3
127	с точки	9	3
128	разного рода	1	3
129	но это	1	3
130	даже в	3	3
131	ничего не	2	3
132	этом отношении	5	3
133	и здесь	3	3
134	не могут	2	3
135	всегда в	1	3
136	в виду	5	3
137	она была	1	3
138	известной мере	1	3
139	с ним	5	3
140	о нем	2	3
141	в самой	4	3
142	с другой	7	3
143	и во	1	3
144	в форме	1	3
145	что он	6	3
146	но как	1	3
147	в известной	1	3
148	в системе	3	3
149	как раз	8	3
150	в других	1	3
151	даже и	3	3
152	связан с	1	3
153	нет ничего	1	3
154	и их	1	3
