N	3gram	Bakhtin_Fr_2	Istorich
1	мы знаем что	1	7
2	до сих пор	4	5
3	с другой стороны	3	4
4	не может быть	4	4
5	но все же	2	4
6	в этом случае	1	3
7	по сравнению с	2	3
8	мы видели что	1	3
9	на то что	1	3
10	как мы видели	2	3
11	о том что	3	2
12	мы имеем в	1	2
13	в средние века	8	2
14	не только в	5	2
15	приведем несколько примеров	1	2
16	содержит в себе	2	2
17	в тех случаях	1	2
18	так и в	1	2
19	тех случаях когда	1	2
20	после того как	1	2
21	в эти дни	1	1
22	мы здесь имеем	1	1
23	там где нет	1	1
24	и заставить его	1	1
25	не только с	1	1
26	подобно тому как	2	1
27	но и во	1	1
28	и как мы	1	1
29	и целый ряд	1	1
30	и не может	1	1
31	но и в	4	1
32	дело вовсе не	1	1
33	с этого момента	1	1
34	что здесь на	1	1
35	ему при этом	1	1
36	хотя и более	1	1
37	таким образом и	1	1
38	не могут быть	1	1
39	не только как	1	1
40	целый ряд других	1	1
41	и в особенности	1	1
42	цель и смысл	1	1
43	все же она	1	1
44	и даже в	2	1
45	вовсе не в	1	1
46	его связь с	2	1
47	но он не	1	1
48	но и там	1	1
49	можно сказать что	2	1
50	как мы видим	1	1
51	в большинстве случаев	1	1
52	дошли до нас	1	1
53	как и в	1	1
54	только тогда когда	1	1
55	все к чему	1	1
56	только с помощью	1	1
