N	2gram	Vygotskiy__4	Morfolog
1	может быть	22	52
2	и т	6	49
3	т д	2	47
4	таким образом	13	20
5	представляет собой	2	17
6	не может	10	17
7	в этих	1	16
8	с этим	5	14
9	и в	33	13
10	действующих лиц	1	13
11	в этом	28	13
12	так как	12	12
13	и др	1	12
14	перед нами	6	11
15	связи с	2	11
16	мы видим	6	11
17	видим что	2	10
18	представляют собой	1	10
19	то же	9	9
20	мы имеем	2	9
21	так и	3	9
22	прежде всего	2	9
23	а не	6	9
24	в связи	1	9
25	и не	13	9
26	ход действия	3	8
27	при помощи	4	8
28	что и	3	8
29	с другой	2	8
30	по существу	2	8
31	в результате	2	8
32	вопрос о	2	7
33	в тех	2	7
34	все же	5	7
35	но если	3	7
36	но не	3	6
37	это не	6	6
38	во время	6	6
39	подобно тому	1	6
40	составные части	1	6
41	и здесь	3	6
42	а также	1	6
43	в том	21	6
44	а в	4	6
45	мы не	5	5
46	во всех	2	5
47	не все	2	5
48	тому как	2	5
49	то что	44	5
50	далеко не	3	5
51	потому что	24	5
52	или в	1	5
53	вслед за	3	5
54	один из	2	5
55	мы увидим	2	5
56	если мы	12	5
57	как бы	25	5
58	и другие	1	5
59	также и	2	4
60	показать что	7	4
61	к началу	1	4
62	то это	3	4
63	что его	3	4
64	то мы	1	4
65	если в	1	4
66	как в	3	4
67	и как	5	4
68	ни одна	1	4
69	не только	7	4
70	на его	1	4
71	на этом	3	4
72	об этом	4	4
73	его в	3	4
74	было бы	12	4
75	вовсе не	5	4
76	как и	5	4
77	несмотря на	1	4
78	точки зрения	6	4
79	с точки	4	4
80	ничего не	2	4
81	тем что	3	4
82	как мы	4	4
83	могла бы	4	4
84	по отношению	1	4
85	и затем	3	4
86	в некоторых	1	4
87	другой стороны	2	4
88	там где	1	4
89	так же	13	4
90	на пути	2	4
91	оно может	1	4
92	отношению к	1	4
93	что в	21	4
94	начинается с	1	3
95	связана с	1	3
96	самом деле	12	3
97	на самом	6	3
98	в первом	1	3
99	и для	3	3
100	не упоминается	2	3
101	как таковые	1	3
102	заметим что	1	3
103	независимо от	1	3
104	целый ряд	5	3
105	но в	2	3
106	в целом	5	3
107	в нашем	1	3
108	в пределах	3	3
109	он должен	1	3
110	может существовать	1	3
111	но все	2	3
112	из них	4	3
113	чтобы герой	1	3
114	ни в	3	3
115	в один	1	3
116	том что	22	3
117	в то	3	3
118	и отсюда	1	3
119	в сущности	6	3
120	на него	4	3
121	того чтобы	22	3
122	здесь же	1	3
123	и другим	2	3
124	большей частью	2	3
125	с собой	1	3
126	раз он	1	3
127	то здесь	1	3
128	если бы	10	3
129	но и	3	3
130	он не	11	3
131	к нему	1	3
132	в какой	5	3
133	и ее	2	3
134	узнает о	3	3
135	а то	1	3
136	мы можем	5	3
137	в руки	2	3
138	не является	2	3
139	что они	6	3
140	то можно	1	3
141	из которых	3	3
142	но это	1	3
143	иногда может	2	3
144	это уже	1	3
145	мы должны	6	3
146	только что	15	3
147	же в	1	3
148	героя и	2	3
149	если же	1	3
150	как это	14	2
151	тем же	1	2
152	что эти	2	2
153	время как	2	2
154	мы получаем	1	2
155	к королю	1	2
156	чем это	1	2
157	совсем не	1	2
158	а с	2	2
159	и таким	1	2
160	себя за	1	2
161	первый взгляд	1	2
162	и к	2	2
163	та же	3	2
164	из его	2	2
165	д все	1	2
166	приходим к	2	2
167	в нее	2	2
168	можно было	4	2
169	и за	3	2
170	в другом	1	2
171	мы уже	5	2
172	это было	4	2
173	за ней	2	2
174	то как	2	2
175	ни одной	3	2
176	с тем	4	2
177	необходимости мы	1	2
178	на первый	1	2
179	для него	1	2
180	что такое	1	2
181	мы приходим	1	2
182	что до	1	2
183	нельзя было	1	2
184	и более	1	2
185	заставляет его	4	2
186	все эти	6	2
187	что эта	6	2
188	ее отца	1	2
189	не имеет	2	2
190	одна из	4	2
191	не сумеем	1	2
192	что ни	2	2
193	из другой	1	2
194	и его	5	2
195	так например	4	2
196	в каком	8	2
197	д они	1	2
198	один раз	1	2
199	они даны	1	2
200	перейти к	2	2
201	для того	23	2
202	совершается в	2	2
203	убивает его	1	2
204	то время	2	2
205	и что	25	2
206	ясно что	5	2
207	показать как	2	2
208	является в	1	2
209	о том	20	2
210	с одной	3	2
211	можно сказать	2	2
212	может не	1	2
213	так если	2	2
214	и только	7	2
215	того что	4	2
216	хотя бы	2	2
217	на другие	1	2
218	этот вопрос	4	2
219	что он	20	2
220	или иные	1	2
221	только в	4	2
222	он действует	1	2
223	формы которые	1	2
224	себя в	4	2
225	или не	1	2
226	в виде	3	2
227	от других	1	2
228	или просто	1	2
229	его и	2	2
230	никто не	4	2
231	живой и	1	2
232	себя и	1	2
233	а на	2	2
234	сказать что	13	2
235	под сюжетом	1	2
236	совершенно одинаково	3	2
237	что мы	6	2
238	в частности	4	2
239	к другой	2	2
240	он приводит	1	2
241	одной стороны	3	2
242	самого себя	1	2
243	но для	1	2
244	тем и	2	2
245	не оказывает	1	2
246	от него	1	2
247	не от	1	2
248	иначе чем	1	2
249	одной из	1	2
250	к этому	4	2
251	во сне	1	2
252	точно так	3	2
253	по законам	1	1
254	например в	3	1
255	таком случае	1	1
256	и то	2	1
257	он может	2	1
258	словами и	1	1
259	к своей	3	1
260	и должны	1	1
261	решительно все	1	1
262	сразу и	1	1
263	между двумя	2	1
264	от самого	1	1
265	короля и	3	1
266	почти всегда	2	1
267	встречаются на	1	1
268	действия это	1	1
269	где я	1	1
270	есть не	1	1
271	она в	1	1
272	просит его	1	1
273	элементы и	1	1
274	это совершенно	3	1
275	но никто	1	1
276	вдруг совершенно	1	1
277	ответить на	1	1
278	он как	1	1
279	так чтобы	2	1
280	что это	13	1
281	что иное	1	1
282	как во	1	1
283	вместо того	2	1
284	и заставляет	1	1
285	в виду	2	1
286	следовательно в	1	1
287	оказывается что	2	1
288	если исходить	1	1
289	тем как	1	1
290	сама собой	1	1
291	или во	1	1
292	сколько же	1	1
293	друг к	1	1
294	мы еще	1	1
295	имеем здесь	1	1
296	мы будем	5	1
297	но как	1	1
298	не то	4	1
299	нет не	1	1
300	что совсем	1	1
301	значение и	1	1
302	а он	1	1
303	оно является	2	1
304	она есть	2	1
305	которые не	1	1
306	более чем	1	1
307	его не	2	1
308	вот как	3	1
309	дает нам	1	1
310	мы имели	1	1
311	совершенно другой	2	1
312	что ее	2	1
313	что касается	2	1
314	в полном	1	1
315	третий раз	1	1
316	мысль о	1	1
317	узнает что	1	1
318	вопросом о	1	1
319	говорит что	10	1
320	и наконец	2	1
321	и сюжета	2	1
322	пытается убить	1	1
323	имеет в	1	1
324	этой цели	2	1
325	в этот	1	1
326	другом случае	1	1
327	смысла но	1	1
328	со своей	1	1
329	очень многие	1	1
330	непонятно почему	1	1
331	ходу действия	1	1
332	в которой	4	1
333	к другому	1	1
334	формы в	1	1
335	из этих	2	1
336	не в	2	1
337	думать что	2	1
338	в этой	9	1
339	хотя эти	1	1
340	рассказ о	1	1
341	нами в	2	1
342	его убить	1	1
343	но ведь	1	1
344	мнение что	3	1
345	на то	10	1
346	вообще не	1	1
347	что она	10	1
348	главным образом	1	1
349	ожидать что	1	1
350	впоследствии придется	1	1
351	слова а	1	1
352	всех этих	3	1
353	это наш	1	1
354	он пользуется	1	1
355	и вот	6	1
356	необходимо для	1	1
357	и независимо	1	1
358	и этот	3	1
359	его до	1	1
360	здесь мы	3	1
361	то ни	1	1
362	и может	5	1
363	они должны	1	1
364	в совершенно	1	1
365	правильнее было	1	1
366	к другу	1	1
367	них не	1	1
368	на все	2	1
369	те или	1	1
370	от одного	1	1
371	ко второму	1	1
372	деле в	1	1
373	следить за	1	1
374	сразу с	1	1
375	совершенно непонятно	2	1
376	и дает	2	1
377	они по	1	1
378	например с	1	1
379	в художественно	1	1
380	даже в	2	1
381	кажется что	2	1
382	в это	2	1
383	от действия	1	1
384	из нее	3	1
385	о которых	2	1
386	опять является	1	1
387	шкловский и	1	1
388	переходим к	1	1
389	сюжета мы	2	1
390	и некоторые	1	1
391	нисколько не	5	1
392	этот материал	4	1
393	том как	3	1
394	и их	1	1
395	этой связи	1	1
396	таковые как	1	1
397	как все	4	1
398	это делает	2	1
399	в их	2	1
400	но которые	2	1
401	указать что	1	1
402	не столько	1	1
403	элемент которым	1	1
404	в первый	3	1
405	что говорит	2	1
406	могло бы	3	1
407	бы мы	3	1
408	ее он	1	1
409	значение для	1	1
410	а есть	1	1
411	которые в	1	1
412	при этом	2	1
413	но он	6	1
414	силу и	1	1
415	все это	13	1
416	второй раз	1	1
417	никак нельзя	2	1
418	без всяких	1	1
419	имеет свою	1	1
420	бы быть	1	1
421	видит в	3	1
422	тому что	6	1
423	и очень	1	1
424	она не	3	1
425	задачи и	1	1
426	то с	1	1
427	ему хочется	1	1
428	что с	1	1
429	самого начала	5	1
430	что ему	2	1
431	будем обозначать	1	1
432	логической и	1	1
433	того как	1	1
434	значения мы	1	1
435	весь этот	1	1
436	в основе	3	1
437	как его	1	1
438	значение этого	1	1
439	вытекает из	1	1
440	больше чем	2	1
441	же время	2	1
442	рассказа как	4	1
443	определяет собой	2	1
444	или как	1	1
445	может его	2	1
446	действительно в	2	1
447	к концу	1	1
448	совершенно неожиданно	3	1
449	за исключением	1	1
450	как на	6	1
451	с но	3	1
452	бы по	2	1
453	деле он	1	1
454	что вопрос	1	1
455	с другом	4	1
456	у нас	4	1
457	к таким	2	1
458	другой ее	1	1
459	он называет	1	1
460	исходить из	1	1
461	если он	2	1
462	и вдруг	3	1
463	и развития	1	1
464	к тому	12	1
465	что при	2	1
466	на это	1	1
467	ничего общего	1	1
468	другого значения	1	1
469	с ее	3	1
470	как не	1	1
471	это будет	1	1
472	без всякого	2	1
473	они ни	1	1
474	и говорит	3	1
475	действия и	2	1
476	на той	1	1
477	с самого	5	1
478	другой мы	1	1
479	что такой	2	1
480	как с	1	1
481	в глаза	1	1
482	те же	2	1
483	должны найти	1	1
484	во второй	1	1
485	и с	2	1
486	которые находят	1	1
487	что от	1	1
488	в последней	2	1
489	даны в	4	1
490	простейший пример	1	1
491	иное как	1	1
492	краткое изложение	1	1
493	то они	1	1
494	но мы	2	1
495	бы то	2	1
496	и просто	1	1
497	их в	3	1
498	как они	1	1
499	если с	1	1
500	элемента из	1	1
501	большое количество	1	1
502	акта но	1	1
503	том или	1	1
504	сразу к	1	1
505	за этим	3	1
506	в его	10	1
507	на одном	1	1
508	во всей	3	1
509	в другой	1	1
510	которой все	2	1
511	все события	3	1
512	дает своим	1	1
513	если это	1	1
514	к ней	1	1
515	в лице	1	1
516	в третий	1	1
517	но так	1	1
518	о его	1	1
519	функций которые	1	1
520	ли он	2	1
521	говорить о	3	1
522	бы показать	1	1
523	и действительно	1	1
524	очень много	1	1
525	верно и	2	1
526	случаи когда	1	1
527	играет роль	1	1
528	все они	2	1
529	в предисловии	1	1
530	сведений о	1	1
531	от одной	2	1
532	было так	1	1
533	же и	1	1
534	есть в	1	1
535	это остается	1	1
536	и у	1	1
537	порядке в	1	1
538	мы получим	3	1
539	элемент а	1	1
540	сюжет для	2	1
541	и которая	1	1
542	в нашей	2	1
543	он непосредственно	1	1
544	действующего лица	1	1
545	что не	4	1
546	проблему на	1	1
547	за ним	1	1
548	не так	1	1
549	всяком случае	3	1
550	в одном	3	1
551	и со	1	1
552	ее не	1	1
553	у него	6	1
554	же разряду	1	1
555	и никогда	1	1
556	мы берем	1	1
557	образом что	2	1
558	чувства и	1	1
559	и материал	1	1
560	уже совершенно	1	1
