N	2gram	Tiupa_Teor_1	Hudozhes
1	и в	18	28
2	личной тайны	1	23
3	в рассказе	2	21
4	том что	9	19
5	в ее	5	18
6	и не	13	18
7	своего рода	7	16
8	в том	16	15
9	а не	9	14
10	в этом	8	13
11	не в	7	13
12	о том	1	12
13	перед нами	2	11
14	не только	16	11
15	при этом	12	11
16	как и	4	11
17	в его	6	11
18	у нее	1	10
19	уже не	4	10
20	не случайно	5	10
21	с собачкой	1	9
22	в себе	9	9
23	но и	9	9
24	внешней данности	1	8
25	так и	10	8
26	между тем	5	8
27	что он	1	8
28	себя в	6	8
29	в жизни	2	8
30	в душе	8	8
31	может быть	17	8
32	о чем	1	8
33	я не	2	7
34	по отношению	4	7
35	тогда как	15	7
36	что она	2	7
37	состоит в	17	7
38	в мире	19	7
39	об этом	2	7
40	к тому	2	7
41	в частности	16	7
42	как это	8	7
43	жизни в	2	7
44	отношению к	4	7
45	я и	2	6
46	то же	7	6
47	не было	1	6
48	в своей	6	6
49	в то	6	6
50	тем что	1	6
51	казалось бы	2	6
52	для себя	1	6
53	если бы	3	6
54	сводится к	5	6
55	можно сказать	3	6
56	это не	2	6
57	человеческой жизни	1	6
58	а в	13	6
59	то что	3	6
60	жизни как	4	5
61	с его	5	5
62	в этой	3	5
63	как в	5	5
64	в самом	4	5
65	что это	1	5
66	не могла	1	5
67	рядом с	1	5
68	в своем	4	5
69	не менее	4	5
70	у него	1	5
71	никогда не	4	5
72	в тексте	14	5
73	и его	8	5
74	она не	1	5
75	и сам	1	5
76	только на	1	5
77	для него	2	5
78	художественного целого	4	5
79	как бы	5	5
80	с ее	3	5
81	что в	9	5
82	и другие	2	5
83	а между	1	4
84	но не	9	4
85	своей жизни	2	4
86	в художественном	3	4
87	то в	2	4
88	подобно тому	1	4
89	он не	3	4
90	вот он	1	4
91	тем не	3	4
92	тому что	2	4
93	человеческого я	3	4
94	же время	5	4
95	и сама	1	4
96	внутренней жизни	1	4
97	как будто	2	4
98	и о	4	4
99	того чтобы	1	4
100	в конечном	6	4
101	личной тайной	1	4
102	вслед за	2	4
103	что они	1	4
104	в миропорядке	8	4
105	только в	6	4
106	в качестве	24	4
107	что и	2	4
108	как раз	2	4
109	для того	1	4
110	говорит о	1	4
111	превращается в	2	4
