N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	41
2	в преисподнюю	1	21
3	то есть	10	20
4	таким образом	3	19
5	у рабле	18	18
6	в этом	22	15
7	как и	8	14
8	и все	6	14
9	то же	8	13
10	все эти	5	13
11	в этой	2	13
12	мы уже	9	12
13	в преисподней	1	12
14	в его	8	12
15	эпизод с	1	11
16	в себе	4	11
17	как мы	6	11
18	в том	10	11
19	прежде всего	14	11
20	так и	7	10
21	в то	5	10
22	все это	6	10
23	в своем	5	9
24	не в	9	9
25	же время	4	9
26	и его	12	9
27	рабле и	5	9
28	в качестве	3	9
29	и т.п	2	9
30	но и	9	9
31	что в	5	9
32	но в	10	8
33	в конце	2	8
34	то что	7	8
35	и от	2	8
36	по существу	5	8
37	в нем	5	7
38	человеческого тела	12	7
39	в эпоху	4	7
40	в новой	1	7
41	брата жана	1	7
42	вовсе не	13	7
43	в них	7	7
44	как бы	10	7
45	и не	9	7
46	в романе	13	7
47	и до	2	6
48	ни в	1	6
49	романе рабле	5	6
50	он хочет	1	6
51	о том	4	6
52	мы видим	2	6
53	только в	11	6
54	это не	2	6
55	есть в	1	6
56	для него	3	6
57	у него	9	6
58	от радости	1	6
59	с помощью	3	6
60	все они	3	6
61	эпизоде с	4	5
62	рабле но	2	5
63	как в	4	5
64	в эпизоде	7	5
65	и к	2	5
66	не только	11	5
67	на этом	2	5
68	мы видели	2	5
69	точки зрения	10	5
70	в елисейских	2	5
71	потому что	8	5
72	елисейских полях	2	5
73	всего в	3	5
74	и это	2	5
75	в ней	1	5
76	на одном	1	5
77	рабле в	11	5
78	до нас	1	5
79	и у	5	5
80	уже в	4	5
81	что и	3	5
82	вместе с	9	5
83	так же	2	5
84	рабле не	5	5
85	и для	9	5
86	божественной бутылки	2	5
87	а в	3	5
88	к этому	3	5
89	в средние	3	4
90	на место	1	4
91	место в	4	4
92	в сущности	2	4
93	момент в	1	4
94	и на	7	4
95	о загробном	2	4
96	хотя и	3	4
97	целый ряд	3	4
98	и наконец	6	4
99	та же	3	4
100	реальное будущее	1	4
101	в аду	1	4
102	он не	5	4
103	при виде	3	4
104	на земле	2	4
105	картины мира	2	4
106	но все	1	4
107	и с	6	4
108	на этой	1	4
109	должно быть	5	4
110	том что	4	4
111	одном из	2	4
112	но он	2	4
113	одна из	1	4
114	рядом с	2	4
115	в виду	3	4
116	в образе	4	4
117	из одного	1	4
118	и здесь	1	4
119	влияние на	2	4
120	уже говорили	4	4
121	кн iii	4	4
122	iii гл	4	4
123	у лукиана	1	4
124	может быть	7	4
125	романа рабле	5	4
126	длинный ряд	1	4
127	было бы	2	4
128	мира в	3	4
129	весь эпизод	1	4
130	мира и	9	4
131	конце концов	1	4
132	средние века	3	4
133	все что	2	4
134	том числе	3	4
135	например в	1	3
136	и есть	2	3
137	из самых	2	3
138	с точки	8	3
139	с ее	1	3
140	проявляется в	1	3
141	он был	2	3
142	во всех	11	3
143	совсем не	2	3
144	в четвертой	1	3
145	путь в	1	3
146	средневекового человека	1	3
147	кроме того	3	3
148	его к	1	3
149	от этого	2	3
150	выражение в	1	3
151	в главе	7	3
152	и те	1	3
153	так сказать	7	3
154	при этом	6	3
155	игра с	3	3
156	и по	3	3
157	связанные с	5	3
158	в мире	4	3
159	его в	6	3
160	тела в	4	3
161	несмотря на	1	3
162	распространены в	1	3
163	во время	10	3
164	в своей	1	3
165	в их	3	3
166	от смеха	5	3
167	вперед по	1	3
168	сам он	1	3
169	в отношении	2	3
170	четвертой книге	1	3
171	не имеет	1	3
172	тем что	3	3
173	очень часто	2	3
174	в гротескном	3	3
175	мы найдем	1	3
176	человеческое тело	6	3
177	образов рабле	1	3
178	свою очередь	1	3
179	рабле дает	2	3
180	смерти в	11	3
181	так много	1	3
182	связанных с	3	3
183	преисподней в	1	3
184	все его	4	3
185	в форме	3	3
186	ii гл	12	3
187	преисподнюю в	1	3
188	в формах	1	3
189	что он	3	3
190	поэтому и	1	3
191	по этому	1	3
192	образов в	1	3
193	из них	8	3
194	и их	4	3
195	в одном	7	3
196	в землю	1	3
197	так как	6	3
198	на рабле	1	3
199	не на	3	3
200	не было	3	3
201	ничем не	1	3
202	в руках	1	3
203	рабле как	1	3
204	не может	2	3
205	видели в	1	3
206	и потому	2	3
207	в той	2	3
208	но этот	1	3
209	в человеческом	1	3
210	в это	3	3
211	такой же	1	3
212	но это	2	3
213	путешествие пантагрюэля	1	3
214	и влияние	1	3
215	в свою	1	3
216	не знает	2	3
217	того же	3	3
218	есть и	4	3
219	жизни и	8	3
