N	2gram	Vygotskiy__5	Marksizm
1	может быть	11	28
2	и в	30	19
3	как бы	19	19
4	и не	6	19
5	в процессе	1	18
6	не может	9	18
7	точки зрения	7	17
8	то же	7	16
9	и его	6	16
10	как мы	5	15
11	в этом	14	15
12	в сущности	12	14
13	так сказать	1	14
14	таким образом	20	14
15	не только	16	13
16	с точки	2	13
17	связи с	2	13
18	речи и	1	13
19	в нем	7	11
20	если бы	11	11
21	вовсе не	3	11
22	не в	8	10
23	речи в	1	10
24	так и	3	10
25	и т.п	1	10
26	но и	6	10
27	том что	21	10
28	самом деле	8	9
29	при этом	8	9
30	как и	6	9
31	для него	3	9
32	в основе	7	9
33	а не	8	9
34	с его	2	8
35	по отношению	2	8
36	в то	2	8
37	только в	5	8
38	слова в	1	8
39	не является	2	8
40	отношению к	1	8
41	на самом	2	7
42	одна из	3	7
43	никогда не	9	7
44	в том	27	7
45	прежде всего	4	7
46	и для	6	7
47	но в	5	7
48	в таком	3	7
49	мы уже	6	6
50	во всех	2	6
51	и как	7	6
52	в самом	14	6
53	если мы	16	6
54	ни в	3	6
55	в смысле	1	6
56	того чтобы	20	6
57	к тому	8	6
58	для того	20	6
59	же самое	5	6
60	и следовательно	2	6
61	быть и	2	6
62	между тем	1	6
63	мы можем	7	6
64	с помощью	2	6
65	и все	4	6
66	хотя бы	3	6
67	в свою	3	6
68	смысле слова	1	5
69	того же	2	5
70	к другому	2	5
71	и на	3	5
72	все же	7	5
73	на этой	1	5
74	в данном	3	5
75	в их	3	5
76	самого начала	3	5
77	свою очередь	1	5
78	с самого	3	5
79	и здесь	6	5
80	к нему	1	5
81	в его	4	5
82	в форме	2	5
83	или иной	2	5
84	в той	3	5
85	этого слова	1	5
86	в контексте	1	5
87	и того	2	5
88	тем более	1	5
89	совершенно не	6	5
90	к этому	3	5
91	так же	13	5
92	тем же	3	4
93	все те	1	4
94	должна быть	2	4
95	а как	2	4
96	и ее	1	4
97	как если	1	4
98	переживания и	1	4
99	конечно не	1	4
100	только на	4	4
101	в себе	5	4
102	на то	17	4
103	значение в	1	4
104	это не	3	4
105	было бы	5	4
106	и тем	6	4
107	мы видели	1	4
108	одного и	2	4
109	тому что	8	4
110	в отношении	2	4
111	ничего не	2	4
112	русском языке	1	4
113	и т.д	1	4
114	той или	2	4
115	в русском	1	4
116	того что	8	4
117	с ними	1	4
118	что он	17	4
119	речь в	2	4
120	в душе	2	4
121	и их	1	4
122	внешнее выражение	1	4
123	как раз	13	4
124	смысле этого	1	4
125	бы в	5	4
126	то что	37	4
127	сказать что	9	4
128	и то	9	3
129	лежащая в	1	3
130	в котором	2	3
131	и до	2	3
132	исходит из	4	3
133	в ней	4	3
134	еще не	5	3
135	столь же	1	3
136	в ее	3	3
137	для других	1	3
138	отличие от	2	3
139	относится к	1	3
140	с этим	2	3
141	перед нами	2	3
142	является выражением	1	3
143	все эти	2	3
144	учение о	1	3
145	в этой	5	3
146	нами в	1	3
147	он не	3	3
148	не к	1	3
149	не как	3	3
150	в корне	1	3
151	одно и	3	3
152	в другом	3	3
153	той же	3	3
154	от одного	2	3
155	по себе	7	3
