N	3gram	Vinokur_St_2	DiskursI
1	в отличие от	2	12
2	в данном случае	1	6
3	в том что	16	6
4	то же время	1	5
5	по отношению к	1	4
6	в этом отношении	9	4
7	в то же	1	4
8	так и в	2	3
9	о том что	11	3
10	в обоих случаях	1	2
11	в этом случае	1	2
12	что же касается	1	2
13	с точки зрения	2	2
14	в первую очередь	1	2
15	одно и то	1	2
16	в сочетании с	2	2
17	так и на	1	2
18	и то же	1	2
19	дело в том	4	2
20	в свое время	1	2
21	это еще не	1	2
22	по большей части	1	2
23	в другом месте	2	1
24	том что в	2	1
25	только таким путем	1	1
26	на пути от	1	1
27	в самом деле	2	1
28	с другой стороны	3	1
29	бы то ни	2	1
30	и именно в	1	1
31	то что в	2	1
32	но и здесь	2	1
33	в той мере	2	1
34	именно в этом	1	1
35	к одному из	1	1
36	в это время	2	1
37	в значительной степени	2	1
38	в году как	1	1
39	говорит об этом	2	1
40	то ни было	2	1
41	говоря уже о	1	1
42	не столько в	2	1
43	истории русской поэзии	1	1
44	не в том	2	1
45	с другой в	1	1
46	мысль о возможности	1	1
47	во всяком случае	3	1
48	мере в какой	2	1
49	вольному воля а	1	1
50	до нас не	1	1
51	в этом жанре	1	1
52	при этом и	1	1
53	в одном из	3	1
54	с самого начала	3	1
55	в том числе	1	1
56	той мере в	2	1
57	тем не менее	2	1
58	но также и	1	1
59	гораздо проще чем	1	1
60	речь идет о	3	1
61	не говоря уже	1	1
