N	3gram	Nazirov_Tv_2	FransuaR
1	то же время	7	9
2	в то же	7	9
3	в том что	2	6
4	но в то	1	5
5	в связи с	1	5
6	так же как	2	4
7	в том числе	1	4
8	в первой части	2	3
9	до сих пор	3	3
10	и прежде всего	1	3
11	в другом месте	1	2
12	в чем же	1	2
13	дело в том	1	2
14	сих пор еще	1	2
15	в одной из	2	2
16	в отличие от	2	2
17	том числе и	1	2
18	можно было бы	1	2
19	в известной мере	2	2
20	о том как	1	2
21	же как и	1	2
22	в то время	1	2
23	мы уже говорили	1	2
24	не может быть	3	2
25	нужно сказать что	1	2
26	в конце жизни	1	2
27	к тому же	1	2
28	не только для	1	2
29	это связано с	1	1
30	том что в	1	1
31	в лице ее	2	1
32	в стороне от	1	1
33	хотя и не	1	1
34	в году в	1	1
35	в г в	1	1
36	потому что в	1	1
37	по отношению к	3	1
38	в самом деле	2	1
39	одним из древнейших	1	1
40	и в то	2	1
41	другом месте в	1	1
42	прежде всего его	1	1
43	например в романе	1	1
44	но это не	1	1
45	так например в	1	1
46	он ни был	1	1
47	и что в	1	1
48	его а не	1	1
49	является одним из	1	1
50	имеет у него	1	1
51	мы не находим	1	1
52	мы не можем	1	1
53	так и в	2	1
54	как и в	1	1
55	в свою очередь	1	1
56	о том что	2	1
57	ничего общего с	1	1
58	в конечном счете	1	1
59	той или иной	1	1
60	он еще не	2	1
61	в ту эпоху	1	1
62	этот момент как	1	1
63	бы он ни	1	1
64	это не просто	1	1
65	одной из форм	1	1
66	на другой день	1	1
67	именно потому что	1	1
