N	2gram	Losev_Vesc_1	Istorich
1	и в	21	25
2	вместе с	1	22
3	что он	1	22
4	и т	19	20
5	т д	19	18
6	может быть	16	17
7	представление о	1	17
8	т е	55	16
9	мы имеем	7	14
10	не только	36	13
11	но и	18	13
12	в его	2	12
13	так как	7	11
14	уже не	9	11
15	и не	29	11
16	в этом	4	10
17	тем что	2	10
18	все же	4	10
19	и его	2	9
20	его в	2	9
21	в виде	1	9
22	с другой	6	9
23	таким образом	8	9
24	еще не	8	8
25	все эти	3	8
26	что в	9	8
27	и что	15	8
28	мы видим	2	8
29	мы знаем	1	8
30	с тем	5	8
31	другой стороны	2	8
32	том что	8	8
33	в нем	2	7
34	а затем	2	7
35	как и	8	7
36	мы видели	1	7
37	потому что	16	7
38	о том	6	7
39	и здесь	4	7
40	то что	27	7
41	только в	14	7
42	с одной	3	7
43	в качестве	1	7
44	при помощи	2	7
45	превращается в	1	7
46	одной стороны	3	7
47	но это	10	7
48	тот кто	1	7
49	в частности	1	7
50	это не	5	6
51	не может	17	6
52	в этих	1	6
53	не в	5	6
54	и он	1	6
55	что и	3	6
56	себя в	10	6
57	прежде всего	9	6
58	могут быть	1	6
59	или в	2	6
60	в том	8	6
61	ясно что	8	5
62	мы не	6	5
63	в ней	12	5
64	но не	5	5
65	с этим	3	5
66	что это	13	5
67	здесь мы	1	5
68	видим что	1	5
69	как мы	4	5
70	него и	1	5
71	так же	1	5
72	в него	1	5
73	для нас	2	5
74	же как	1	4
75	и это	14	4
76	то же	6	4
77	мы уже	3	4
78	в ее	7	4
79	от этого	2	4
80	в истории	1	4
81	его на	1	4
82	в которой	1	4
83	что все	2	4
84	на этой	1	4
85	с другими	8	4
86	и тем	3	4
87	тем не	3	4
88	не менее	3	4
89	все еще	3	4
90	совершенно ясно	2	4
91	в пределах	1	4
92	в дальнейшем	1	4
93	что у	5	4
94	наряду с	1	4
95	с ним	8	4
96	есть условие	2	4
97	а именно	1	4
98	если не	3	4
99	все это	5	4
100	из себя	3	4
101	мы должны	2	4
102	также что	1	3
103	на себя	1	3
104	ему в	1	3
105	то это	3	3
106	если в	1	3
107	и как	8	3
108	в этой	3	3
109	только один	2	3
110	их в	3	3
111	на этом	2	3
112	человека в	1	3
113	но уже	3	3
114	в то	3	3
115	для того	2	3
116	того чтобы	3	3
117	в себя	13	3
118	никогда не	2	3
119	этой стадии	1	3
120	и с	8	3
121	о нем	1	3
122	но мы	1	3
123	к нему	1	3
124	никто не	1	3
125	в особенности	1	3
126	но оно	1	3
127	и пр	6	3
128	и все	5	3
129	и она	1	3
130	мы опять	1	3
131	в данном	5	3
132	в более	1	3
133	не знаем	2	3
134	но когда	1	3
135	в свете	7	3
136	а в	4	3
137	е в	7	3
138	в свою	4	3
139	состоит из	1	3
140	ту же	2	2
141	того же	5	2
142	самом деле	4	2
143	когда человек	1	2
144	вопрос о	1	2
145	человека и	1	2
146	мы и	1	2
147	а еще	1	2
148	в различных	1	2
149	во всех	2	2
150	видели что	1	2
151	только тогда	3	2
152	очевидно что	1	2
153	перед нами	2	2
154	когда он	1	2
155	уже в	1	2
156	еще один	1	2
157	камни и	1	2
158	на то	4	2
159	том чтобы	1	2
160	друг с	1	2
161	из него	1	2
162	и по	1	2
163	о чем	1	2
164	этого мы	1	2
165	когда уже	1	2
166	это было	1	2
167	и мы	1	2
168	это одна	1	2
169	в это	1	2
170	о которых	1	2
171	несмотря на	1	2
172	точки зрения	5	2
173	в своей	5	2
174	таким же	1	2
175	на ступени	1	2
176	ее в	1	2
177	то его	1	2
178	от себя	1	2
179	бы мы	1	2
180	но он	2	2
181	силу и	1	2
182	без всяких	1	2
183	по себе	13	2
184	как можно	3	2
185	она не	4	2
186	тогда когда	5	2
187	одна из	5	2
188	или как	2	2
189	не потому	6	2
190	с другом	1	2
191	просто на	1	2
192	должен быть	2	2
193	данном случае	2	2
194	так в	1	2
195	здесь как	1	2
196	об этом	3	2
197	если бы	5	2
198	только у	1	2
199	ничего не	3	2
200	находится в	3	2
201	язык и	1	2
202	можно сказать	6	2
203	эти работы	1	2
204	ним и	1	2
205	несомненно более	1	2
206	же в	1	2
207	того что	8	2
208	значит что	24	2
209	но так	1	2
210	том как	1	2
211	ли он	1	2
212	во всем	1	2
213	то в	4	2
214	так что	5	2
215	из них	4	2
216	его и	2	2
217	вовсе не	10	2
218	мы можем	4	2
219	у него	2	2
220	уже и	1	2
221	со стороны	5	2
222	до сих	1	2
223	и быть	1	2
224	социальной жизни	1	2
225	говорит о	1	2
226	а не	19	2
227	с которым	1	2
228	один из	3	2
229	со своими	1	2
230	что мы	14	2
231	в одно	1	2
232	чтобы она	2	2
233	и потому	5	2
234	из которых	1	2
235	а если	1	2
236	в течение	1	2
237	как бы	12	2
238	по существу	2	2
239	это значит	24	2
240	с этой	4	2
241	сих пор	1	2
242	но для	2	2
243	думают что	4	2
244	с большой	1	2
245	в наше	1	2
246	и для	9	2
247	формы и	1	2
248	это уже	1	2
249	также не	1	2
250	с ней	2	2
251	сказать что	17	2
252	совершенно не	5	2
253	к его	1	2
254	сам в	1	2
255	в свое	2	2
256	к этому	1	2
257	жизни и	2	2
258	также и	6	1
259	себя как	2	1
260	что образ	2	1
261	сам по	3	1
262	силы и	1	1
263	переход от	1	1
264	же теперь	1	1
265	за которым	1	1
266	мы имели	1	1
267	и есть	26	1
268	что когда	1	1
269	между двумя	1	1
270	есть категория	1	1
271	из его	2	1
272	должна быть	4	1
273	когда это	1	1
274	едва ли	1	1
275	в зависимости	1	1
276	или ее	2	1
277	той же	2	1
278	ни у	1	1
279	вещи все	1	1
280	именно к	1	1
281	нас это	1	1
282	время как	1	1
283	и зарождение	1	1
284	не вполне	2	1
285	я не	4	1
286	из того	2	1
287	но даже	3	1
288	и заставляет	2	1
289	зависимости от	1	1
290	думаю что	1	1
291	и этого	2	1
292	не нужно	2	1
293	другим в	1	1
294	быть в	1	1
295	то мы	2	1
296	на самом	1	1
297	не то	4	1
298	и могущества	1	1
299	нужно быть	1	1
300	отношение к	1	1
301	себе и	1	1
302	отличие от	1	1
303	другое все	1	1
304	чтобы служить	1	1
305	наиболее для	1	1
306	что они	6	1
307	думать что	1	1
308	отнюдь не	5	1
309	и я	1	1
310	чем же	3	1
311	стороны и	2	1
312	как к	4	1
313	что как	1	1
314	части в	1	1
315	понимать в	1	1
316	словом в	1	1
317	а и	9	1
318	чего мы	1	1
319	к иному	1	1
320	говорит что	1	1
321	и наконец	1	1
322	и к	1	1
323	себе не	3	1
324	но в	5	1
325	есть ли	6	1
326	которых идет	1	1
327	но после	1	1
328	та же	1	1
329	мы получаем	1	1
330	одном случае	1	1
331	он думает	1	1
332	на нем	1	1
333	только на	3	1
334	остановиться на	1	1
335	в себе	14	1
336	по имени	6	1
337	если он	1	1
338	но на	2	1
339	более подробном	1	1
340	и если	2	1
341	что она	15	1
342	при этом	1	1
343	еще раньше	1	1
344	одно целое	1	1
345	всех этих	1	1
346	и еще	2	1
347	in der	2	1
348	и социальной	1	1
349	в силу	3	1
350	есть один	1	1
351	и вот	2	1
352	свидетельствует о	3	1
353	уже указано	1	1
354	или другое	1	1
355	д все	1	1
356	подобно тому	4	1
357	в окно	1	1
358	мы его	1	1
359	так еще	1	1
360	главным образом	1	1
361	они должны	1	1
