N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	29
2	то есть	26	21
3	таким образом	8	20
4	и не	22	16
5	в этой	1	13
6	и все	5	13
7	но в	6	12
8	как и	6	12
9	и т.п	2	12
10	и на	4	11
11	в этом	16	11
12	так и	15	11
13	то же	4	10
14	мы уже	2	10
15	не только	24	10
16	в то	4	10
17	как мы	7	10
18	в романе	46	10
19	все эти	6	9
20	и с	9	9
21	его в	4	9
22	в конце	1	9
23	вовсе не	10	9
24	но и	21	9
25	же время	4	8
26	и его	33	8
27	в образах	1	8
28	в его	7	8
29	прежде всего	8	8
30	как бы	7	8
31	в них	6	7
32	мы видели	2	7
33	в том	5	7
34	так как	4	7
35	в сущности	6	6
36	этот процесс	1	6
37	но он	2	6
38	здесь в	3	6
39	в большинстве	6	6
40	это и	2	5
41	и до	1	5
42	в нем	19	5
43	большинстве случаев	5	5
44	в своей	1	5
45	до конца	17	5
46	уже говорили	1	5
47	рядом с	3	5
48	и о	1	5
49	это не	5	5
50	поэтому и	4	5
51	все они	2	5
52	у него	3	5
53	далеко не	2	5
54	сказать что	3	5
55	во франции	2	5
56	и по	1	5
57	того же	1	5
58	также и	2	4
59	и есть	1	4
60	еще не	7	4
61	с его	7	4
62	с помощью	4	4
63	в нашем	2	4
64	мы слышим	1	4
65	связанные с	4	4
66	точки зрения	8	4
67	в плане	5	4
68	в результате	2	4
69	романа рабле	1	4
70	в литературе	1	4
71	что он	2	4
72	конечно не	5	4
73	тем что	1	4
74	связан с	3	4
75	с другой	5	4
76	и др	4	4
77	только для	1	4
78	но это	3	4
79	все это	16	4
80	один из	5	4
81	перед нами	3	4
82	мира и	5	4
83	то что	2	4
84	жизни и	6	4
85	женщины и	1	3
86	по преимуществу	1	3
87	и за	1	3
88	той же	3	3
89	и здесь	2	3
90	в ней	3	3
91	в чем	3	3
92	его так	2	3
93	но как	2	3
94	и свои	2	3
95	как к	3	3
96	в своем	6	3
97	и как	3	3
98	более или	2	3
99	в себе	2	3
100	при этом	7	3
101	он не	2	3
102	всех этих	4	3
103	в узком	4	3
104	и сам	1	3
105	для того	2	3
106	своего времени	1	3
107	этой традиции	1	3
108	особенно в	2	3
109	такой же	1	3
110	том что	5	3
111	или менее	2	3
112	в эту	1	3
113	почти все	2	3
114	самого начала	1	3
115	того чтобы	2	3
116	по своей	1	3
117	они были	1	3
118	конечно и	2	3
119	с ее	2	3
120	здесь не	4	3
121	с самого	1	3
122	в дальнейшем	2	3
123	роль в	2	3
124	все остальные	1	3
125	образом в	1	3
126	к нему	3	3
127	отметить что	3	3
128	но конечно	1	3
129	слов и	3	3
130	все время	1	3
131	того что	1	3
132	с ними	5	3
133	на языке	1	3
134	в качестве	1	3
135	же и	2	3
136	за счет	1	3
137	и других	4	3
138	и их	5	3
139	в известной	1	3
140	том числе	1	3
141	мы можем	1	3
142	и даже	7	3
143	превращается в	1	3
144	там где	6	3
145	все же	6	3
146	другой стороны	1	3
147	в частности	1	3
148	одновременно и	3	3
149	как известно	1	2
150	значение это	1	2
151	xvi веков	1	2
152	все те	1	2
153	с таким	2	2
154	и со	1	2
155	в виду	1	2
156	так называемые	1	2
157	на них	2	2
158	в различных	2	2
159	с одной	5	2
160	но не	6	2
161	франции в	2	2
162	связи и	2	2
163	в одной	1	2
164	как в	13	2
165	кроме того	2	2
166	хотя и	2	2
167	и наконец	5	2
168	и к	6	2
169	и этим	1	2
170	романе не	2	2
171	время это	2	2
172	здесь с	1	2
173	как он	2	2
174	так сказать	6	2
175	на его	2	2
176	время и	1	2
177	на этом	3	2
178	может быть	37	2
179	погружены в	1	2
180	для своей	1	2
181	ни в	4	2
182	правильного понимания	1	2
183	пародия на	1	2
184	в один	1	2
185	на первый	1	2
186	в этих	7	2
187	и при	2	2
188	наших дней	1	2
189	с точки	3	2
190	в их	2	2
191	место в	1	2
192	его современников	1	2
193	не столько	3	2
194	на котором	2	2
195	дело в	2	2
196	весь этот	1	2
197	но она	2	2
198	но здесь	4	2
199	никогда не	7	2
200	связи с	3	2
201	числе и	1	2
202	если же	1	2
203	о том	2	2
204	с образом	1	2
205	и это	1	2
206	через все	1	2
207	на нем	2	2
208	в себя	2	2
209	или в	2	2
210	во второй	1	2
211	поэтому в	1	2
212	с ним	7	2
213	на этой	1	2
214	другими словами	1	2
215	но мы	2	2
216	а также	3	2
217	при изображении	1	2
218	также в	1	2
219	в ту	1	2
220	всякого рода	1	2
221	одной из	1	2
222	мы увидим	2	2
223	то он	1	2
224	до нас	1	2
225	себя в	8	2
226	уже не	5	2
227	уже в	2	2
228	это значение	1	2
229	единая и	1	2
230	его и	2	2
231	мир в	1	2
232	в новом	2	2
233	для правильного	1	2
234	друг друга	1	2
235	как раз	1	2
236	в других	1	2
