N	2gram	Tiupa_Disk_1	Problema
1	и в	16	44
2	и не	11	35
3	не есть	2	35
4	то есть	20	34
5	может быть	17	28
6	по себе	3	25
7	потому что	4	25
8	то что	5	23
9	в том	23	21
10	только в	7	19
11	а не	22	18
12	в этом	15	17
13	также и	3	16
14	сказать что	3	16
15	когда мы	1	15
16	и то	1	14
17	не только	28	14
18	и даже	3	14
19	то же	7	13
20	не в	7	13
21	но в	8	12
22	том что	19	12
23	той или	3	12
24	не является	4	11
25	отнюдь не	8	10
26	так и	8	10
27	как и	16	10
28	тем не	1	10
29	не менее	2	10
30	в виду	2	10
31	но и	14	10
32	не имеет	1	9
33	в нем	9	9
34	это не	3	9
35	и тем	2	9
36	в то	3	9
37	и это	1	9
38	в его	7	9
39	что и	3	9
40	что он	4	9
41	как нечто	1	9
42	в данном	5	9
43	как бы	5	9
44	же самое	2	9
45	таким образом	3	9
46	и от	1	9
47	во всяком	2	9
48	перед нами	3	8
49	в себе	7	8
50	он не	1	8
51	было бы	1	8
52	но это	1	8
53	и вообще	2	8
54	как раз	1	8
55	связи с	4	8
56	как мы	2	8
57	здесь не	1	8
58	того что	3	8
59	при помощи	1	8
60	или иной	5	8
61	а именно	1	8
62	что же	2	8
63	что в	4	8
64	это и	1	7
65	мы не	1	7
66	в связи	1	7
67	на самом	1	7
68	мы должны	1	7
69	указывает на	2	7
70	данном случае	2	7
71	и что	2	7
72	с другой	10	7
73	уже не	4	7
74	еще и	1	7
75	не может	9	7
76	и потому	3	7
77	здесь только	1	7
78	сам по	1	6
79	в целом	4	6
80	все же	3	6
81	и к	4	6
82	о том	8	6
83	того или	2	6
84	но только	1	6
85	никогда не	2	6
86	можно сказать	5	6
87	всяком случае	1	6
88	сами по	2	6
89	мы можем	1	6
90	такого рода	4	6
91	в виде	1	6
92	и есть	2	5
93	едва ли	2	5
94	определенного рода	1	5
95	еще не	14	5
96	а только	1	5
97	за пределы	2	5
98	что они	1	5
99	в своем	6	5
100	хотя и	2	5
101	в нашем	1	5
102	с тем	1	5
103	и сам	1	5
104	точки зрения	3	5
105	в своей	5	5
106	тем самым	1	5
107	тех или	1	5
108	и его	2	5
109	и вполне	1	5
110	и о	4	5
111	которое мы	1	5
112	крайней мере	2	5
113	что здесь	1	5
114	с той	1	5
115	только на	1	5
116	то и	1	5
117	или даже	2	5
118	в конце	1	5
119	не было	7	5
120	по крайней	2	5
121	этом случае	1	5
122	как в	10	5
123	да и	1	5
124	этого слова	1	5
125	а в	5	5
126	с ней	1	5
127	другой стороны	3	5
128	в таком	1	5
129	таком случае	1	4
130	не имеют	1	4
131	он сам	1	4
132	в чем	1	4
133	но как	2	4
134	только при	1	4
135	тут же	1	4
136	при этом	13	4
137	же касается	2	4
138	заключается в	3	4
139	и без	2	4
140	раз и	1	4
141	дело в	1	4
142	и притом	1	4
143	и является	1	4
144	о чем-то	1	4
145	или иных	1	4
146	отличается от	2	4
147	в ее	3	4
148	языка и	2	4
149	что даже	2	4
150	тем что	3	4
151	нас в	1	4
152	или в	2	4
153	а также	8	4
154	в каком	1	4
155	отношения к	2	3
156	имеет свою	3	3
157	говорить о	1	3
158	и ее	2	3
159	из того	1	3
160	но не	11	3
161	и как	6	3
162	с понятием	2	3
163	в самом	3	3
164	что это	1	3
165	в этой	2	3
166	на то	1	3
167	содержит в	1	3
168	одно и	1	3
169	но все	1	3
170	значение в	1	3
171	об этом	2	3
172	первую очередь	1	3
173	с другими	1	3
174	только о	1	3
175	но уже	1	3
176	о которых	1	3
177	в чистом	1	3
178	и тоже	1	3
179	что такое	1	3
180	себе а	1	3
181	в которых	4	3
182	бы быть	3	3
183	чем не	1	3
184	как будто	1	3
185	если же	1	3
186	если бы	1	3
187	том или	1	3
188	быть и	1	3
189	в качестве	34	3
190	самом деле	1	3
191	есть в	2	3
192	уже в	2	3
193	в мифе	1	3
194	для него	4	3
195	отличие от	5	3
196	моделью для	1	3
197	здесь в	2	3
198	прежде всего	11	3
199	его как	2	3
200	ни о	1	3
201	в первую	1	3
202	но оно	1	3
203	в той	1	3
204	в тех	2	3
205	с этой	1	3
206	слова и	1	3
207	это уже	1	3
208	и все	2	3
209	тем более	1	3
210	ни к	6	3
211	хотя бы	3	3
212	будто бы	2	3
213	понимать как	1	3
214	или иного	1	3
215	и другие	1	3
216	к тому	5	3
217	того же	3	2
218	только потому	1	2
219	и до	1	2
220	именно здесь	1	2
221	однако для	1	2
222	мы имеем	2	2
223	только благодаря	1	2
224	мы и	1	2
225	этого термина	2	2
226	быть в	1	2
227	не был	1	2
228	во всех	5	2
229	не то	1	2
230	в известном	1	2
231	с этим	3	2
232	и нет	1	2
233	просто как	1	2
234	когда он	2	2
235	это тоже	1	2
236	не являются	1	2
237	тем же	1	2
238	себе не	3	2
239	в которой	1	2
240	он в	1	2
241	с их	1	2
242	всей его	2	2
243	вернуться к	1	2
244	время и	1	2
245	всех этих	1	2
246	в понятии	1	2
247	которые уже	1	2
248	извлеченная из	1	2
249	и может	1	2
250	в другом	2	2
251	зрения на	3	2
252	а как	1	2
253	для них	1	2
254	в слове	1	2
255	мы видели	1	2
256	в этих	1	2
257	и при	1	2
258	в котором	5	2
259	с точки	1	2
260	в их	5	2
261	что вся	1	2
262	не столько	1	2
263	в отличие	5	2
264	от его	1	2
265	образом и	1	2
266	и более	1	2
267	однако в	3	2
268	и художественной	1	2
269	дело не	2	2
270	то чего	1	2
271	в процессе	5	2
272	в основе	7	2
273	и слишком	1	2
274	и по	2	2
275	однако это	2	2
276	чистом виде	1	2
277	могут быть	4	2
278	и за	1	2
279	но также	1	2
280	для себя	4	2
281	с ее	2	2
282	и сами	1	2
283	рассматривать как	2	2
284	в буквальном	1	2
285	только то	1	2
286	том как	1	2
287	разного рода	2	2
288	о ней	1	2
289	себя не	1	2
290	свое произведение	1	2
291	это было	2	2
292	и во	2	2
293	здесь ни	1	2
294	по мнению	1	2
295	имеет своим	1	2
296	с одной	9	2
297	себя в	2	2
298	в нашей	1	2
299	в начале	2	2
300	за счет	1	2
301	из них	3	2
302	в известной	1	2
303	друг друга	1	2
304	или ином	1	2
305	от того	1	2
306	даже не	1	2
307	до сих	1	2
308	на ее	2	2
309	не обязательно	4	2
310	именно в	3	2
311	чем он	2	2
312	а с	5	2
313	ничем не	1	2
314	о чем	2	2
315	когда она	1	2
316	произведение в	2	2
317	в частности	9	2
318	вместе с	1	2
319	как это	1	2
320	по своему	3	2
321	в контексте	1	2
322	сих пор	1	2
323	о его	1	2
324	пока еще	6	2
325	при таком	1	2
326	котором он	2	2
327	в результате	1	2
328	другое дело	1	2
329	своей собственной	2	2
330	а к	1	2
331	к одной	1	2
332	у них	1	2
333	героя в	2	2
334	и состоит	1	2
335	это в	2	2
336	это понятие	3	2
337	термина в	1	1
338	речь идет	1	1
339	одним из	2	1
340	не остается	1	1
341	значении этого	3	1
342	идет о	1	1
343	чего не	1	1
344	в первом	3	1
345	и формулировать	1	1
346	одним и	1	1
347	жизни для	1	1
348	той же	1	1
349	например в	2	1
350	языка с	2	1
351	и само	1	1
352	вопрос о	1	1
353	но исключительно	1	1
354	не вполне	1	1
355	которое не	1	1
356	и он	2	1
357	стихотворение в	1	1
358	и на	5	1
359	между собой	2	1
360	может функционировать	1	1
361	без которой	1	1
362	мысли и	2	1
363	это принцип	1	1
364	сказать и	2	1
365	своего рода	8	1
366	система не	1	1
367	он говорит	1	1
368	и всякий	1	1
369	в сторону	4	1
370	не все	1	1
371	себе и	1	1
372	отличаются от	1	1
373	результате этого	1	1
374	что хотя	1	1
375	в истории	4	1
376	трагедию и	1	1
377	независимо от	1	1
378	в особом	2	1
379	его на	1	1
380	данного типа	1	1
381	и художественного	1	1
382	что всякое	1	1
383	более или	2	1
384	следующим образом	1	1
385	от этого	1	1
386	или иную	1	1
387	поскольку мы	1	1
388	говорит не	1	1
389	из жизни	3	1
390	из этих	1	1
391	поскольку в	2	1
392	действительности а	1	1
393	учение о	1	1
394	рассказ о	1	1
395	стороны это	2	1
396	от мифа	3	1
397	значение так	1	1
398	но его	1	1
399	тому же	5	1
400	на его	4	1
401	развития человеческого	1	1
402	в определенном	1	1
403	произведении как	1	1
404	в понимании	1	1
405	категорий в	1	1
406	не к	1	1
407	собой не	1	1
408	однако он	1	1
409	том чтобы	2	1
410	новое и	1	1
411	i в	1	1
412	нашего времени	1	1
413	жизни можно	1	1
414	можно даже	1	1
415	что ни	1	1
416	может существовать	1	1
417	возможно только	2	1
418	так например	2	1
419	что она	1	1
420	обнаруживает себя	1	1
