N	3gram	Tiupa_Lite_1	Problemy
1	к себе самому	1	13
2	то же время	5	10
3	в то же	5	10
4	на самом деле	1	9
5	с самого начала	1	8
6	в отношении к	1	7
7	по отношению к	2	6
8	себе самому и	1	5
9	но в то	1	4
10	во всяком случае	2	4
11	и прежде всего	3	4
12	бы то ни	1	3
13	же время не	1	3
14	в эту минуту	1	3
15	то ни было	1	3
16	с другой стороны	1	3
17	не может быть	1	3
18	к тому же	1	3
19	то что я	1	2
20	как раз и	1	2
21	с точки зрения	2	2
22	в отличие от	5	2
23	к тому чтобы	1	2
24	можно было бы	1	2
25	и в этом	1	2
26	что он сам	1	2
27	не в силах	1	2
28	подобно тому как	2	2
29	но все же	1	2
30	в большинстве случаев	1	2
31	в сущности не	1	2
32	на всю жизнь	1	2
33	в том что	11	2
34	как мы знаем	1	2
35	что он в	1	2
36	внутреннего и внешнего	1	2
37	мы чувствуем что	1	1
38	все более и	1	1
39	чтобы не сказать	1	1
40	своим отражением в	1	1
41	дело в том	2	1
42	а прежде всего	1	1
43	в самом деле	1	1
44	том что он	1	1
45	на чужое сознание	1	1
46	от чужого слова	1	1
47	в том же	3	1
48	может и не	1	1
49	потому что я	1	1
50	так и не	1	1
51	знает что он	1	1
52	до сих пор	1	1
53	в третьем лице	1	1
54	и сам не	1	1
55	том или ином	1	1
56	в его позднем	1	1
57	он не мог	1	1
58	по крайней мере	1	1
59	и то что	2	1
60	каждому из них	1	1
61	в значительной степени	1	1
62	свое собственное слово	1	1
63	в данном случае	4	1
64	в один из	1	1
65	как бы два	1	1
66	продолжением и развитием	1	1
67	один из моментов	1	1
68	прежде всего в	3	1
69	уже и не	1	1
70	не может и	1	1
71	по ту сторону	1	1
72	это еще не	1	1
73	имел в виду	1	1
74	всяком случае в	1	1
75	но только в	1	1
76	в свою очередь	1	1
77	и того же	1	1
78	о том что	2	1
79	есть своего рода	1	1
80	как и во	1	1
81	никогда не бывает	1	1
82	более и более	1	1
83	резко отличается от	1	1
84	одного и того	1	1
85	тем не менее	2	1
86	а не в	1	1
87	того же слова	1	1
88	друг для друга	2	1
89	для него в	1	1
90	в этом отношении	2	1
91	но по своей	1	1
