N	3gram	Voloshinov_1	Formalny
1	с точки зрения	10	13
2	в настоящее время	1	10
3	то же время	5	8
4	в то же	5	8
5	и т д	1	8
6	на самом деле	2	6
7	до сих пор	3	6
8	в свою очередь	1	6
9	не может быть	3	5
10	по отношению к	9	4
11	с одной стороны	1	4
12	во всяком случае	3	4
13	так и в	2	4
14	и до конца	3	3
15	настоящее время в	1	3
16	бы то ни	1	3
17	может быть и	1	3
18	в ее целом	3	3
19	нет и не	1	2
20	сводится к тому	1	2
21	и наконец в	1	2
22	в нем и	1	2
23	во что бы	1	2
24	и не может	1	2
25	в зависимости от	2	2
26	что бы то	1	2
27	в большинстве случаев	4	2
28	мы полагаем что	1	2
29	но в то	3	2
30	то ни стало	1	2
31	и пр все	1	2
32	начала и до	1	2
33	в целом ряде	1	2
34	мы не можем	1	2
35	может войти в	1	2
36	как мы видели	4	2
37	имеющие отношения к	1	1
38	увидим что и	1	1
39	художественной формы и	1	1
40	не имеющие отношения	1	1
41	последовательно и до	2	1
42	или хотя бы	1	1
43	историческую перспективу для	1	1
44	эти вопросы и	1	1
45	в чем же	1	1
46	ничего общего с	1	1
47	как и всякое	1	1
48	и может быть	2	1
49	что в данном	1	1
50	все в нем	1	1
51	в жесте в	1	1
52	органического единства и	1	1
53	кроме этого отношения	1	1
54	и биология в	1	1
55	тот или иной	1	1
56	хотя бы и	2	1
57	научной основательности и	1	1
58	должно быть дано	1	1
59	в ссср в	1	1
60	в том что	4	1
61	в дальнейшей жизни	1	1
62	но и в	1	1
63	в этом отношении	2	1
64	к тому чтобы	3	1
65	со всех сторон	1	1
66	отнюдь не является	1	1
67	раз и навсегда	1	1
68	в предыдущей главе	1	1
69	роль в истории	1	1
70	более того она	1	1
71	во внешнем объективном	1	1
72	во внутренней речи	1	1
73	большое значение в	1	1
74	в данном случае	3	1
75	до конца и	1	1
76	во внешнем мире	3	1
77	и не имеющие	1	1
78	в высшей степени	2	1
79	зависимости от того	1	1
80	с другими идеологическими	1	1
81	а также и	1	1
82	он со всею	1	1
83	в отличие от	1	1
84	по сравнению с	1	1
85	так и с	1	1
86	и его содержание	1	1
87	социологической точки зрения	1	1
88	но вместе с	2	1
89	вкратце остановиться на	1	1
90	с другими направлениями	1	1
91	все то что	2	1
92	роковую роль в	1	1
93	деталях и нюансах	1	1
94	не может пройти	1	1
95	поэтому они сами	1	1
96	во всех своих	1	1
97	совершенно независимо от	1	1
98	форма и содержание	1	1
99	и притом в	1	1
100	теперь с точки	1	1
101	сил и энергий	1	1
102	каждого из этих	1	1
103	конечно не может	1	1
104	нам важно лишь	2	1
105	своего исторического существования	1	1
106	может пройти мимо	1	1
107	в своей основе	1	1
108	к нему и	1	1
109	с самого начала	5	1
110	нужно сказать что	1	1
111	глубже и существеннее	1	1
112	но все же	1	1
113	формы и ее	1	1
114	в двух направлениях	1	1
115	в первый период	4	1
116	первый период развития	2	1
117	ситуация при которой	1	1
118	превращения его в	1	1
119	тем не менее	2	1
120	мы уже знаем	2	1
121	в последнем счете	1	1
122	выходит за пределы	1	1
123	жизни в различных	1	1
124	что между ними	1	1
125	и входит в	1	1
126	мы увидим что	4	1
127	в жизни и	1	1
128	мы различаем в	1	1
