N	4gram	Vygotskiy__5	KulturaY
1	с этой точки зрения	1	2
2	и в самом деле	1	2
3	в каждый данный момент	1	2
4	совершенно ясно что в	2	1
5	я имею в виду	1	1
6	в самом деле это	1	1
7	только потому что оно	1	1
8	в том или ином	1	1
9	не что иное как	2	1
10	в том что мы	1	1
11	одной и той же	2	1
12	состоит в том что	2	1
13	той обстановки в которой	1	1
14	есть contradictio in adjecto	1	1
15	ответ на этот вопрос	2	1
16	что в самом деле	1	1
17	в каждом данном случае	1	1
18	дело в том что	1	1
19	что это действительно так	1	1
20	до тех пор пока	2	1
21	том или ином виде	1	1
22	в то время как	1	1
23	в зависимости от того	2	1
24	заключается в том что	4	1
25	приводит к тому что	1	1
26	несмотря на то что	1	1
27	есть одна из основных	1	1
