N	2gram	Tiupa_Narr_2	Myslijsy
1	потому что	2	46
2	то есть	9	34
3	в слове	3	32
4	в том	14	32
5	и в	13	30
6	может быть	10	28
7	то же	4	23
8	не только	26	21
9	только в	11	21
10	для нас	2	20
11	но и	15	19
12	того что	6	18
13	том что	13	18
14	то что	8	18
15	что в	4	17
16	в себе	8	16
17	и не	14	15
18	не в	8	15
19	в сознании	2	15
20	а не	17	15
21	таким образом	5	14
22	что и	2	13
23	если бы	4	12
24	вместе с	1	12
25	а в	9	12
26	точно так	2	12
27	так и	9	11
28	как в	5	10
29	в этом	13	10
30	в душе	2	10
31	как и	4	10
32	в то	5	10
33	и что	2	10
34	мы не	2	9
35	из этих	2	9
36	в нем	5	9
37	было бы	2	9
38	слово есть	1	9
39	между тем	3	9
40	для него	4	9
41	в ней	2	8
42	в самом	2	8
43	что не	1	8
44	что мы	1	8
45	только что	2	8
46	есть не	1	7
47	с одной	5	7
48	но не	3	7
49	и без	1	7
50	тем самым	5	7
51	тем что	1	7
52	как мы	1	7
53	так что	1	7
54	вовсе не	2	7
55	с другой	5	7
56	к тому	9	7
57	например в	1	6
58	же с	1	6
59	с ним	4	6
60	не имеет	2	6
61	и теперь	1	6
62	те же	2	6
63	что он	5	6
64	уже не	4	6
65	то и	3	6
66	а потому	1	6
67	зависит от	2	6
68	но оно	1	6
69	не может	8	6
70	что только	1	6
71	но это	2	6
72	и т	2	5
73	еще не	2	5
74	по отношению	5	5
75	в своем	6	5
76	и как	1	5
77	не следует	3	5
78	и тем	5	5
79	я как	1	5
80	что я	3	5
81	же время	3	5
82	к ней	3	5
83	слове и	1	5
84	как на	2	5
85	в каком	1	5
86	не могут	1	5
87	не менее	4	5
88	мысль о	2	5
89	одно из	2	5
90	только по	2	5
91	очевидно что	1	5
92	есть только	1	5
93	тому как	2	5
94	отношению к	5	5
95	должно быть	1	5
96	слова и	1	5
97	сказать что	3	5
98	в действительности	1	5
99	говоря о	1	4
100	тем же	1	4
101	в каждой	2	4
102	столь же	2	4
103	не все	2	4
104	относится к	1	4
105	что именно	1	4
106	что это	4	4
107	бы не	1	4
108	он не	5	4
109	не к	4	4
110	и по	3	4
111	себе не	1	4
112	в котором	5	4
113	и его	3	4
114	по поводу	2	4
115	для того	1	4
116	оно не	2	4
117	то время	1	4
118	в его	6	4
119	один из	3	4
120	далеко не	5	4
121	быть только	1	4
122	если не	2	4
123	с какою	1	4
124	и потому	1	4
125	все это	1	4
126	и от	1	4
127	тем более	2	4
128	мы должны	1	4
129	все что	4	4
130	говорить о	2	3
131	в чем	2	3
132	ответ на	5	3
133	более или	1	3
134	не можем	1	3
135	в целом	3	3
136	что она	2	3
137	при этом	14	3
138	в силу	4	3
139	не будет	2	3
140	что все	1	3
141	или менее	1	3
142	как бы	6	3
143	представить себе	3	3
144	одним и	1	3
145	место в	5	3
146	что при	1	3
147	тем не	5	3
148	тому что	3	3
149	на него	5	3
150	того чтобы	3	3
151	заметить что	1	3
152	ни о	1	3
153	для себя	3	3
154	или в	1	3
155	том как	2	3
156	быть может	2	3
157	со стороны	6	3
158	жизни не	1	3
159	время в	1	3
160	никак не	3	3
161	можно сказать	6	3
162	это было	1	3
163	к нему	1	3
164	я а	1	3
165	вслед за	6	3
166	есть в	1	3
167	только на	2	3
168	в начале	2	3
169	никто не	1	3
170	прежде всего	6	3
171	до сих	1	3
172	именно в	2	3
173	одной стороны	5	3
174	человеческой жизни	1	3
175	так же	2	3
176	в человеке	1	3
177	том смысле	1	3
178	сих пор	1	3
179	и оно	1	3
180	каждой из	1	3
181	говорящего и	1	3
182	тем и	1	3
183	не существует	1	3
184	а к	3	3
185	к одной	1	3
186	и все	4	3
187	от всего	2	3
188	не я	1	3
189	в свою	2	3
190	не знает	1	3
191	в последнем	1	3
192	в которой	1	3
193	к этому	1	3
194	в таком	3	3
195	а между	1	2
196	таком случае	1	2
197	которого в	1	2
198	о любви	2	2
199	самом деле	3	2
200	это и	1	2
201	так у	1	2
202	смотрит на	1	2
203	живой речи	1	2
204	той же	2	2
205	не столько	5	2
206	которое не	2	2
207	ему в	2	2
208	а тем	1	2
209	большей части	3	2
210	о слове	1	2
211	в новом	1	2
212	тогда как	15	2
213	отношение к	1	2
214	за пределы	1	2
215	что они	3	2
216	этой стороны	1	2
217	все же	6	2
218	далее и	1	2
219	его к	1	2
220	со своей	2	2
221	так или	1	2
222	в этой	4	2
223	на то	2	2
224	не могла	1	2
225	так сказать	3	2
226	с таким	2	2
227	из виду	1	2
228	из него	1	2
229	подобно тому	2	2
230	что ни	1	2
231	людей и	1	2
232	прежде чем	1	2
233	этом последнем	1	2
234	входит в	1	2
235	ни в	1	2
236	не всегда	1	2
237	несмотря на	2	2
238	именно то	2	2
239	и видит	1	2
240	во время	2	2
241	точки зрения	5	2
242	в своей	4	2
243	а как	3	2
244	между людьми	1	2
245	в которых	1	2
246	мысли и	1	2
247	т п	2	2
248	их в	1	2
249	что есть	1	2
250	она не	1	2
251	что с	2	2
252	на котором	1	2
253	и притом	1	2
254	как о	2	2
255	иметь в	1	2
256	только не	2	2
257	глядя на	1	2
258	такая же	1	2
259	этом отношении	3	2
260	в некотором	1	2
261	в живой	1	2
262	в области	2	2
263	мысли о	1	2
264	и о	1	2
265	в ее	4	2
266	языка и	1	2
267	каждого из	1	2
268	во многом	1	2
269	когда в	1	2
270	и с	1	2
271	об этом	4	2
272	упускать из	1	2
273	о том	5	2
274	но мы	1	2
275	его жизни	2	2
276	или на	1	2
277	собственно говоря	2	2
278	в форме	5	2
279	о предмете	1	2
280	по содержанию	1	2
281	получает возможность	1	2
282	одной из	1	2
283	в какой	4	2
284	и после	1	2
285	связи с	1	2
286	с нею	2	2
287	в виде	2	2
288	в одном	1	2
289	художника и	1	2
290	но что	1	2
291	у него	6	2
292	есть выражение	1	2
293	в других	2	2
294	на стороне	2	2
295	и даже	3	2
296	от другой	1	2
297	что человек	1	2
298	как субъект	1	2
299	а с	2	2
300	у меня	2	2
301	всю совокупность	1	2
302	в речи	1	2
303	в разговоре	1	2
304	к своему	2	2
305	по своему	2	2
306	он говорит	1	2
307	что же	1	2
308	с этой	3	2
309	еще раз	1	2
310	перед нами	4	2
311	слова но	1	2
312	не подлежит	1	2
313	бы в	2	2
314	и наконец	1	2
315	же в	4	2
316	в системе	1	2
317	жизни и	4	2
318	которая не	2	2
319	чтобы осмыслить	1	1
320	слова является	1	1
321	отношения к	1	1
322	одним из	1	1
323	предполагает что	1	1
324	в строгом	2	1
325	все остальное	1	1
326	не имел	1	1
327	на самом	2	1
328	словами и	1	1
329	к своей	1	1
330	искать в	1	1
331	сидит в	1	1
332	было как	1	1
333	чего не	1	1
334	отношения между	2	1
335	по преимуществу	1	1
336	из его	1	1
337	противном случае	1	1
338	должна быть	2	1
339	мать и	1	1
340	едва ли	3	1
341	не глядя	1	1
342	по его	2	1
343	сказать с	1	1
344	его не	1	1
345	он уже	1	1
346	если я	1	1
347	вопрос о	1	1
348	время как	1	1
349	но она	1	1
350	не вполне	2	1
351	похожи на	1	1
352	но напротив	1	1
353	того же	1	1
354	и он	2	1
355	и говорить	1	1
356	имя и	1	1
357	начало и	1	1
358	он сам	2	1
359	как субъекта	2	1
360	внутреннюю и	1	1
361	здесь не	2	1
362	со словами	1	1
363	с его	3	1
364	именно тем	1	1
365	от его	2	1
366	данном случае	6	1
367	он может	2	1
368	он относится	1	1
369	которые предполагаются	1	1
370	ли я	1	1
371	себе и	2	1
372	отличие от	5	1
373	и другого	2	1
374	каждый в	1	1
375	в настоящем	2	1
376	из таких	1	1
377	и читатель	2	1
378	чем же	1	1
379	вследствие чего	1	1
380	первый взгляд	1	1
381	время когда	1	1
382	стороны и	1	1
383	засыпает не	1	1
384	о жизни	4	1
385	это был	2	1
386	что касается	1	1
387	в противном	1	1
388	хотя и	5	1
389	когда он	1	1
390	могли бы	2	1
391	однако на	2	1
392	для которой	1	1
393	имеет в	1	1
394	но в	6	1
395	возможен только	1	1
396	то в	1	1
397	все эти	3	1
398	говорит не	1	1
399	о ее	1	1
400	тому же	4	1
401	как он	2	1
402	бы с	2	1
403	бы от	1	1
404	и стало	1	1
405	к миру	2	1
406	после этого	1	1
407	такое содержание	1	1
408	при виде	1	1
409	не нуждаются	1	1
410	не отделен	1	1
411	которое может	1	1
412	мысль то	1	1
413	в нее	1	1
414	здесь мы	1	1
415	мы его	2	1
416	в мире	4	1
417	конечно в	1	1
418	и внутренняя	1	1
419	характер есть	1	1
420	которого не	1	1
421	в глазах	4	1
422	это не	3	1
423	свое я	1	1
424	эту минуту	1	1
425	приходит в	1	1
426	в жизни	6	1
427	есть имя	1	1
428	в самую	2	1
429	жизни то	1	1
430	которой он	3	1
431	и характеры	1	1
432	нам не	1	1
433	строгом смысле	1	1
434	с такой	1	1
435	во-вторых каждое	1	1
436	в этих	1	1
437	о ком	1	1
438	сводятся к	2	1
439	таким же	1	1
440	не зависит	2	1
