1	и в	27	53
2	и на	3	18
3	у достоевского	1	17
4	прежде всего	4	15
5	и не	30	15
6	как бы	8	14
7	и др	2	14
8	на земле	2	14
9	в том	7	14
10	во всех	3	12
11	может быть	25	12
12	а не	17	11
13	том числе	1	11
14	как и	14	11
15	и его	19	10
16	в нем	15	10
17	и все	8	10
18	в эпоху	3	10
19	сказать что	3	10
20	числе и	1	10
21	здесь в	1	10
22	в сущности	2	10
23	все эти	6	9
24	жизни и	4	9
25	то что	8	9
26	и других	1	9
27	в этом	18	8
28	все это	7	8
29	в его	7	8
30	в творчестве	1	8
31	в жизни	11	8
32	можно сказать	3	8
33	но и	10	7
34	человека и	2	7
35	одна из	2	7
36	и у	1	7
37	в дальнейшем	5	7
38	в ней	5	7
39	как в	4	7
40	так как	9	7
41	то же	15	6
42	один из	1	6
43	более того	6	6
44	его творчества	1	6
45	в форме	1	6
46	ничего не	2	6
47	в себя	1	6
48	таким образом	18	6
49	и ее	6	6
50	это не	3	6
51	так и	21	6
52	и с	3	6
53	мы можем	4	5
54	на протяжении	2	5
55	было бы	6	5
56	и потому	5	5
57	так сказать	5	5
58	в литературе	6	5
59	том что	4	5
60	еще более	1	5
61	но в	6	5
62	же время	7	5
63	по существу	1	5
64	как мы	8	5
65	мы уже	3	5
66	в основе	3	5
67	но не	5	5
68	еще не	6	5
69	той же	3	5
70	до сих	1	5
71	в себе	3	5
72	и самый	2	5
73	как у	1	5
74	в мире	1	5
75	в этих	3	5
76	в то	7	5
77	сих пор	1	5
78	во все	1	5
79	и до	1	5
80	потому что	7	5
81	здесь и	6	4
82	значение в	1	4
83	в условиях	3	4
84	могут быть	4	4
85	хотя и	1	4
86	к самому	2	4
87	темы и	2	4
88	точки зрения	16	4
89	здесь не	2	4
90	к этому	2	4
91	и для	6	4
92	в какой-то	1	4
93	мы должны	2	4
94	в литературу	5	4
95	и во	2	4
96	конечно не	4	4
97	и человека	1	4
98	самого начала	1	4
99	что он	6	4
100	теперь мы	1	4
101	одной из	2	4
102	большинстве случаев	5	4
103	только в	8	4
104	это очень	1	4
105	в другие	1	4
106	в большинстве	4	4
107	не знает	1	4
108	не было	1	4
109	в разных	1	4
110	не только	9	4
111	в каждом	5	4
112	мы не	4	4
113	из них	2	4
114	проявляется в	2	4
115	от него	2	3
116	в ее	4	3
117	все то	1	3
118	слова и	4	3
119	при этом	8	3
120	в конце	3	3
121	и так	1	3
122	в истории	5	3
123	в развитии	1	3
124	они не	4	3
125	и если	1	3
126	и по	1	3
127	этого произведения	1	3
128	формы и	3	3
129	очень хорошо	1	3
130	и из	2	3
131	еще вернемся	1	3
132	вовсе не	28	3
133	связаны с	2	3
134	ее в	3	3
135	иногда и	1	3
136	человека в	2	3
137	и создает	1	3
138	и тот	1	3
139	литературы в	1	3
140	и это	2	3
141	в области	2	3
142	с другими	1	3
143	между людьми	3	3
144	нем нет	1	3
145	в своей	6	3
146	особенно ярко	1	3
