N	2gram	Tiupa_Narr_1	Myslijsy
1	потому что	1	52
2	то есть	19	42
3	и в	19	39
4	может быть	25	27
5	в том	18	26
6	только в	4	25
7	не может	10	22
8	что в	3	22
9	не только	32	21
10	а не	12	21
11	в нем	4	20
12	но и	23	20
13	и не	20	18
14	языка и	2	17
15	том что	14	16
16	в этом	17	15
17	не в	14	15
18	если бы	1	14
19	по отношению	7	13
20	в себе	8	13
21	таким образом	1	13
22	так и	9	13
23	отношению к	6	13
24	было бы	4	12
25	точно так	2	11
26	мы не	1	10
27	как в	7	10
28	по себе	5	10
29	то что	11	10
30	что не	4	10
31	не есть	3	10
32	речи и	1	10
33	но в	6	9
34	как и	7	9
35	могут быть	3	9
36	для нас	1	9
37	там же	1	9
38	мысли и	1	9
39	тем что	3	9
40	но не	5	8
41	в слове	1	8
42	точки зрения	10	8
43	того что	1	8
44	со стороны	9	8
45	по его	1	7
46	в ней	3	7
47	это не	2	7
48	то и	1	7
49	с другой	8	7
50	то же	4	6
51	независимо от	2	6
52	все же	7	6
53	и как	5	6
54	бы не	2	6
55	при этом	9	6
56	и по	1	6
57	не менее	3	6
58	тем не	3	6
59	что на	2	6
60	что и	1	6
61	еще не	7	6
62	как бы	4	6
63	в первом	3	5
64	во всех	1	5
65	то в	6	5
66	несмотря на	2	5
67	не имеет	2	5
68	и его	5	5
69	если же	1	5
70	между тем	3	5
71	во втором	4	5
72	в его	9	5
73	вовсе не	1	5
74	зависит от	2	5
75	так же	2	5
76	и потому	2	5
77	быть только	1	5
78	но это	1	5
79	нем самом	1	5
80	и для	2	5
81	а в	11	5
82	другой стороны	4	5
83	в таком	2	5
84	есть нечто	1	4
85	субъекта и	2	4
86	из этих	3	4
87	этом смысле	1	4
88	мы видели	1	4
89	тем самым	6	4
90	однако в	2	4
91	бы быть	3	4
92	в то	3	4
93	не по	1	4
94	никогда не	3	4
95	же время	4	4
96	не могут	1	4
97	к тому	7	4
98	свою очередь	3	4
99	слов и	1	4
100	с нею	1	4
101	для него	2	4
102	само по	1	4
103	не было	2	4
104	и даже	3	4
105	в действительности	1	4
106	прежде всего	4	4
107	что мы	2	4
108	тому как	2	4
109	быть не	1	4
110	в смысле	1	4
111	от него	1	4
112	от того	1	4
113	мысли о	1	4
114	в свою	3	4
115	того же	1	3
116	только потому	1	3
117	должна быть	2	3
118	что если	1	3
119	и то	1	3
120	столь же	3	3
121	очевидно что	1	3
122	что как	1	3
123	в своем	2	3
124	хотя и	3	3
125	что по	2	3
126	в самом	1	3
127	что это	3	3
128	он не	3	3
129	отношений между	1	3
130	как кажется	2	3
131	подобно тому	2	3
132	то ни	3	3
133	что все	1	3
134	в мире	9	3
135	и с	4	3
136	и тем	4	3
137	в них	1	3
138	в этой	5	3
139	не мог	4	3
140	не так	1	3
141	и при	1	3
142	с точки	2	3
143	бытия и	1	3
144	она не	2	3
145	на него	3	3
146	не могло	2	3
147	или же	1	3
148	оно не	2	3
149	для себя	1	3
150	столько же	1	3
151	когда в	1	3
152	и вообще	1	3
153	с ним	1	3
154	и во	1	3
155	в глазах	1	3
156	мы увидим	1	3
157	но как	2	3
158	с одной	7	3
159	есть уже	1	3
160	или даже	2	3
161	одно из	2	3
162	никто не	1	3
163	связи с	4	3
164	в самой	1	3
165	одной стороны	7	3
166	в состоянии	1	3
167	к которому	2	3
168	оно и	1	3
169	и от	1	3
170	она может	2	3
171	о котором	1	3
172	и все	2	3
173	хотя в	2	3
174	сказать что	4	3
175	что понятие	1	3
176	по поводу	1	3
177	одним из	2	2
178	и есть	1	2
179	видеть в	1	2
180	а как	1	2
181	и правил	1	2
182	есть не	1	2
183	в сущности	3	2
184	в некотором	1	2
185	бы то	3	2
186	служит для	1	2
187	одним словом	1	2
188	мы будем	1	2
189	не все	5	2
190	тогда как	12	2
191	друг от	1	2
192	что именно	2	2
193	рода но	2	2
194	в полном	2	2
195	сознания в	1	2
196	могли бы	1	2
197	на что	1	2
198	в целом	1	2
199	образом и	1	2
200	но без	2	2
201	ни одна	1	2
202	лица и	2	2
203	но на	1	2
204	не могла	1	2
205	по крайней	1	2
206	так сказать	1	2
207	мы можем	1	2
208	ключ к	2	2
209	к одному	1	2
210	и более	1	2
211	с этой	1	2
212	но все	4	2
213	значительной степени	2	2
214	мог бы	3	2
215	но уже	1	2
216	вопроса а	1	2
217	в один	1	2
218	и того	1	2
219	одного и	1	2
220	таким же	1	2
221	в их	1	2
222	не представляется	1	2
223	слова в	1	2
224	обнаруживается в	1	2
225	но он	1	2
226	не могли	1	2
227	том же	1	2
228	к языку	1	2
229	от нас	1	2
230	дело в	1	2
231	что иное	2	2
232	которых и	2	2
233	вытекает из	1	2
234	к ней	1	2
235	как будто	3	2
236	не нуждается	1	2
237	все то	2	2
238	когда мы	2	2
239	и развития	1	2
240	имеет место	4	2
241	не ограничивается	1	2
242	как мы	3	2
243	не будет	3	2
244	то она	2	2
245	с ее	3	2
246	от друга	1	2
247	в собственном	2	2
248	мысль о	1	2
249	только то	1	2
250	и может	1	2
251	с языком	1	2
252	времени и	7	2
253	в виду	1	2
254	иное как	2	2
255	о том	6	2
256	одного из	4	2
257	не имеем	1	2
258	и только	2	2
259	крайней мере	1	2
260	еще только	1	2
261	внутреннее единство	1	2
262	в разные	1	2
263	которое мы	1	2
264	отдельных лиц	1	2
265	есть в	2	2
266	внимание что	1	2
267	уже не	5	2
268	разные времена	1	2
269	же в	4	2
270	в начале	1	2
271	слова не	1	2
272	нуждается в	5	2
273	но всегда	1	2
274	точке зрения	1	2
275	у нас	1	2
276	таком случае	2	2
277	если не	4	2
278	людьми и	1	2
279	связь с	1	2
280	нет ничего	1	2
281	о его	1	2
282	не существует	3	2
283	или в	2	2
284	тем более	2	2
285	хотя бы	4	2
286	ни было	3	2
287	что оно	1	2
288	не что	2	2
289	жизни и	3	2
290	то чему	1	1
291	отношения к	2	1
292	например в	2	1
293	же как	3	1
294	сам по	1	1
295	самом деле	2	1
296	он может	1	1
297	переход от	4	1
298	жизни мы	1	1
299	чего не	1	1
300	от самого	1	1
301	из его	1	1
302	едва ли	1	1
303	с таким	1	1
304	и возможность	2	1
305	уже по	1	1
306	и могут	1	1
307	или меньше	1	1
308	мы имеем	2	1
309	понятия но	1	1
310	этом не	1	1
311	не столько	4	1
312	переходит к	1	1
313	совпадает с	1	1
314	на себя	3	1
315	в последующих	1	1
316	жизни как	3	1
317	ему в	2	1
318	выше но	1	1
319	которое в	1	1
320	одного слова	1	1
321	и самого	3	1
322	и на	3	1
323	к их	1	1
324	на них	1	1
325	в различных	1	1
326	в чем	1	1
327	с его	6	1
328	на другой	2	1
329	на самом	1	1
330	легко может	1	1
331	не то	2	1
332	если в	3	1
333	что они	3	1
334	может считаться	1	1
335	хотя иногда	1	1
336	вследствие чего	2	1
337	к категориям	1	1
338	формы выражения	1	1
339	дает нам	1	1
340	что первое	1	1
341	перед нами	4	1
342	когда он	3	1
343	более или	2	1
344	это определение	1	1
345	в противоположность	2	1
346	от этого	1	1
347	та же	2	1
348	а во-вторых	1	1
349	сказать о	1	1
350	таковы например	1	1
351	все эти	2	1
352	тоже не	1	1
353	в известном	2	1
354	приводит к	2	1
355	мира но	1	1
356	о ее	1	1
357	между которыми	1	1
358	сама не	1	1
359	человек не	1	1
360	жизнью и	2	1
361	на его	1	1
362	жизни человеческого	1	1
363	всем своем	1	1
364	есть переход	1	1
365	не как	2	1
366	ряда событий	1	1
367	быть без	1	1
368	его от	1	1
369	что ни	1	1
370	может существовать	1	1
371	на этом	1	1
372	без исключения	2	1
373	же не	4	1
374	времени а	1	1
375	зрения на	2	1
376	лишь в	1	1
377	его в	2	1
378	входит в	1	1
379	того или	2	1
380	было в	2	1
381	от одного	2	1
382	только там	1	1
383	что один	1	1
384	всю свою	1	1
385	истории и	2	1
386	должен был	1	1
387	понимание было	1	1
388	из нее	1	1
389	этого слова	2	1
390	все равно	1	1
391	далеко не	5	1
392	жизни то	1	1
393	зрения или	2	1
394	не всегда	2	1
395	и уже	1	1
396	жизни но	2	1
397	как сказано	1	1
398	с такой	1	1
399	в развитии	1	1
400	он от	1	1
401	обратимся к	3	1
402	их на	1	1
403	любви и	1	1
404	или менее	2	1
405	в следующем	1	1
406	в котором	1	1
407	как произведение	1	1
408	на свою	1	1
409	себе а	1	1
410	в которых	1	1
411	теперь как	4	1
412	признать что	1	1
413	в памяти	2	1
414	своей жизни	1	1
415	есть его	1	1
416	не понимает	1	1
417	сами по	2	1
418	их в	1	1
419	и предполагает	1	1
420	что этот	1	1
421	вместе со	1	1
422	даже в	2	1
423	есть всегда	2	1
424	между людьми	1	1
425	а на	1	1
426	в людях	1	1
427	она могла	1	1
428	может служить	1	1
429	которого он	2	1
430	отрешиться от	1	1
431	в единство	1	1
432	для кого	1	1
433	все без	1	1
434	себе самом	2	1
435	для всего	1	1
436	принадлежат к	1	1
437	что весьма	1	1
438	ничего не	2	1
439	как формы	2	1
440	него а	1	1
441	именно с	1	1
442	по своей	3	1
443	как боль	1	1
444	на природу	1	1
445	к этим	1	1
446	свет и	1	1
447	на некоторые	1	1
448	этом отношении	3	1
449	и делает	1	1
450	в области	2	1
451	может показаться	1	1
452	как только	1	1
453	не предполагает	5	1
454	он видит	1	1
455	где он	1	1
456	всегда в	1	1
457	стороны от	1	1
458	к индивидуальной	1	1
459	изменений в	1	1
460	как не	1	1
461	здесь не	4	1
462	в ее	3	1
463	только вследствие	1	1
464	хотя не	1	1
465	в произведении	3	1
466	лучше сказать	1	1
467	всей своей	2	1
468	роль в	2	1
469	различие между	2	1
470	на том	3	1
471	и совершенно	1	1
472	что у	2	1
473	можно было	2	1
474	те же	4	1
475	не с	3	1
476	это состояние	1	1
477	произведения не	1	1
478	в результате	2	1
479	его мысли	1	1
480	всей вероятности	2	1
481	является в	1	1
482	быть может	2	1
483	внимание и	1	1
484	слова а	1	1
485	это все	2	1
486	о нем	4	1
487	в другом	1	1
488	внимание на	1	1
489	в вопросах	1	1
490	нас в	1	1
491	не заключает	1	1
492	к нему	5	1
493	с другими	1	1
494	могла стать	1	1
495	или напротив	4	1
496	во всей	2	1
497	вслед за	4	1
498	наконец в	2	1
499	есть тоже	1	1
500	один из	3	1
501	ее к	1	1
502	ему необходимо	1	1
503	кроме самого	1	1
504	с ними	1	1
505	понимания не	1	1
506	и представляет	2	1
507	дело с	2	1
508	что он	6	1
509	в какой	2	1
510	известного рода	1	1
511	поэтому и	1	1
512	особенности его	1	1
513	и ее	2	1
514	на мир	1	1
515	с которыми	1	1
516	уже в	3	1
517	себя в	5	1
518	от воли	1	1
519	в понятие	1	1
520	человеческой деятельности	1	1
521	что вообще	1	1
522	по выражению	2	1
523	две другие	1	1
524	ответ на	1	1
525	из них	3	1
526	мир в	1	1
527	ни в	3	1
528	в прошлом	3	1
529	и должна	1	1
530	от тех	1	1
531	существует до	1	1
532	у него	4	1
533	формы в	1	1
534	и никакой	2	1
535	следует понимать	1	1
536	не противоречит	1	1
537	фактов то	1	1
538	человеческой мысли	1	1
539	именно как	1	1
540	хотя оно	1	1
541	до сих	1	1
542	но собственно	1	1
543	нельзя сказать	1	1
544	говорить и	1	1
545	именно в	6	1
546	как же	1	1
547	по всей	2	1
548	себя и	2	1
549	его из	1	1
550	окружающего мира	1	1
551	ничем не	1	1
552	более того	1	1
553	не на	2	1
554	что несмотря	1	1
555	человеческой жизни	1	1
556	следующее место	1	1
557	его как	2	1
