N	2gram	Voloshinov_1	Myslijsy
1	то есть	1	34
2	потому что	4	33
3	то что	10	29
4	может быть	13	26
5	таким образом	21	24
6	в этом	13	23
7	в том	4	23
8	и в	15	23
9	и не	16	18
10	что в	6	17
11	при этом	7	15
12	только в	6	15
13	то же	7	14
14	в себе	4	14
15	как и	6	14
16	того что	2	14
17	так как	9	14
18	если бы	3	13
19	не было	4	12
20	а не	2	12
21	том что	5	12
22	не в	4	11
23	по себе	2	11
24	но и	4	11
25	не может	13	11
26	по отношению	11	10
27	не только	5	10
28	мы можем	12	10
29	тем что	1	10
30	что мы	2	10
31	и потому	8	10
32	между тем	2	9
33	мы не	4	8
34	то это	1	8
35	в своем	2	8
36	но в	9	8
37	было бы	6	8
38	тогда когда	1	8
39	о том	1	8
40	другими словами	3	8
41	сказать что	6	8
42	отношению к	9	8
43	и т	1	7
44	мы говорим	1	7
45	как в	3	7
46	с этим	6	7
47	что это	3	7
48	на то	1	7
49	в нем	4	7
50	что такое	3	7
51	мысли и	4	7
52	это не	2	7
53	и что	3	7
54	что и	2	7
55	вовсе не	2	7
56	могут быть	6	7
57	независимо от	1	6
58	и к	7	6
59	в которой	1	6
60	когда мы	1	6
61	мысль о	1	6
62	так и	10	6
63	заметить что	1	6
64	для того	1	6
65	в ряду	1	6
66	вместе с	4	6
67	и то	2	5
68	не то	1	5
69	один и	2	5
70	хотя и	1	5
71	бы и	2	5
72	как бы	11	5
73	так сказать	3	5
74	должно быть	2	5
75	по крайней	1	5
76	не менее	3	5
77	с ним	12	5
78	образом в	1	5
79	такие же	1	5
80	есть только	1	5
81	находится в	3	5
82	к нему	7	5
83	примыкает к	1	5
84	крайней мере	1	5
85	не можем	3	5
86	уже в	1	5
87	в его	9	5
88	для него	5	5
89	что же	4	5
90	слова и	2	5
91	этом случае	1	5
92	все это	5	5
93	тем более	1	5
94	а в	6	5
95	таким же	1	5
96	во всяком	4	5
97	а между	1	4
98	сам по	2	4
99	только потому	1	4
100	и о	3	4
