N	3gram	Bakhtin_sl_2	Istorich
1	и т д	2	16
2	в этих случаях	1	10
3	с другой стороны	1	8
4	во всех этих	1	6
5	всех этих случаях	1	6
6	не только в	2	5
7	о том что	1	5
8	с одной стороны	5	4
9	тем не менее	1	4
10	в том что	4	4
11	не может быть	15	3
12	даже там где	1	2
13	но и в	1	2
14	до сих пор	2	2
15	так и в	3	2
16	а в том	1	2
17	мы не можем	1	2
18	но все же	4	2
19	как и в	1	2
20	мы увидим что	1	2
21	хотя и не	1	1
22	с точки зрения	3	1
23	от него и	1	1
24	а не с	1	1
25	а не в	1	1
26	по отношению к	4	1
27	и может быть	1	1
28	и в особенности	2	1
29	для наших целей	1	1
30	он не только	1	1
31	дело не только	1	1
32	в этом случае	6	1
33	из самых распространенных	1	1
34	и как он	1	1
35	благоприятную почву для	1	1
36	в зависимости от	4	1
37	сама по себе	3	1
38	что он не	1	1
39	таким образом на	1	1
40	связанные с этим	1	1
41	если он остается	1	1
42	но все это	1	1
43	и т п	33	1
44	в большинстве случаев	5	1
45	именно так как	1	1
46	можем здесь входить	1	1
47	как мы уже	2	1
48	и не в	1	1
49	у него нет	2	1
50	говорит о том	1	1
51	в связи с	2	1
52	не можем здесь	1	1
53	не может и	1	1
54	зависимости от эпохи	1	1
55	в них не	1	1
56	человек и т	1	1
57	более или менее	2	1
58	при этом на	1	1
59	не в качестве	1	1
60	одна из форм	1	1
61	во франции в	2	1
62	создает благоприятную почву	1	1
63	того что говорят	1	1
64	конечно не в	1	1
65	все это не	1	1
66	она не может	1	1
67	уже не в	1	1
68	до xix века	1	1
69	как мы видели	1	1
70	мы видели что	1	1
