N	3gram	Vygotskiy__2	Problema
1	тем не менее	4	18
2	и т д	2	10
3	то же самое	6	9
4	и тем не	1	8
5	для того чтобы	13	8
6	в данном случае	4	8
7	на то что	6	8
8	сам по себе	4	7
9	ничего общего с	1	7
10	в этом смысле	1	6
11	в таком случае	1	6
12	то что мы	1	6
13	о том что	4	5
14	в том что	17	5
15	точно так же	3	4
16	на самом деле	5	4
17	не имеют ничего	1	4
18	только то что	1	4
19	в конце концов	3	4
20	в связи с	1	4
21	в то же	2	4
22	имеют ничего общего	1	4
23	что же касается	1	3
24	мы никогда не	1	3
25	более или менее	1	3
26	с точки зрения	10	3
27	до сих пор	5	3
28	и в других	1	3
29	сами по себе	3	3
30	указывает на то	2	3
31	в каком случае	1	3
32	во всяком случае	2	3
33	ни в каком	2	3
34	и тем самым	1	3
35	не только не	1	3
36	можно сказать что	1	3
37	с другой стороны	2	3
38	по этому поводу	1	3
39	по себе но	1	3
40	о том как	1	2
41	и того же	1	2
42	в этом случае	1	2
43	что иное как	1	2
44	случае не может	1	2
45	а только ее	1	2
46	в самом деле	11	2
47	свидетельствует о том	1	2
48	что она есть	1	2
49	по крайней мере	1	2
50	есть не что	1	2
51	в сознании и	2	2
52	и то что	2	2
53	так как он	1	2
54	и что в	2	2
55	так же как	4	2
56	а не только	1	2
57	в этой области	2	2
58	никогда не может	3	2
59	каком случае не	1	2
60	тем что в	1	2
61	не может быть	8	2
62	не имеет ничего	1	2
63	того или иного	2	2
64	не потому что	1	2
65	с тем что	3	2
66	и в самом	4	2
67	одного и того	1	2
68	не что иное	1	2
69	можно было бы	4	2
70	только потому что	2	2
71	подобно тому как	2	2
72	и в искусстве	1	2
73	может быть даже	1	2
74	и может быть	1	1
75	и все время	1	1
76	а между тем	1	1
77	а не к	1	1
78	в том насколько	1	1
79	вместе с тем	1	1
80	во что бы	1	1
81	само собой разумеется	1	1
82	в данный момент	1	1
83	все дело в	1	1
84	в чем же	1	1
85	то ни стало	1	1
86	однако уже и	1	1
87	и в первом	1	1
88	мыслей и чувств	1	1
89	он может быть	1	1
90	мы должны понимать	1	1
91	есть по преимуществу	1	1
92	сами того не	1	1
93	мы находим в	1	1
94	и во всех	1	1
95	далеко не всякое	1	1
96	не может прийти	1	1
97	что все эти	1	1
98	сознания то есть	1	1
99	в этом отношении	5	1
100	того и другого	2	1
101	к тому или	1	1
102	что это происходит	1	1
103	и т п	8	1
104	в сущности говоря	4	1
105	опыт показывает что	1	1
106	в основе своей	1	1
107	до наших дней	1	1
108	то это значит	1	1
109	то или иное	1	1
110	не то что	1	1
111	самом деле что	1	1
112	то что было	1	1
113	одно и то	1	1
114	что бы то	1	1
115	то время как	2	1
116	же как и	1	1
117	она является в	1	1
118	представляет из себя	1	1
119	и то же	1	1
120	как будто бы	1	1
121	и ничего не	1	1
122	в искусстве не	1	1
123	при этом что	1	1
124	же мы возьмем	1	1
125	это было бы	2	1
126	не значит что	1	1
127	ни на что	1	1
128	потому что она	2	1
129	так что исследователь	1	1
130	не могут быть	1	1
131	к той же	1	1
132	бы то ни	2	1
133	и так как	1	1
134	тем что его	2	1
135	и в том	2	1
136	связи с этим	1	1
137	самое и в	1	1
138	же самое и	1	1
139	и до наших	1	1
140	не было бы	1	1
141	мы получаем от	2	1
142	таким образом в	2	1
143	но только с	1	1
144	и эстетики и	1	1
145	то естественно что	1	1
146	то что для	1	1
147	потому что все	2	1
148	что в этой	2	1
149	заключается в том	10	1
150	в то время	3	1
151	может быть это	1	1
152	в том чтобы	3	1
153	дело не с	1	1
154	если же мы	2	1
155	ту же самую	2	1
156	к нему и	1	1
157	это значит что	2	1
158	если мы не	1	1
159	если мы станем	1	1
160	то есть как	2	1
161	ничего подобного нет	1	1
162	выходит за пределы	1	1
163	нам хотелось бы	1	1
164	тому или иному	2	1
165	образом свидетельствует о	1	1
166	том что все	1	1
167	может и не	1	1
168	именно в этой	1	1
169	то или другое	1	1
170	самих по себе	1	1
171	в другом случае	1	1
172	потому что если	1	1
173	к тому что	2	1
174	это то что	2	1
175	в том и	2	1
176	и что он	1	1
177	мы встречаемся с	1	1
178	что в них	1	1
179	никак не может	1	1
180	как и в	2	1
181	но еще не	1	1
182	явлений и фактов	1	1
