N	3gram	Ircho_Kome_2	Dialekti
1	с точки зрения	1	12
2	в том что	5	7
3	само по себе	1	5
4	то же время	3	4
5	можно было бы	2	4
6	с другой стороны	1	4
7	в то же	3	4
8	только потому что	2	3
9	более или менее	1	3
10	в этом смысле	2	3
11	что в нем	1	3
12	не может быть	1	3
13	той или иной	1	3
14	мы находим в	1	2
15	до сих пор	2	2
16	и в то	1	2
17	что он не	1	2
18	не было бы	1	2
19	и т п	2	2
20	точно так же	1	2
21	так как он	1	2
22	с одной стороны	2	2
23	в качестве примера	1	2
24	по сравнению с	1	2
25	во всяком случае	2	2
26	о чем другом	1	2
27	одна и та	1	2
28	и стало быть	1	2
29	о том что	4	2
30	мы можем сказать	1	2
31	можем сказать что	1	2
32	ни о чем	1	2
33	к тому что	2	2
34	в каждом из	1	2
35	и та же	1	2
36	и без нее	1	1
37	как например в	1	1
38	в голову не	1	1
39	в какой мере	1	1
40	в чем же	1	1
41	мы имеем дело	1	1
42	то время как	2	1
43	с их точки	2	1
44	пришли к выводу	1	1
45	в самом деле	1	1
46	так или иначе	3	1
47	и в голову	1	1
48	никому и в	1	1
49	что ни в	1	1
50	и еще более	1	1
51	только в том	1	1
52	могла идти речь	1	1
53	и вовсе не	1	1
54	все же это	1	1
55	ясно что это	1	1
56	ты мне не	1	1
57	голову не приходит	1	1
58	даже если она	1	1
59	в то время	3	1
60	в связи с	3	1
61	то что он	2	1
62	их точки зрения	2	1
63	в первую очередь	3	1
64	в разной степени	1	1
65	таким образом и	1	1
66	связи с этим	1	1
67	не больше того	1	1
68	никто не может	1	1
69	сих пор не	1	1
70	том что именно	1	1
71	мы убеждаемся в	1	1
72	одну из самых	1	1
73	то что не	1	1
74	с самого начала	1	1
75	хотя бы в	1	1
76	к выводу что	1	1
77	но никак не	1	1
78	но все же	1	1
79	что это не	1	1
80	идти речь о	1	1
81	друг от друга	1	1
82	в полной мере	1	1
83	имеется в виду	1	1
84	мы имели бы	1	1
85	тем не менее	1	1
86	друг с другом	2	1
87	для того чтобы	4	1
88	том что для	1	1
89	к тому же	10	1
