N	2gram	Potebnia_M_2	Literetu
1	а не	18	20
2	и в	24	19
3	может быть	23	17
4	то же	12	12
5	и не	19	11
6	как и	7	10
7	в том	18	10
8	но и	9	10
9	тогда как	10	9
10	в этом	8	9
11	состоит в	2	9
12	в то	6	9
13	же время	2	9
14	не может	12	9
15	не только	15	8
16	с другой	6	8
17	слова и	3	7
18	том что	8	7
19	так и	5	7
20	с одной	4	7
21	то что	20	7
22	и на	8	6
23	в себе	10	6
24	при этом	13	6
25	не менее	5	6
26	одной стороны	3	6
27	столь же	5	5
28	но не	12	5
29	он не	1	5
30	одна из	4	5
31	так в	4	5
32	для всех	1	5
33	у нас	2	5
34	то есть	30	5
35	того что	7	5
36	вместе с	11	5
37	я и	1	4
38	но тем	3	4
39	мы не	11	4
40	того же	14	4
41	по отношению	2	4
42	так что	10	4
43	человека в	3	4
44	для него	10	4
45	не в	13	4
46	в ней	3	4
47	в его	2	4
48	один из	2	4
49	и других	2	4
50	каждый из	1	4
51	тем что	7	4
52	прежде всего	7	4
53	другой стороны	2	4
54	жизни и	1	4
55	что в	16	4
56	одним из	1	3
57	и то	3	3
58	тем же	3	3
59	как я	1	3
60	во всех	7	3
61	как к	1	3
62	то и	9	3
63	в нем	9	3
64	в глазах	1	3
65	перестает быть	2	3
66	такой же	4	3
67	в их	1	3
68	том чтобы	1	3
69	с точки	1	3
70	тем самым	4	3
71	не столько	2	3
72	никогда не	4	3
73	ничего не	1	3
74	и его	2	3
75	в себя	2	3
76	не с	3	3
77	и с	1	3
78	быть может	7	3
79	в другом	2	3
80	но с	1	3
81	а в	8	3
82	так как	10	3
83	себе и	1	3
84	следует признать	1	3
85	и др	1	3
86	со стороны	3	3
87	не знали	2	3
88	в разговоре	2	3
89	а именно	1	3
90	но это	3	3
91	и для	3	3
92	и как	6	3
93	что он	4	3
94	от слова	3	3
95	как на	3	3
96	ту же	1	2
97	цели но	1	2
98	и т	6	2
99	и до	1	2
100	и за	1	2
101	той же	3	2
102	зависимость от	1	2
103	из своих	1	2
104	из того	1	2
105	к своему	1	2
106	но как	1	2
107	если в	3	2
108	очевидно что	3	2
109	в истории	1	2
110	все же	5	2
111	и наконец	1	2
112	но в	4	2
113	в противоположность	1	2
114	то в	1	2
115	в целом	3	2
116	в нашем	2	2
117	как он	4	2
118	о которой	3	2
119	и сам	1	2
120	подобно тому	4	2
121	на этом	2	2
122	одно и	2	2
123	в каждом	2	2
124	пути от	1	2
125	искусство не	1	2
126	в жизни	2	2
127	в них	5	2
128	с этой	1	2
129	с тем	4	2
130	а за	1	2
131	и еще	1	2
132	как бы	9	2
133	в такой	1	2
134	и без	1	2
135	не к	1	2
136	мысли и	1	2
137	что я	1	2
138	одном из	4	2
139	такую же	1	2
140	тем не	6	2
141	по крайней	5	2
142	то с	1	2
143	для кого	2	2
144	но только	2	2
145	могут быть	8	2
146	даже и	2	2
147	для того	5	2
148	с образом	1	2
149	для себя	1	2
150	в ее	1	2
151	это как	1	2
152	еще не	4	2
153	о том	5	2
154	и что	4	2
155	для нас	31	2
156	а потому	5	2
157	и только	6	2
158	крайней мере	5	2
159	не более	1	2
160	было бы	13	2
161	могло бы	1	2
162	тот же	5	2
163	в какой	2	2
164	друг друга	2	2
165	потому что	49	2
166	уже не	4	2
167	уже в	5	2
168	с другим	1	2
169	ни было	3	2
170	из них	5	2
171	одно из	3	2
172	не так	3	2
173	в одном	6	2
174	т п	3	2
175	что и	11	2
176	вовсе не	9	2
177	у него	2	2
178	существование в	1	2
179	я вижу	1	2
180	себя и	2	2
181	что не	5	2
182	не было	6	2
183	одновременно не	1	2
184	было сказано	1	2
185	могут служить	1	2
186	искусства то	1	2
187	не видит	1	2
188	как это	2	2
189	а если	1	2
190	тому как	4	2
191	это его	1	2
192	сравнении с	2	2
193	быть не	3	2
194	этом случае	1	2
195	а к	2	2
196	хотя бы	2	2
197	с ним	5	2
198	же в	5	2
199	из тех	1	2
200	в сравнении	2	2
201	сила и	1	2
202	себе не	4	2
203	в своих	1	2
204	все что	3	2
205	с новыми	1	1
206	знает как	1	1
207	отношения к	2	1
208	с принятой	1	1
209	в движение	2	1
210	но каждое	1	1
211	которого в	1	1
212	что слово	2	1
213	отношения между	2	1
214	если б	5	1
215	по которым	1	1
216	нас на	2	1
217	должна быть	1	1
218	нам быть	1	1
219	обойтись без	1	1
220	из всех	1	1
221	и само	1	1
222	как радость	1	1
223	как мы	1	1
224	что уже	1	1
225	на место	1	1
226	но даже	3	1
227	какого бы	1	1
228	процессов в	1	1
229	к общему	4	1
230	дает им	1	1
231	не от	5	1
232	бы то	1	1
233	в чем	7	1
234	его так	1	1
235	самом деле	2	1
236	нам его	1	1
237	б с	1	1
238	сознания не	1	1
239	отличие от	1	1
240	жизни все	1	1
241	обнаруживается при	1	1
242	за пределы	2	1
243	относится к	3	1
244	которые не	3	1
245	это самое	2	1
246	общего с	2	1
247	как в	10	1
248	однороден с	1	1
249	по которому	1	1
