N	2gram	Losev_Vlad_2	Istorich
1	что он	13	24
2	и т	1	19
3	не только	12	18
4	т д	1	18
5	может быть	7	17
6	мы имеем	1	15
7	и в	30	15
8	никогда не	7	15
9	так как	5	14
10	но и	8	14
11	так же	4	13
12	что в	12	12
13	то что	20	12
14	а в	11	12
15	в этом	20	11
16	об этом	6	11
17	в этих	4	11
18	мы знаем	4	11
19	и не	18	11
20	то же	4	10
21	что они	1	10
22	его в	4	10
23	еще не	1	9
24	все же	9	9
25	с тем	2	9
26	и здесь	1	9
27	потому что	9	9
28	он не	4	8
29	связи с	8	8
30	мы увидим	1	8
31	очень много	2	8
32	в нем	4	7
33	таким образом	3	7
34	том что	12	7
35	не в	9	7
36	ничего не	2	7
37	вместе с	8	7
38	сих пор	1	7
39	мы здесь	1	6
40	то это	4	6
41	но в	8	6
42	что это	4	6
43	лес и	1	6
44	и что	5	6
45	в его	11	6
46	что и	3	6
47	мы уже	2	6
48	так что	5	6
49	до сих	1	6
50	наряду с	2	6
51	как бы	5	6
52	в том	18	6
53	только в	6	6
54	точно так	3	6
55	и есть	2	5
56	как в	3	5
57	с этим	5	5
58	и наконец	4	5
59	что она	1	5
60	но все	2	5
61	было бы	9	5
62	этого не	2	5
63	здесь можно	2	5
64	можно найти	1	5
65	в котором	5	5
66	в русской	1	5
67	на него	1	5
68	можно было	2	5
69	так и	5	5
70	она не	2	5
71	к нему	2	5
72	в одном	1	5
73	прежде всего	6	5
74	представления о	1	5
75	а не	7	5
76	в связи	8	5
77	не может	9	5
78	этом случае	1	5
79	к тому	2	5
80	что эти	2	4
81	увидим ниже	2	4
82	в ней	4	4
83	и на	4	4
84	только после	2	4
85	в себе	6	4
86	все эти	5	4
87	в этой	4	4
88	три года	2	4
89	при этом	5	4
90	после этого	1	4
91	и с	14	4
92	не будем	1	4
93	но он	3	4
94	но они	1	4
95	дело не	1	4
96	того как	2	4
97	для нас	7	4
98	очень часто	1	4
99	о нем	2	4
100	другими словами	5	4
101	что здесь	1	4
102	пока не	1	4
103	его и	2	4
104	у него	19	4
105	тем что	1	4
106	и др	1	4
107	но это	4	4
108	мы должны	4	4
109	к этой	2	4
110	и другие	1	4
111	они не	1	4
112	мы не	2	3
113	дать ему	1	3
114	он был	6	3
115	когда он	1	3
116	он в	1	3
117	из этих	3	3
118	право на	1	3
119	в очень	3	3
120	как он	2	3
121	на то	2	3
122	всех этих	3	3
123	здесь мы	3	3
124	в работе	2	3
125	должен был	3	3
126	он и	3	3
127	хотя в	1	3
128	не мог	8	3
129	я его	3	3
130	в их	2	3
131	выше мы	1	3
132	что после	1	3
133	что этот	1	3
134	и его	6	3
135	как будто	2	3
136	и это	3	3
137	но по	2	3
138	в каких	2	3
139	в себя	1	3
140	так в	1	3
141	о том	4	3
142	после того	2	3
143	раньше чем	1	3
144	а именно	6	3
145	если это	1	3
146	и она	2	3
147	того что	5	3
148	в качестве	1	3
149	же и	2	3
150	что мы	1	3
151	эти слова	1	3
152	как это	7	3
153	все это	5	3
154	между прочим	7	3
155	и ушел	1	3
156	уже на	3	3
157	но если	1	3
158	можно привести	1	3
159	также что	2	2
160	например в	1	2
161	самом деле	1	2
162	так у	1	2
163	в состояние	1	2
164	и для	3	2
165	в сущности	2	2
166	что иное	1	2
167	я не	4	2
168	хотя бы	3	2
169	и то	5	2
170	в которых	1	2
171	иное как	1	2
172	во всех	3	2
173	важно отметить	1	2
174	но не	3	2
175	не все	1	2
176	не просто	1	2
177	в поисках	1	2
178	его на	3	2
179	некоторое время	1	2
180	перед нами	1	2
181	ясно и	1	2
182	но его	2	2
183	к чему	1	2
184	в которой	4	2
185	это за	2	2
186	возможно что	2	2
187	тому же	1	2
188	не могла	2	2
189	на его	4	2
190	главным образом	1	2
191	вера в	2	2
192	так сказать	1	2
193	и если	4	2
194	и по	2	2
195	и может	2	2
196	из них	1	2
197	той же	4	2
198	его не	2	2
199	это не	2	2
200	есть и	2	2
201	в жизни	1	2
202	ни в	7	2
203	как и	5	2
204	мы видели	2	2
205	такой же	1	2
206	нисколько не	2	2
207	со мной	1	2
208	во время	1	2
209	и ее	1	2
210	не столько	3	2
211	представление о	1	2
212	он дает	2	2
213	превращения в	1	2
214	их в	2	2
215	отправляется в	1	2
216	случае мы	1	2
217	с которой	2	2
218	почти никогда	1	2
219	самого начала	1	2
220	тогда и	2	2
221	на котором	2	2
222	учитель и	1	2
223	в русском	2	2
224	здесь нет	1	2
225	кроме того	9	2
226	только с	1	2
227	когда ему	1	2
228	когда мы	3	2
229	и вполне	3	2
230	не говорится	2	2
231	того чтобы	2	2
232	в виду	2	2
233	здесь не	4	2
234	совершенно ясно	1	2
235	уже с	1	2
236	с самого	1	2
237	на нее	1	2
238	на вопрос	1	2
239	а также	10	2
240	в изложении	1	2
241	также в	1	2
242	к ней	3	2
243	в него	1	2
244	оказывается что	1	2
245	дней и	1	2
246	но с	1	2
247	он стал	1	2
248	можно установить	1	2
249	уже в	3	2
250	а то	2	2
