N	3gram	Tiupa_Lite_2	Psycholo
1	и т п	2	15
2	в том что	5	9
3	не может быть	7	8
4	в том чтобы	3	7
5	о том что	2	7
6	не в том	1	5
7	этой точки зрения	1	5
8	подобно тому как	2	5
9	с другой стороны	4	5
10	с одной стороны	6	5
11	для того чтобы	1	5
12	с этой точки	1	4
13	в отличие от	1	3
14	в сущности говоря	1	3
15	в конце концов	1	3
16	не только не	1	3
17	в конечном счете	5	3
18	все то что	1	3
19	состоит в том	4	2
20	то же самое	1	2
21	мы не можем	1	2
22	с точки зрения	3	2
23	в этом отношении	3	2
24	в области искусства	2	2
25	вместе с тем	1	2
26	тех или иных	1	2
27	в целом ряде	1	2
28	а в том	1	2
29	произведение искусства есть	1	2
30	в одном из	1	2
31	то есть в	1	2
32	на самом деле	1	2
33	тем не менее	2	2
34	и в сущности	1	1
35	такой же мере	1	1
36	тех пор пока	1	1
37	в основе своей	1	1
38	мы имеем дело	1	1
39	но то что	1	1
40	в том числе	2	1
41	искусство в том	1	1
42	одной стороны и	1	1
43	и в полном	1	1
44	он не может	1	1
45	с тем чтобы	1	1
46	так как у	1	1
47	привносит от себя	1	1
48	и то что	1	1
49	едва ли не	4	1
50	в себя и	1	1
51	в действительности же	1	1
52	и то же	2	1
53	и не было	1	1
54	себе а в	1	1
55	не могут быть	1	1
56	приводит к тому	1	1
57	в такой же	1	1
58	это и не	1	1
59	речь идет о	3	1
60	принципиальное различие между	1	1
61	только то что	1	1
62	идет не только	1	1
63	до тех пор	1	1
64	имел в виду	1	1
65	в свою очередь	1	1
66	поскольку речь идет	2	1
67	одно и то	2	1
68	том числе и	1	1
