N	3gram	Losev_Dial_1	PoTuStor
1	с точки зрения	12	6
2	на самом деле	2	4
3	с самого начала	1	4
4	в чем не	1	3
5	в этом смысле	3	3
6	до сих пор	2	3
7	по крайней мере	4	3
8	по сравнению с	2	3
9	во всяком случае	2	3
10	не может быть	3	3
11	ни в чем	2	3
12	можно сказать что	3	3
13	и может быть	1	2
14	в нем нет	3	2
15	в самом деле	1	2
16	о том что	2	2
17	мы можем сказать	2	2
18	и в этом	3	2
19	нечего и говорить	1	2
20	не нуждается в	3	2
21	свое отношение к	1	1
22	теперь мы должны	1	1
23	уже знаем что	1	1
24	и не должна	2	1
25	то что я	2	1
26	ничего не говорит	4	1
27	его жизни в	1	1
28	дело в том	1	1
29	говорит и о	1	1
30	не лучше ли	2	1
31	но даже и	1	1
32	то же самое	1	1
33	сознания ни в	1	1
34	с теми которые	1	1
35	ни в коем	1	1
36	и та же	2	1
37	в этом отношении	2	1
38	можно было бы	4	1
39	свой смысл и	1	1
40	именно то что	1	1
41	она может быть	1	1
42	вопрос можно ли	1	1
43	и вот она	1	1
44	в коем случае	1	1
45	так как он	2	1
46	это быть может	1	1
47	с одной стороны	2	1
48	может быть очень	1	1
49	и об его	2	1
50	ничего общего не	1	1
51	в связи с	1	1
52	как один из	2	1
53	однако сказать что	1	1
54	с ним и	1	1
55	сказать что эти	1	1
56	в этом и	1	1
57	а на самом	1	1
58	же самое и	1	1
59	в том что	7	1
60	ли все это	1	1
61	и ни в	2	1
62	вместе с ним	1	1
63	не говорит и	1	1
64	это и есть	2	1
65	связи с этим	1	1
66	одна и та	2	1
67	что иное как	1	1
68	есть прежде всего	1	1
69	таким образом и	1	1
70	не что иное	1	1
71	но мы уже	1	1
72	друг с другом	1	1
73	мы уже знаем	1	1
74	сравнению с ней	1	1
75	для того чтобы	1	1
76	на первый взгляд	1	1
77	можем сказать что	2	1
78	и можно сказать	1	1
79	той или иной	3	1
