N	3gram	Bakhtin_Pr_4	KFilosof
1	по отношению к	5	21
2	не может быть	8	11
3	с точки зрения	9	10
4	единого и единственного	1	8
5	в котором он	1	3
6	в этом смысле	2	3
7	между тем как	1	3
8	а не я	1	2
9	в этом его	1	2
10	имеем в виду	3	2
11	к себе как	1	2
12	то же время	5	2
13	той или иной	2	2
14	в то же	5	2
15	в том что	2	2
16	но прежде всего	1	1
17	не может не	1	1
18	а следовательно и	2	1
19	нет и не	2	1
20	и совершенно не	1	1
21	ровно ничего не	1	1
22	в средние века	1	1
23	и в каких	1	1
24	в том же	1	1
25	людей и их	1	1
26	себе как к	1	1
27	пространства и времени	1	1
28	как если бы	2	1
29	как необходимый момент	1	1
30	точки зрения его	1	1
31	а не к	1	1
32	оно должно быть	2	1
33	не было и	1	1
34	рядом с собой	2	1
35	это в корне	1	1
36	и во всех	1	1
37	в его конкретной	1	1
38	хотя бы и	1	1
39	ведь это не	1	1
40	слово может быть	2	1
41	и не в	2	1
42	может быть и	1	1
43	только в себе	1	1
44	и в то	1	1
45	не совпадает с	1	1
46	но в то	2	1
47	там где есть	1	1
48	а не как	1	1
49	мы будем говорить	1	1
50	в нем не	1	1
51	дело в том	2	1
52	во всяком случае	1	1
53	вместо того чтобы	1	1
54	бы не было	1	1
55	не в одном	1	1
56	бы оно было	1	1
57	пространственную и временную	1	1
58	как и всякое	1	1
59	в значительной степени	1	1
60	пространство и время	1	1
61	здесь вовсе не	1	1
62	что может быть	1	1
63	никогда не может	1	1
64	в его мире	1	1
65	в его собственном	1	1
66	но в этом	1	1
67	и не знает	1	1
68	и все остальные	1	1
69	не в этом	1	1
70	все в этом	1	1
71	если бы не	1	1
72	не я и	1	1
73	в большинстве случаев	8	1
74	в этом последнем	1	1
75	к тому что	1	1
76	конечно не в	2	1
77	в себя как	1	1
78	не о том	1	1
79	если бы оно	1	1
80	слово не только	1	1
81	и в нем	1	1
82	дело не в	1	1
83	во всех его	2	1
84	в нем эта	1	1
85	а именно в	1	1
86	времени и пространства	1	1
