N	2gram	Tiupa_Anal_1	VeschiIm
1	не есть	8	49
2	не может	22	33
3	не только	15	31
4	может быть	29	29
5	и не	21	28
6	и в	18	26
7	вещи и	1	24
8	то что	6	24
9	и есть	3	23
10	и т	3	21
11	а не	17	20
12	не просто	2	18
13	только в	6	14
14	по себе	4	13
15	и что	1	13
16	того что	4	13
17	и то	2	12
18	есть не	8	12
19	все же	4	12
20	вещи но	1	12
21	в себя	6	12
22	что это	1	12
23	было бы	2	12
24	и ее	1	12
25	но и	17	12
26	таким образом	3	11
27	что же	2	11
28	и больше	1	10
29	то же	9	10
30	есть нечто	1	10
31	в ней	1	10
32	не значит	1	10
33	как бы	5	10
34	потому что	2	10
35	уже не	4	10
36	что мы	3	10
37	предполагает что	1	9
38	бы то	3	9
39	в самом	6	9
40	то ни	3	9
41	и с	2	9
42	в том	27	9
43	что не	3	9
44	прежде всего	6	9
45	ни было	4	9
46	что иное	5	8
47	иное как	5	8
48	в вещи	1	8
49	в себе	11	8
50	смысл и	3	8
51	ничего не	1	8
52	себя и	4	8
53	она есть	2	8
54	но это	1	8
55	не что	4	8
56	также и	2	7
57	в этом	13	7
58	не будет	3	7
59	его в	1	7
60	с другими	4	7
61	том что	12	7
62	в то	9	7
63	со своим	1	7
64	что оно	1	7
65	как с	1	7
66	себя в	6	7
67	так как	2	7
68	как раз	1	7
69	смысла и	3	7
70	если оно	1	7
71	совершенно не	1	7
72	со стороны	2	6
73	и как	5	6
74	но в	8	6
75	одно и	1	6
76	точки зрения	6	6
77	по крайней	1	6
78	с ним	4	6
79	оно есть	1	6
80	отличается от	2	6
81	вещь но	1	6
82	должно быть	2	6
83	и только	1	6
84	крайней мере	1	6
85	так что	1	6
86	ни с	3	6
87	для него	2	6
88	в результате	1	6
89	жизни и	1	6
90	что в	5	6
91	того же	4	5
92	и до	2	5
93	в сущности	6	5
94	на себя	2	5
95	в чем	1	5
96	но не	10	5
97	отнюдь не	15	5
98	как к	2	5
99	вещи или	1	5
100	должна быть	1	5
101	это не	6	5
102	с тем	1	5
103	не в	14	5
104	есть всегда	1	5
105	в отношении	1	5
106	не менее	1	5
107	одна из	1	5
108	для себя	2	5
109	свою очередь	1	5
110	в ее	1	5
111	если бы	3	5
112	для этого	2	5
113	еще не	3	5
114	или не	2	5
115	что для	1	5
116	ни на	1	5
117	с этой	1	5
118	и для	1	5
119	из себя	1	5
120	а в	9	5
121	в свою	1	5
122	явления и	1	4
123	собственном смысле	1	4
124	мы не	1	4
125	я не	1	4
126	как я	1	4
127	в их	5	4
128	вещь в	1	4
129	во всех	1	4
130	нет и	2	4
131	независимо от	1	4
132	его на	1	4
133	однако не	3	4
134	есть вещь	2	4
135	же не	1	4
136	не предполагает	2	4
137	как и	13	4
138	между собою	1	4
139	с точки	4	4
140	и более	4	4
141	же время	6	4
142	должен быть	6	4
143	и о	2	4
144	то или	1	4
145	если вещь	1	4
146	о том	5	4
147	определенным образом	1	4
148	с другой	4	4
149	что и	3	4
150	быть и	1	4
151	оно и	1	4
152	то и	1	4
153	из них	2	4
154	бытия и	2	4
155	и даже	1	4
156	даже не	1	4
157	знания и	1	4
158	и потому	2	4
159	в данном	2	4
160	быть не	3	4
161	вы говорите	1	4
162	и все	3	4
163	собственно говоря	4	4
164	требует чтобы	1	4
165	между ними	1	4
166	оно не	1	4
167	себя как	1	3
168	сам по	1	3
169	самом деле	2	3
170	отношения к	2	3
171	мы имеем	6	3
172	вопрос о	2	3
173	из того	4	3
174	более или	1	3
175	вопроса о	3	3
176	в нем	3	3
177	в понятии	1	3
178	подобно тому	3	3
179	на этом	2	3
180	могла бы	3	3
181	вещь может	2	3
182	реальности и	2	3
183	несмотря на	2	3
184	и тогда	2	3
185	или менее	1	3
186	отрыве от	2	3
187	в своей	6	3
188	их в	1	3
189	тогда когда	2	3
190	в основе	6	3
191	того чтобы	3	3
192	к себе	1	3
193	к тому	7	3
194	на это	1	3
195	можно и	1	3
196	в собственном	3	3
197	и сам	2	3
198	понимание и	1	3
199	так и	4	3
200	можно сказать	2	3
201	один из	2	3
202	в отрыве	2	3
203	тот же	1	3
204	что он	3	3
205	но как	1	3
206	но то	1	3
207	только на	1	3
208	мы находим	1	3
209	в одном	1	3
210	отношение к	2	3
211	принципиально не	3	3
212	никогда не	2	3
213	а с	3	3
214	вместе с	4	3
215	что именно	2	3
216	в той	8	3
217	тому как	3	3
218	да и	1	3
219	она должна	1	3
220	она может	3	3
221	себя самого	1	3
222	тем более	2	3
223	хотя бы	3	3
224	я в	3	3
225	с самим	1	3
226	как это	1	2
227	есть сама	1	2
228	в первом	2	2
229	обойтись без	1	2
230	мы уже	1	2
231	той же	2	2
232	как мы	2	2
233	человека и	1	2
234	оба эти	1	2
235	своей собственной	1	2
236	бы ни	2	2
237	быть понято	1	2
238	мы будем	1	2
239	а только	1	2
240	не все	2	2
241	тогда как	14	2
242	тут же	1	2
243	и таким	1	2
244	есть предмет	1	2
245	как в	1	2
246	моментов а	1	2
247	что ее	1	2
248	бы я	1	2
249	я должен	1	2
250	то в	2	2
251	только один	1	2
252	если он	1	2
253	он не	3	2
254	как личность	2	2
255	для того	4	2
256	в силу	3	2
257	но все	1	2
258	а затем	1	2
259	и может	1	2
