N	2gram	Propp_Isto_5	FransuaR
1	и в	25	41
2	в преисподнюю	4	21
3	таким образом	9	19
4	в этом	10	15
5	как и	7	14
6	и все	3	14
7	то же	4	13
8	все эти	8	13
9	в этой	3	13
10	мы уже	4	12
11	в его	12	12
12	в себе	1	11
13	как мы	5	11
14	в том	6	11
15	прежде всего	6	11
16	в то	3	10
17	никто не	3	10
18	все это	4	10
19	в своем	1	9
20	не в	6	9
21	же время	1	9
22	и его	9	9
23	в качестве	7	9
24	но и	13	9
25	что в	8	9
26	но в	1	8
27	в конце	1	8
28	то что	7	8
29	и от	1	8
30	по существу	2	8
31	в нем	7	7
32	вовсе не	2	7
33	как бы	2	7
34	и не	11	7
35	о том	7	6
36	мы видим	8	6
37	только в	7	6
38	это не	6	6
39	для него	1	6
40	у него	2	6
41	все они	1	6
42	как в	6	5
43	и к	1	5
44	не только	13	5
45	на этом	3	5
46	мы видели	7	5
47	точки зрения	2	5
48	того как	4	5
49	потому что	7	5
50	и это	4	5
51	в ней	5	5
52	к нему	3	5
53	на одном	2	5
54	и у	1	5
55	уже в	2	5
56	что и	6	5
57	вместе с	22	5
58	так же	5	5
59	и для	2	5
60	в другое	1	5
61	а в	3	5
62	к этому	2	5
63	на место	1	4
64	место в	1	4
65	и на	8	4
66	целый ряд	1	4
67	и наконец	1	4
68	та же	1	4
69	что это	5	4
70	он не	4	4
71	но все	5	4
72	и с	3	4
73	на этой	4	4
74	том что	8	4
75	но он	2	4
76	одна из	2	4
77	ничего не	2	4
78	в виду	1	4
79	в образе	5	4
80	и здесь	7	4
81	после того	3	4
82	уже говорили	1	4
83	может быть	17	4
84	в более	3	4
85	было бы	1	4
86	мира и	1	4
87	все что	1	4
88	том числе	1	4
89	этом свете	1	3
90	например в	5	3
91	он может	2	3
92	и есть	1	3
93	с точки	1	3
94	проникает в	1	3
95	той же	1	3
96	я не	1	3
97	на них	2	3
98	во всех	2	3
99	совсем не	1	3
100	путь в	1	3
101	его к	3	3
102	от этого	4	3
103	при этом	1	3
104	и по	2	3
105	в нее	6	3
106	связанные с	2	3
107	его в	9	3
108	это одна	2	3
109	несмотря на	2	3
110	во время	7	3
111	в своей	2	3
112	таким же	2	3
113	в их	1	3
114	оказывается что	2	3
115	тем самым	1	3
116	не имеет	1	3
117	тем что	10	3
118	как о	1	3
119	очень часто	1	3
120	с образом	1	3
121	свою очередь	1	3
122	смерти в	1	3
123	что у	4	3
124	так много	1	3
125	иногда в	1	3
126	связанных с	1	3
127	преисподнюю и	1	3
128	о нем	3	3
129	все его	2	3
130	в форме	3	3
131	в свете	3	3
132	преисподнюю в	1	3
133	в формах	2	3
134	что он	22	3
135	из них	2	3
136	в одном	1	3
137	в землю	2	3
138	так как	11	3
139	не было	1	3
140	но есть	2	3
141	в руках	1	3
142	не может	6	3
143	видели в	1	3
144	и потому	2	3
145	в это	2	3
146	такой же	2	3
147	но это	7	3
148	в свою	3	3
149	не знает	1	3
150	которым он	1	3
