N	2gram	Voloshinov_1	Problema
1	и в	38	44
2	вовсе не	2	37
3	и не	14	35
4	не есть	1	35
5	то есть	4	34
6	может быть	13	28
7	по себе	1	25
8	потому что	5	25
9	не просто	2	23
10	то что	8	23
11	в том	2	21
12	только в	6	19
13	а не	6	18
14	в этом	10	17
15	также и	2	16
16	если мы	4	16
17	даже и	2	16
18	для нас	3	16
19	сказать что	3	16
20	когда мы	6	15
21	художественного произведения	1	14
22	и то	3	14
23	не только	27	14
24	и даже	3	14
25	то же	14	13
26	не в	6	13
27	но в	5	12
28	том что	3	12
29	той или	3	12
30	так что	1	12
31	не является	5	11
32	отнюдь не	10	10
33	так и	6	10
34	как и	10	10
35	тем не	1	10
36	не менее	1	10
37	у нас	4	10
38	в виду	3	10
39	но и	13	10
40	в нем	4	9
41	и с	5	9
42	это не	3	9
43	и тем	6	9
44	в то	9	9
45	и это	7	9
46	никак не	1	9
47	в его	6	9
48	что и	3	9
49	что он	2	9
50	как нечто	2	9
51	так как	7	9
52	как бы	28	9
53	же самое	5	9
54	таким образом	7	9
55	и от	7	9
56	смысле слова	1	8
57	перед нами	3	8
58	в себе	9	8
59	он не	2	8
60	было бы	7	8
61	ни в	1	8
62	но это	2	8
63	и вообще	2	8
64	как раз	1	8
65	связи с	3	8
66	как мы	9	8
67	здесь не	2	8
68	того что	4	8
69	при помощи	1	8
70	или иной	4	8
71	что же	8	8
72	художественное произведение	1	8
73	что мы	11	8
74	что в	1	8
75	это и	1	7
76	мы не	9	7
77	в связи	2	7
78	на самом	3	7
79	все эти	2	7
80	мы должны	10	7
81	вещи и	1	7
82	с ним	2	7
83	и что	1	7
84	с другой	1	7
85	уже не	4	7
86	еще и	2	7
87	не может	12	7
88	и потому	2	7
89	здесь только	1	7
90	в целом	4	6
91	все же	7	6
92	и к	4	6
93	о том	4	6
94	и если	1	6
95	ясно что	2	6
96	того или	5	6
97	но если	1	6
98	никогда не	7	6
99	для этого	1	6
100	другими словами	7	6
101	можно сказать	4	6
102	мы можем	7	6
103	нет ничего	2	6
104	в виде	1	6
105	жизни и	3	6
106	и есть	1	5
107	есть не	2	5
108	еще не	3	5
109	значение и	1	5
110	за пределы	1	5
111	в своем	1	5
112	хотя и	3	5
113	в нашем	5	5
114	с тем	8	5
115	и сам	2	5
116	точки зрения	10	5
117	в своей	2	5
118	нас не	2	5
119	является только	1	5
120	тем самым	7	5
121	тех или	4	5
122	и его	7	5
123	и о	1	5
124	в ней	8	5
125	и здесь	3	5
126	крайней мере	1	5
127	с той	1	5
128	только на	3	5
129	гораздо более	2	5
130	или даже	2	5
131	в конце	6	5
132	не было	2	5
133	по крайней	1	5
134	этом случае	3	5
135	так же	4	5
136	как в	2	5
137	да и	4	5
138	этого слова	3	5
139	все это	4	5
140	собственно говоря	1	5
141	а в	5	5
142	с ней	2	5
143	другой стороны	1	5
144	состоит из	1	5
145	в таком	1	5
146	не что	4	4
147	не имеют	1	4
148	мы уже	10	4
149	что иное	2	4
150	но даже	2	4
151	иное как	2	4
152	в чем	1	4
153	но как	2	4
154	при этом	9	4
155	данного слова	1	4
156	на первый	1	4
157	и без	4	4
158	самое время	2	4
159	тому что	5	4
160	раз и	1	4
161	нет никакого	1	4
162	и является	5	4
163	или иных	3	4
164	в ее	3	4
165	языка и	4	4
166	можно было	4	4
167	мы в	3	4
168	всякого рода	1	4
169	же и	1	4
170	совсем другое	1	4
171	никакого отношения	1	4
172	тем что	2	4
173	это будет	1	4
174	на этот	1	4
175	знака и	1	4
176	ни от	1	4
177	или в	2	4
178	совершенно не	3	4
179	же самой	2	4
180	в каком	2	4
181	отношения к	3	3
182	же как	1	3
183	то в	1	3
184	и больше	2	3
185	говорить о	1	3
186	это же	2	3
187	там и	1	3
188	но не	2	3
189	знак и	2	3
190	уже как	1	3
191	знака с	1	3
192	в художественном	1	3
193	кроме того	2	3
194	и как	9	3
195	в самом	4	3
196	что это	4	3
197	в этой	6	3
198	на то	1	3
199	конце концов	3	3
200	что у	3	3
201	содержит в	1	3
202	одно и	4	3
203	но все	4	3
204	художественным произведением	1	3
205	об этом	3	3
206	его в	4	3
207	с другими	2	3
208	только о	1	3
209	но уже	1	3
210	он является	1	3
211	все равно	1	3
212	и тоже	1	3
213	и тогда	2	3
214	не значит	1	3
215	что такое	4	3
216	бы к	1	3
217	в которых	2	3
218	но эта	2	3
219	же такое	2	3
220	теми или	1	3
221	в таких	1	3
222	является чем-то	1	3
223	человека но	1	3
224	знаком и	1	3
225	та или	1	3
226	ничего не	8	3
227	находятся в	1	3
228	или иная	1	3
229	с соответствующим	1	3
230	как будто	1	3
231	именно потому	1	3
232	если его	1	3
233	и такие	1	3
234	как только	4	3
235	для его	1	3
236	если же	1	3
237	она не	1	3
238	на нечто	1	3
239	без всякого	1	3
240	то или	4	3
241	с самим	2	3
242	с собой	2	3
243	когда в	1	3
244	если бы	4	3
245	каждый раз	1	3
246	или как	6	3
247	может иметь	1	3
248	не так	3	3
249	этот вопрос	2	3
250	не мешает	1	3
251	в качестве	4	3
252	самом деле	4	3
253	есть в	1	3
254	указания на	1	3
255	уже в	5	3
256	для него	3	3
257	могло бы	1	3
258	само по	1	3
259	мы возьмем	1	3
260	здесь в	1	3
261	что для	1	3
262	прежде всего	21	3
263	именно так	1	3
264	его как	1	3
265	если не	3	3
266	но оно	1	3
267	ни на	3	3
268	в той	5	3
269	в тех	3	3
270	знак как	1	3
271	с этой	1	3
272	слова и	5	3
273	в любом	1	3
274	это уже	1	3
275	и все	4	3
276	и ни	2	3
277	тем более	1	3
278	ни к	2	3
279	хотя бы	18	3
280	будто бы	1	3
281	же в	1	3
282	но вот	3	3
283	понимать как	1	3
284	мы начинаем	1	3
285	или иного	5	3
286	и другие	1	3
287	к тому	4	3
288	относится и	1	2
289	того же	1	2
290	только потому	2	2
291	что смысл	1	2
292	и до	1	2
293	его не	2	2
294	мы имеем	2	2
295	этот предмет	1	2
296	только благодаря	2	2
297	быть в	1	2
298	не был	1	2
299	во всех	6	2
300	эту действительность	1	2
301	самым мы	1	2
302	то он	3	2
303	мы будем	6	2
304	не то	1	2
305	и будет	1	2
306	мы сейчас	1	2
307	или иное	4	2
308	первый взгляд	1	2
