N	2gram	Vygotskiy__1	DiskursI
1	в себе	4	19
2	при этом	19	17
3	в этом	12	16
4	как и	16	16
5	состоит в	3	16
6	и в	31	16
7	в качестве	2	16
8	может быть	22	16
9	и не	16	15
10	а не	13	14
11	отличие от	4	12
12	то есть	26	12
13	в отличие	3	12
14	в частности	3	12
15	тогда как	1	11
16	но в	3	11
17	представляет собой	2	11
18	в мире	1	11
19	но и	2	11
20	со стороны	4	10
21	не только	13	10
22	том что	16	10
23	своего рода	1	10
24	так и	3	9
25	не может	17	9
26	как в	9	8
27	в том	30	8
28	а также	1	8
29	но не	3	7
30	в лирике	1	7
31	в нем	2	7
32	ни в	9	7
33	не менее	2	7
34	прежде всего	4	7
35	то же	5	6
36	еще не	1	6
37	с его	1	6
38	отнюдь не	6	6
39	все же	5	6
40	в своей	3	6
41	тем самым	2	6
42	в своих	4	6
43	и на	1	5
44	в своем	3	5
45	в то	5	5
46	с другой	5	5
47	что в	23	5
48	для него	1	5
49	то что	32	5
50	а с	1	5
51	в рассказе	1	4
52	и то	2	4
53	в этой	3	4
54	роль в	3	4
55	человека в	1	4
56	в основе	2	4
57	потому что	10	4
58	этом отношении	2	4
59	о том	7	4
60	в пределах	1	4
61	одного из	1	4
62	с одной	5	4
63	одно из	2	4
64	в одном	2	4
65	одной стороны	6	4
66	как бы	5	4
67	не является	5	4
68	точки зрения	15	4
69	к этому	4	4
70	например в	3	3
71	и ее	1	3
72	принадлежит к	1	3
73	столь же	4	3
74	к жизни	2	3
75	перед нами	1	3
76	и как	2	3
77	и наконец	1	3
78	из этих	6	3
79	он не	3	3
80	из виду	2	3
81	не следует	1	3
82	подход к	1	3
83	и может	2	3
84	его в	2	3
85	это не	1	3
86	соответствии с	1	3
87	ведет к	1	3
88	одного и	2	3
89	в этих	4	3
90	в котором	4	3
91	одном из	2	3
92	не в	11	3
93	могут быть	11	3
94	мысль о	1	3
95	приводит к	2	3
96	мире в	1	3
97	для элегии	1	3
98	в его	6	3
99	но она	1	3
100	только в	14	3
101	и его	7	3
102	уже не	2	3
103	из них	2	3
104	в них	2	3
105	из двух	1	3
106	здесь в	1	3
107	не было	3	3
108	было в	1	3
109	в творчестве	1	3
110	как будто	5	3
111	иначе говоря	5	3
112	можно сказать	1	3
113	но это	3	3
114	и того	1	3
115	и все	5	3
116	жизни в	1	3
117	жизни и	3	3
118	как на	3	3
119	же как	4	2
120	того же	2	2
121	и это	3	2
122	идет о	2	2
123	по преимуществу	1	2
124	той же	3	2
125	совпадает с	4	2
126	в ней	1	2
127	мы имеем	4	2
128	время в	1	2
129	всякий раз	8	2
130	отношение к	2	2
131	стороны и	3	2
132	что как	1	2
133	как уже	1	2
134	в целом	5	2
135	вследствие этого	1	2
136	по словам	1	2
137	должна быть	3	2
138	не к	1	2
139	с таким	11	2
140	у пушкина	3	2
141	подобно тому	5	2
142	что ни	1	2
143	является не	1	2
144	заключает в	1	2
145	одно и	1	2
146	и с	2	2
147	на почве	2	2
148	должно быть	1	2
149	такой же	2	2
150	все это	8	2
151	с точки	2	2
152	пока еще	1	2
153	их в	2	2
154	дело в	1	2
155	никогда не	8	2
156	того и	1	2
157	и другого	2	2
158	сводится к	1	2
159	что на	3	2
160	в области	11	2
161	с их	1	2
162	для себя	1	2
163	но при	1	2
164	в себя	2	2
165	в лирическом	2	2
166	времени и	1	2
167	живет в	1	2
168	в результате	4	2
169	на базисе	1	2
170	произведения как	1	2
171	основе своей	1	2
172	там же	2	2
173	между тем	4	2
174	что и	13	2
175	есть в	7	2
176	бытия и	1	2
177	на примере	3	2
178	именно в	1	2
179	далеко не	2	2
180	вместе с	8	2
181	о чем	2	2
182	в той	1	2
183	тому как	7	2
184	что же	2	2
185	а потом	1	2
186	в полном	2	2
187	и для	5	2
188	а к	1	2
189	ключом к	1	2
190	а в	6	2
191	другой стороны	5	2
192	что он	7	2
193	все люди	1	2
194	и состоит	2	2
195	это в	2	2
196	как нечто	1	1
197	обращено к	1	1
198	речь идет	3	1
199	художественного произведения	17	1
200	самом деле	9	1
201	тех же	2	1
202	это и	3	1
203	изображения и	1	1
204	на деле	3	1
205	и есть	5	1
206	в первом	1	1
207	принципиальное различие	1	1
208	но если	1	1
209	к созданию	1	1
210	и могут	1	1
211	к чему	2	1
212	есть не	2	1
213	и была	1	1
214	на материале	1	1
215	и само	1	1
216	мы не	12	1
217	вопрос о	3	1
218	сведена к	2	1
219	этом не	2	1
220	не была	1	1
221	он как	1	1
222	той самой	1	1
223	в сущности	10	1
224	я не	1	1
225	но даже	2	1
226	ему в	1	1
227	из ее	1	1
228	это время	1	1
229	собой в	1	1
230	же мере	1	1
231	бы то	1	1
232	в чем	2	1
233	характер и	1	1
234	во всех	1	1
235	тем как	1	1
236	там и	1	1
237	в ее	5	1
238	как система	1	1
239	чем это	1	1
240	быть признаны	1	1
241	о смерти	1	1
242	отдельного человека	10	1
243	точка зрения	4	1
244	не то	2	1
245	в сторону	1	1
246	если в	1	1
247	конечном счете	3	1
248	ответ на	1	1
249	есть по	1	1
250	с совершенно	2	1
251	быть сведена	2	1
252	как со	1	1
253	за пределы	1	1
254	мере в	1	1
255	в одной	3	1
256	в одних	1	1
257	это отнюдь	1	1
258	хотя и	3	1
259	звук в	1	1
260	к числу	2	1
261	себе не	3	1
262	то в	1	1
263	в самом	11	1
264	только то	2	1
265	истины и	1	1
266	в которой	4	1
267	и лирического	1	1
268	им в	3	1
269	не приводит	1	1
270	как у	1	1
271	человек не	1	1
272	теми же	2	1
273	к выводу	1	1
274	задний план	1	1
275	и только	3	1
276	и еще	1	1
277	он должен	1	1
278	же это	1	1
279	к одному	1	1
280	в силу	3	1
281	но прежде	1	1
282	туман и	1	1
283	о субъективности	1	1
284	которое может	2	1
285	одной и	4	1
286	с этой	4	1
287	не бывает	1	1
288	именно это	1	1
289	таким образом	20	1
290	мы его	1	1
291	мысль об	1	1
292	без которого	1	1
293	совпадают с	2	1
294	и слушателей	1	1
295	то чтобы	2	1
296	своей исходной	1	1
297	различие между	4	1
298	она оказывается	1	1
299	об этом	1	1
300	полной мере	1	1
301	по выражению	1	1
302	время и	1	1
303	как при	1	1
304	форму и	2	1
305	но их	1	1
306	своей основе	1	1
307	где образ	1	1
308	в жизни	2	1
309	она и	1	1
310	чтобы питать	1	1
311	и вне	1	1
312	несмотря на	5	1
313	как сказано	1	1
314	она была	1	1
315	со всей	1	1
316	восприятия и	1	1
317	различные формы	1	1
318	в центр	2	1
319	как искусство	1	1
320	в такой	2	1
321	однако этот	1	1
322	в которых	3	1
323	бы мы	2	1
324	жизни с	1	1
325	которая может	1	1
326	в памяти	1	1
327	стало быть	2	1
328	и той	3	1
329	тем не	2	1
330	повести в	1	1
331	и более	1	1
332	перед ним	1	1
333	и наоборот	1	1
334	том же	2	1
335	что этот	1	1
336	случае мы	1	1
337	при всех	1	1
338	вплоть до	1	1
339	в таких	1	1
340	она не	5	1
341	из нас	2	1
342	виду что	1	1
343	с теми	2	1
344	самого начала	1	1
345	как о	1	1
346	мысли в	3	1
347	дело не	1	1
348	мышления и	3	1
349	одна из	4	1
350	в процессе	5	1
351	мы все	2	1
352	в самых	1	1
353	та или	1	1
354	хх столетия	1	1
355	ничего не	2	1
356	благодаря тому	2	1
357	того как	1	1
358	имеем дело	1	1
359	или иная	1	1
360	показывает как	2	1
361	своей природе	1	1
362	эстетический характер	1	1
363	что лирика	1	1
364	такая же	1	1
365	во всем	3	1
366	с достаточной	2	1
367	лишена смысла	1	1
368	не принадлежит	1	1
369	точке зрения	1	1
370	или не	2	1
371	не могут	3	1
372	но все	1	1
373	и другой	3	1
374	не знаем	2	1
375	отличается от	2	1
376	числе и	1	1
377	уже было	1	1
378	к тому	4	1
379	его с	1	1
380	указывает на	4	1
381	не есть	3	1
382	в полной	1	1
383	имеет место	2	1
384	оно не	1	1
385	утверждать что	5	1
386	в применении	2	1
387	должен быть	1	1
388	приходит к	2	1
389	формы художественного	2	1
390	из главных	1	1
391	языка и	1	1
392	в собственном	3	1
393	действия и	2	1
394	с самого	1	1
395	а слово	2	1
396	в условиях	1	1
397	что может	1	1
398	только через	1	1
399	в нескольких	1	1
400	здесь как	1	1
