N	2gram	Bakhtin_fo_2	Myshleni
1	в этом	22	29
2	точки зрения	10	28
3	и в	46	26
4	для себя	1	24
5	не только	11	24
6	то что	7	24
7	таким образом	3	23
8	с точки	8	21
9	и речи	1	19
10	того чтобы	8	19
11	для того	8	18
12	в том	10	18
13	и не	9	18
14	том что	4	17
15	потому что	8	16
16	для других	3	15
17	как и	8	15
18	как мы	6	14
19	того что	3	14
20	так как	6	14
21	так же	2	14
22	этом случае	2	14
23	с помощью	3	13
24	и его	12	12
25	вместе с	9	12
26	что в	5	12
27	в которой	1	11
28	но и	9	11
29	не может	2	11
30	словом и	2	10
31	что они	4	10
32	слова и	3	10
33	по своей	1	10
34	в сущности	2	9
35	в самом	1	9
36	в себе	4	9
37	тому что	1	9
38	слово и	1	9
39	по сравнению	1	9
40	тем что	3	9
41	по своему	2	9
42	то же	8	8
43	между словом	1	8
44	что он	3	8
45	только в	11	8
46	ребенка и	1	8
47	сравнению с	1	8
48	ее в	3	8
49	сказать что	1	8
50	и то	1	7
51	мы не	1	7
52	и к	2	7
53	с самого	1	7
54	представление о	2	7
55	самого начала	1	7
56	о природе	1	7
57	к тому	3	7
58	может быть	7	7
59	прежде всего	14	7
60	самом деле	1	6
61	вопрос о	1	6
62	во всех	11	6
63	все же	6	6
64	все эти	5	6
65	выражение в	1	6
66	было бы	2	6
67	и тем	1	6
68	в ее	1	6
69	между собой	1	6
70	и что	1	6
71	именно в	2	6
72	а не	4	6
73	как бы	10	6
74	в смысле	5	6
75	как на	2	6
76	все что	2	6
77	связи между	2	5
78	тем же	2	5
79	как говорит	1	5
80	и с	6	5
81	с тем	2	5
82	она не	2	5
83	слова как	1	5
84	же самое	3	5
85	данном случае	1	5
86	никак не	1	5
87	если бы	1	5
88	в виду	3	5
89	можно сказать	2	5
90	и следовательно	1	5
91	как она	1	5
92	с одной	2	5
93	в качестве	3	5
94	себе в	1	5
95	и их	4	5
96	одной стороны	1	5
97	до конца	2	5
98	как это	2	5
99	в данном	2	5
100	с этой	4	5
101	и для	9	5
102	в речи	1	5
103	бы в	1	5
104	еще не	6	4
105	с другой	2	4
106	в нашем	1	4
107	если в	2	4
108	это и	1	4
109	как в	4	4
110	целый ряд	3	4
