1	в том что	9	17
2	мы могли бы	3	7
3	для того чтобы	1	7
4	заключается в том	3	7
5	так же как	1	6
6	в отличие от	2	6
7	в собственном смысле	1	6
8	тем не менее	10	5
9	можно было бы	3	5
10	тот факт что	1	5
11	с одной стороны	1	5
12	что и в	3	5
13	в связи с	7	5
14	и того же	1	4
15	смысле этого слова	1	4
16	одного и того	1	4
17	это значит что	2	4
18	в то время	4	4
19	то время как	4	4
20	во всяком случае	6	4
21	мы не станем	1	4
22	то и другое	1	4
23	же как и	2	4
24	на то что	1	3
25	сами по себе	6	3
26	с другой стороны	5	3
27	как мы видели	2	3
28	по сравнению с	2	3
29	то обстоятельство что	1	3
30	та или иная	3	3
31	в его основе	1	3
32	с тем что	1	3
33	о том что	3	3
34	только в том	1	2
35	то что мы	1	2
36	точки зрения на	1	2
37	и то что	7	2
38	так и в	1	2
39	того или иного	3	2
40	собственном смысле слова	1	2
41	потому что оно	1	2
42	так как она	1	2
43	на первый план	2	2
44	и в этом	6	2
45	само по себе	3	2
46	не может быть	5	2
47	того и другого	1	2
48	этой точки зрения	2	2
49	в том виде	2	2
50	того же типа	2	2
51	той или иной	8	2
52	как и в	1	2
53	с этой точки	1	2
54	теми или иными	1	2
55	к выводу что	1	2
56	и во всяком	1	2
57	том виде как	2	2
58	таким образом что	1	2
59	между знаком и	2	2
60	тому или иному	1	2
61	только потому что	2	2
62	только впоследствии в	1	1
63	и тем же	1	1
64	связи с теми	1	1
65	не является в	1	1
66	до сих пор	2	1
67	и в его	3	1
68	к тому что	1	1
69	не только в	2	1
70	что иное как	4	1
71	мы должны сказать	3	1
72	это означает что	1	1
73	возникновения и развития	1	1
74	и связанные с	1	1
75	и не является	1	1
76	иметь ничего общего	1	1
77	с той или	5	1
78	то ни было	3	1
79	и как бы	2	1
80	с точки зрения	2	1
81	если бы мы	1	1
82	виде как его	1	1
83	время как другие	1	1
84	выступает на первый	1	1
85	друг от друга	2	1
86	другими словами мы	1	1
87	между собой в	1	1
88	в результате этого	1	1
89	уже перестают быть	1	1
90	друг к другу	1	1
91	могло бы быть	2	1
92	заключается только в	2	1
93	так как они	1	1
94	сама по себе	8	1
95	развития человеческого общества	1	1
96	значение в связи	1	1
97	если мы теперь	1	1
98	в целом но	1	1
99	исторического развития человеческого	1	1
100	на котором мы	1	1
101	одним из главнейших	1	1
102	обратить внимание на	1	1
103	по себе как	2	1
104	во всех этих	1	1
105	приводит нас к	1	1
106	ничего общего с	2	1
107	в этом случае	5	1
108	но только в	2	1
109	предметов с которыми	1	1
110	и это является	1	1
111	как мы говорили	2	1
112	то же самое	7	1
113	на этот раз	3	1
114	связаны между собой	1	1
115	как бы далеко	1	1
116	возможным только потому	1	1
117	является в этом	1	1
118	из того что	1	1
119	более или менее	1	1
120	связи с той	1	1
121	и все его	1	1
122	не что иное	4	1
123	отнюдь не является	2	1
124	перед нами еще	1	1
125	всяком случае не	1	1
126	которого оно возникает	1	1
127	если мы скажем	1	1
128	мы скажем что	1	1
129	точно так же	3	1
130	к тому или	1	1
131	новых и новых	1	1
132	связи с тем	1	1
133	есть не что	4	1
134	том или ином	2	1
135	в каком случае	2	1
136	имеет в виду	1	1
137	остановиться на том	1	1
138	о том как	2	1
139	принять во внимание	1	1
140	в данном случае	7	1
141	мы говорили выше	1	1
142	ничем не отличаются	1	1
143	ту или иную	1	1
144	по себе а	3	1
145	не сами по	1	1
146	развитии и в	1	1
147	в такой форме	1	1
148	но все они	1	1
149	к вопросу о	1	1
150	сказать что в	1	1
151	с ним ни	1	1
152	бы то ни	4	1
153	остается то что	1	1
154	человеческого общества но	1	1
155	мы не можем	1	1
156	речи он не	1	1
157	указывает на то	1	1
158	нас не только	1	1
159	одна в другую	1	1
160	если принять во	1	1
161	в конце концов	3	1
162	сам по себе	6	1
163	ни в каком	4	1
164	виду не столько	1	1
165	но на этот	1	1
166	в том чтобы	1	1
167	должны сказать что	3	1
168	с чем мы	1	1
169	не имеет никакого	3	1
170	ним ни в	1	1
171	в виду не	1	1
172	одним и тем	1	1
173	так или иначе	1	1
174	все же не	1	1
