N	2gram	Losev_Dial_2	Mirosoze
1	и в	19	46
2	у достоевского	1	34
3	в нем	10	22
4	у него	1	22
5	это –	23	22
6	может быть	20	21
7	в этом	8	20
8	не только	19	18
9	и не	30	18
10	никогда не	9	18
11	но и	12	15
12	не может	9	15
13	как и	10	13
14	а не	16	13
15	не есть	47	13
16	друг друга	1	12
17	прежде всего	8	12
18	потому что	14	12
19	и он	1	11
20	не было	3	11
21	но он	4	11
22	в ней	2	11
23	но в	2	10
24	та же	4	10
25	в себе	15	10
26	он не	4	10
27	он был	1	9
28	не в	8	9
29	не знает	1	9
30	и есть	4	8
31	в своем	4	8
32	на земле	1	8
33	так как	14	8
34	если нет	1	8
35	она не	8	8
36	как бы	14	8
37	но это	7	8
38	он –	6	8
39	человека и	2	7
40	связана с	2	7
41	в мире	2	7
42	как в	2	7
43	и к	7	7
44	в этой	3	7
45	любви к	1	7
46	хотя бы	4	7
47	и потому	5	7
48	что он	6	7
49	вопрос о	3	6
50	что это	10	6
51	не могу	6	6
52	он сам	1	6
53	и здесь	1	6
54	жизнь в	2	6
55	так же	2	6
56	того что	6	6
57	жизни и	6	6
58	по преимуществу	1	5
59	то же	12	5
60	есть не	7	5
61	я не	6	5
62	совсем не	1	5
63	в самом	5	5
64	бы и	2	5
65	и вот	4	5
66	что она	14	5
67	что все	1	5
68	в своей	8	5
69	в конце	2	5
70	есть прежде	1	5
71	во всем	1	5
72	и его	5	5
73	к тому	2	5
74	и это	5	5
75	те же	1	5
76	это не	10	5
77	в его	1	5
78	то что	14	5
79	образ и	1	5
80	и все	12	5
81	также и	2	4
82	к чему	1	4
83	есть религия	3	4
84	его на	1	4
85	есть что-то	2	4
86	в жизни	2	4
87	том что	10	4
88	жизнь и	5	4
89	тому что	2	4
90	не имеет	1	4
91	только и	2	4
92	должны быть	3	4
93	они и	1	4
94	должен быть	1	4
95	что у	2	4
96	так и	10	4
97	себя в	2	4
98	уже не	3	4
99	что и	5	4
100	они не	3	4
101	в боге	1	4
102	т е	30	4
103	есть уже	2	4
104	что в	7	4
105	все что	1	4
106	смысле слова	1	3
107	же как	3	3
108	чтобы не	6	3
109	это и	3	3
110	и на	1	3
111	иное как	3	3
112	в чем	3	3
113	духа и	1	3
114	идея и	2	3
115	он в	1	3
116	если есть	1	3
117	как он	4	3
118	и она	2	3
119	душу и	1	3
120	не бывает	1	3
121	в каждом	2	3
122	не будет	2	3
123	и с	5	3
124	в глубине	1	3
125	на все	2	3
126	его в	3	3
127	на почве	1	3
128	ни в	10	3
129	в них	1	3
130	все равно	5	3
131	всю жизнь	1	3
132	одна и	4	3
133	и тогда	3	3
134	же есть	2	3
135	что всякий	1	3
136	можно ли	3	3
137	того как	2	3
138	что иное	3	3
139	и всегда	1	3
140	по своей	4	3
141	себя и	1	3
142	момент в	2	3
143	не существует	1	3
144	в образе	1	3
145	с ним	4	3
146	и должно	2	3
147	о том	5	3
148	не стоит	1	3
149	и во	1	3
150	нет у	1	3
151	и можно	2	3
152	что они	6	3
153	к которой	1	3
154	в том	14	3
155	только в	5	3
156	есть в	2	3
157	тем что	2	3
158	от того	4	3
159	с другим	1	3
160	до сих	2	3
161	к которому	1	3
162	связано с	1	3
163	с которым	1	3
164	человек в	1	3
165	нет ничего	1	3
166	– не	9	3
167	не знал	1	3
168	тех которые	1	3
169	и нет	2	3
170	сих пор	2	3
171	и от	3	3
172	лишь как	1	3
173	сказать что	10	3
174	не что	3	3
175	есть и	6	3
176	в своих	2	3
177	и человек	2	3
178	я и	2	2
179	он также	1	2
180	сам по	3	2
181	который должен	1	2
182	что личность	2	2
183	от этой	1	2
184	человеческая жизнь	1	2
185	достоевского в	1	2
186	тут в	1	2
187	его не	2	2
188	в сфере	2	2
189	только это	1	2
190	но она	1	2
191	из глубины	1	2
192	не от	1	2
193	не был	1	2
194	он переживает	2	2
195	во всех	2	2
196	есть по	1	2
197	себе и	3	2
198	не хотел	1	2
199	она есть	9	2
200	выйти из	3	2
201	человеческая личность	1	2
202	и социализм	1	2
203	есть ли	5	2
204	от этого	3	2
205	то в	1	2
206	духа в	1	2
207	в которой	2	2
208	если он	1	2
209	в братьях	1	2
210	но на	1	2
211	и если	4	2
212	на его	2	2
213	этого вопроса	1	2
214	не к	1	2
215	на этом	2	2
216	тут не	3	2
217	– то	2	2
218	вот человек	1	2
219	в единую	1	2
220	не всегда	1	2
221	есть явление	1	2
222	чем в	1	2
223	должно быть	7	2
224	в этих	3	2
225	точки зрения	12	2
226	ее в	2	2
227	от его	1	2
228	но эта	1	2
229	что есть	2	2
230	идет на	1	2
231	тогда когда	6	2
232	есть судьба	2	2
233	– все	2	2
234	чем не	1	2
235	человека от	1	2
236	ничего не	3	2
237	и любовь	1	2
238	связи с	4	2
239	как будто	7	2
240	в основе	1	2
241	нет ни	3	2
242	всегда есть	2	2
243	которая есть	2	2
244	оно не	1	2
245	добродетели и	1	2
246	мысль о	1	2
247	чем я	1	2
248	еще в	1	2
249	быть может	1	2
250	по себе	18	2
251	в разных	3	2
252	и возможно	1	2
253	вот почему	1	2
254	и поэтому	1	2
255	и та	6	2
256	и что	5	2
257	в сущности	2	2
258	нас в	1	2
259	к нему	4	2
260	все время	3	2
261	стихии в	1	2
262	подобно тому	1	2
263	но с	1	2
264	мы видим	2	2
265	тот же	1	2
266	жизни она	1	2
267	я даже	1	2
268	на природу	1	2
269	равно что	1	2
270	между тем	2	2
271	так что	7	2
272	же и	9	2
273	уже в	4	2
274	ни одного	1	2
275	много раз	3	2
276	не о	1	2
277	братьях карамазовых	1	2
278	почему не	1	2
279	есть выражение	3	2
280	были бы	1	2
281	е в	3	2
282	или иной	1	2
283	как у	1	2
284	черты сходства	1	2
285	человека его	1	2
286	мы еще	1	2
287	души и	2	2
288	что не	6	2
289	превращается в	1	2
290	– в	8	2
291	человеческой жизни	2	2
292	личности в	8	2
293	личности и	6	2
294	вместе с	2	2
295	– это	6	2
296	не видел	1	2
297	что за	1	2
298	тому как	1	2
299	я никогда	1	2
300	это есть	8	2
301	что же	2	2
302	да и	6	2
303	сам не	2	2
304	убийство и	1	2
305	каждом человеке	1	2
306	но для	1	2
307	личного бытия	1	2
308	сознания и	5	2
309	его с	3	2
310	человек и	1	2
311	ее и	1	2
312	и самое	1	2
313	быть и	4	2
314	а в	4	2
315	к самому	1	2
316	это все	2	2
317	но этот	1	2
318	это была	1	2
319	и эта	1	2
320	я ни	1	1
321	пор не	1	1
322	и искупления	1	1
323	лицом вечности	1	1
324	и то	7	1
325	бытия а	1	1
326	самом деле	4	1
327	людей на	1	1
328	он может	2	1
329	только потому	2	1
330	он ответил	1	1
331	земле но	1	1
332	мере в	2	1
333	перед лицом	1	1
334	ведь и	1	1
335	должна быть	5	1
336	основ и	1	1
337	мы не	1	1
338	у тебя	1	1
339	что если	3	1
340	не была	1	1
341	есть царство	1	1
342	во всю	1	1
343	говорить о	5	1
344	в царство	2	1
345	обращения с	1	1
346	и ее	1	1
347	поэтому религия	1	1
348	личности с	1	1
349	не понятно	3	1
350	явление не	1	1
351	на мир	2	1
352	сама земля	1	1
353	он остается	1	1
354	и вечности	1	1
355	и отличается	2	1
356	вывод что	1	1
357	и этого	1	1
358	в религии	6	1
359	на них	1	1
360	быть никакого	1	1
361	определенный предмет	1	1
362	быть в	4	1
363	иными глазами	1	1
364	можно и	1	1
365	бытие есть	1	1
366	есть ни	6	1
367	форме но	1	1
368	себе он	1	1
369	есть своя	1	1
370	только тогда	7	1
371	таково же	4	1
372	не все	1	1
373	если в	2	1
374	в новом	1	1
375	иначе не	1	1
376	нет и	1	1
377	за пределы	4	1
378	но без	3	1
379	сама по	7	1
380	которые не	2	1
381	опыт и	1	1
382	с этим	3	1
383	личностью как	1	1
384	все остальные	1	1
385	от обезьяны	2	1
386	и как	10	1
387	в каком-то	4	1
388	личности а	2	1
389	не быть	2	1
390	из жизни	1	1
391	есть утверждение	1	1
392	ничтожное и	1	1
393	в целом	1	1
394	все эти	2	1
395	во многих	1	1
396	существу с	1	1
397	раз в	2	1
398	к религии	1	1
399	бы только	2	1
400	в жертву	1	1
401	только один	1	1
402	личность но	4	1
403	на то	1	1
404	и другим	1	1
405	все те	1	1
406	из сферы	1	1
407	есть та	3	1
408	– лишь	1	1
409	– на	1	1
410	иногда бывают	1	1
411	конце времен	1	1
412	по образу	1	1
413	у пушкина	2	1
414	его судьба	1	1
415	может существовать	3	1
416	образ его	1	1
417	всех своих	1	1
418	но все	2	1
419	жить в	1	1
420	в вечности	6	1
421	же не	3	1
422	и характер	1	1
423	в другом	4	1
424	об этом	3	1
425	их и	1	1
426	говорил что	2	1
427	и менее	1	1
428	и оформления	1	1
429	с целью	2	1
430	его личности	2	1
431	а без	3	1
432	начала что	1	1
433	было бы	3	1
434	он есть	3	1
435	после этого	3	1
436	и тем	1	1
437	есть всегда	11	1
438	то остается	1	1
439	чем тут	1	1
440	она и	2	1
441	нет границ	1	1
442	с тем	2	1
443	личность может	2	1
444	и уже	3	1
445	нигде не	1	1
446	потому и	1	1
447	человека мы	1	1
448	остается в	1	1
449	и становится	1	1
450	но я	3	1
451	его образ	1	1
452	бы на	1	1
453	но если	1	1
454	у тютчева	1	1
455	отречение от	1	1
456	что такое	3	1
457	как сама	2	1
458	– да	1	1
459	сознания но	1	1
460	как все	1	1
461	в котором	1	1
462	с точки	8	1
463	в другое	2	1
464	женщина –	1	1
465	себе а	1	1
466	жизни с	2	1
467	ответить на	1	1
468	стало быть	10	1
469	она в	1	1
470	свое состояние	1	1
471	и более	3	1
472	их в	2	1
473	личность в	2	1
474	между двумя	1	1
475	нас к	1	1
476	и потом	2	1
477	вернемся к	1	1
478	иной раз	5	1
479	природа раздвоена	1	1
480	этого движения	1	1
481	ведет нас	1	1
482	это чувство	1	1
483	человека но	2	1
484	как о	1	1
485	она существует	1	1
486	ведь под	1	1
487	душа есть	1	1
488	не по	2	1
489	в самых	1	1
490	форма не	1	1
491	во всякой	1	1
492	к такому	1	1
493	та или	2	1
494	и тьмой	1	1
495	у этого	1	1
496	или как	3	1
497	или иная	2	1
498	можно видеть	1	1
499	и вечность	2	1
500	есть то	1	1
501	своей природе	2	1
502	она хочет	1	1
503	он свою	1	1
504	на одной	1	1
505	ему и	1	1
506	душе и	1	1
507	и теперь	1	1
508	душ в	1	1
509	хочет быть	3	1
510	того же	1	1
511	слова о	1	1
512	исторического процесса	1	1
513	и искусства	1	1
514	уже и	2	1
515	и делает	2	1
516	что на	2	1
517	не потому	6	1
518	не знали	1	1
519	представлять себе	2	1
520	его –	1	1
521	не могут	4	1
522	и часто	2	1
523	ее на	1	1
524	истории не	1	1
525	тогда и	1	1
526	сомневаться в	2	1
527	сама жизнь	2	1
528	отличается от	1	1
529	мир на	1	1
530	– с	1	1
531	и любить	1	1
532	воля к	2	1
533	мысли о	1	1
534	как человек	1	1
535	образу и	1	1
536	по сравнению	1	1
537	его есть	1	1
538	в вечность	1	1
539	от человека	1	1
540	как не	2	1
541	в ее	4	1
542	не человек	1	1
543	и подобию	1	1
544	духа есть	1	1
545	он с	1	1
546	это ведет	1	1
547	– уже	1	1
548	приводит к	1	1
549	дано в	1	1
550	например о	1	1
551	и покой	1	1
552	на нее	1	1
553	в бесконечность	2	1
554	вещи и	3	1
555	и интеллигенцией	1	1
556	и религии	3	1
557	мог бы	1	1
558	истории она	1	1
559	– и	3	1
560	она была	1	1
561	когда в	1	1
562	начинается в	1	1
563	мира и	1	1
564	на что	1	1
565	сама она	1	1
566	с женщиной	1	1
567	я –	1	1
568	жизни тут	1	1
569	и нигде	4	1
570	не физического	1	1
571	в личности	4	1
572	она всегда	1	1
573	на искупление	1	1
574	всегда прежде	1	1
575	может не	4	1
576	он берет	2	1
577	все в	2	1
578	как нет	1	1
579	путь к	1	1
580	это в	1	1
581	которой мы	1	1
582	религия же	1	1
583	отсюда –	1	1
584	себя но	1	1
585	и только	4	1
586	тотчас же	1	1
587	но нельзя	2	1
588	наконец в	1	1
589	интеллигенции и	4	1
590	нем и	2	1
591	спасение в	1	1
592	уже из	1	1
593	происходит в	1	1
594	же все	1	1
595	речи о	1	1
596	оба вместе	2	1
597	устремляется в	1	1
598	ли он	1	1
599	в какой	2	1
600	от смысла	5	1
601	могу не	1	1
602	всех его	1	1
603	одних и	1	1
604	бы ни	2	1
605	но под	1	1
606	в голове	2	1
607	со всеми	1	1
608	не то	5	1
609	и хочет	1	1
610	к земле	1	1
611	есть я	1	1
612	я имею	1	1
613	и они	2	1
614	а напротив	1	1
615	на высоте	1	1
616	вы вот	1	1
617	и религиозной	1	1
618	рассудок и	1	1
619	живая жизнь	1	1
620	его и	1	1
621	а потому	2	1
622	в пространстве	1	1
623	в прошлом	1	1
624	у нее	1	1
625	но что	7	1
626	бытия и	1	1
627	из нее	1	1
628	заставить всех	1	1
629	целиком в	1	1
630	этом отношении	1	1
631	всегда как	1	1
632	и всякий	1	1
633	бы это	3	1
634	это будет	1	1
635	жизнь как	1	1
636	но потому	3	1
637	жизнь она	1	1
638	с другой	5	1
639	выход к	1	1
640	и жутко	1	1
641	и прежде	2	1
642	же о	1	1
643	самоутверждения в	1	1
644	люди как	1	1
645	не сама	3	1
646	может ли	1	1
647	еще от	1	1
648	по нему	1	1
649	о чем	3	1
650	до полной	1	1
651	они одинаково	1	1
652	действует в	1	1
653	и ему	1	1
654	ни на	2	1
655	на самом	2	1
656	жизнь есть	1	1
657	есть начало	1	1
658	в меру	4	1
659	независимо от	4	1
660	по своему	5	1
661	в изображении	2	1
662	вечность и	1	1
663	сравнению с	1	1
664	в церковь	1	1
665	вечности то	1	1
666	на тот	1	1
667	в той	3	1
668	слова он	1	1
669	что весь	1	1
670	это за	3	1
671	а потом	4	1
672	– что	2	1
673	нельзя быть	1	1
674	можно принять	1	1
675	мире –	1	1
676	с этой	1	1
677	я сам	2	1
678	– хорошая	1	1
679	все это	4	1
680	глубины и	1	1
681	которые были	2	1
682	как душа	1	1
683	во мне	4	1
684	культуры и	2	1
685	человек сам	1	1
686	когда нет	1	1
687	это можно	1	1
688	а все	1	1
689	своей собственной	1	1
690	а к	1	1
691	когда он	1	1
692	из себя	1	1
693	той или	4	1
694	конце концов	1	1
695	мы должны	2	1
696	только что	5	1
697	все они	1	1
698	ли сказать	1	1
699	тут как	1	1
700	всеми его	1	1
701	жизнь это	1	1
702	ты не	1	1
703	к культуре	1	1
704	к женщине	1	1
705	была бы	3	1
706	и судьба	1	1
707	идея в	1	1
708	ко всему	1	1
709	из этого	1	1
710	и жизнь	2	1
711	в свое	1	1
712	на своем	1	1
713	природу на	1	1
714	личности как	1	1
715	но эти	1	1
716	видим в	1	1
717	человек во	1	1
718	им и	1	1
719	как на	1	1
720	еще слишком	1	1
