N	2gram	Tiupa_Narr_2	Psycholo
1	и в	13	38
2	то что	8	35
3	все время	1	30
4	в том	14	25
5	в самом	2	25
6	самом деле	3	21
7	что в	4	20
8	может быть	10	19
9	и что	2	18
10	на то	2	16
11	что она	2	16
12	точки зрения	5	16
13	в ней	2	15
14	то есть	9	15
15	и т	2	14
16	том что	13	14
17	если бы	4	14
18	как бы	6	14
19	потому что	2	14
20	в этом	13	13
21	в этой	4	13
22	не только	26	12
23	таким образом	5	12
24	было бы	2	12
25	не в	8	12
26	что он	5	11
27	то же	4	10
28	что это	4	10
29	и не	14	10
30	же самое	1	10
31	и все	4	10
32	с точки	2	9
33	того чтобы	3	9
34	в двух	1	9
35	все же	6	8
36	и как	1	8
37	как и	4	8
38	в одном	1	8
39	так что	1	8
40	вовсе не	2	8
41	как раз	3	8
42	для того	1	8
43	перед нами	4	8
44	для нас	2	8
45	из этого	1	8
46	с другой	5	7
47	не может	8	7
48	все то	2	7
49	как мы	1	7
50	в ее	4	7
51	что у	2	7
52	никак не	3	7
53	между тем	3	7
54	может служить	2	7
55	а не	17	7
56	а в	9	7
57	в которых	1	6
58	как это	4	6
59	он не	5	6
60	в котором	5	6
61	тому что	3	6
62	она не	1	6
63	не имеет	2	6
64	и его	3	6
65	к тому	9	6
66	ясно что	1	6
67	и здесь	2	6
68	о том	5	6
69	второй план	2	6
70	один из	3	6
71	с одной	5	6
72	до сих	1	6
73	он говорит	1	6
74	должна быть	2	5
75	мы не	2	5
76	я не	5	5
77	время в	1	5
78	в своем	6	5
79	могли бы	2	5
80	в которой	1	5
81	так сказать	3	5
82	на этом	1	5
83	в другом	4	5
84	к которым	1	5
85	несмотря на	2	5
86	с такой	1	5
87	иначе говоря	7	5
88	в своей	4	5
89	т п	2	5
90	и когда	3	5
91	в его	6	5
92	в какой	4	5
93	но и	15	5
94	действующих лиц	3	5
95	одной стороны	5	5
96	вместе с	1	5
97	в той	5	5
98	сих пор	1	5
99	или в	1	5
100	о котором	3	5
101	рассказ и	1	4
102	время как	1	4
103	во всех	1	4
104	что они	3	4
105	как в	5	4
106	когда он	1	4
107	в целом	3	4
