N	2gram	Nazirov_Tv_1	Istorich
1	и т	3	27
2	и в	21	26
3	т д	1	24
4	так же	3	18
5	т е	1	18
6	то что	8	16
7	не только	7	15
8	может быть	5	14
9	что в	12	14
10	же как	1	13
11	но и	3	12
12	связь с	1	12
13	так и	2	10
14	таким образом	5	10
15	показывает что	1	10
16	и его	6	10
17	что он	6	10
18	при помощи	2	10
19	все же	5	9
20	его в	1	9
21	что и	2	9
22	так как	3	9
23	и не	7	9
24	то же	13	8
25	мы знаем	1	8
26	а в	6	8
27	я тебе	1	7
28	мы имеем	1	7
29	в этом	6	7
30	он не	8	7
31	об этом	2	7
32	как и	12	7
33	в этих	2	7
34	во время	1	7
35	как в	8	7
36	в качестве	2	7
37	превращается в	1	7
38	героя в	1	7
39	еще не	1	6
40	как он	1	6
41	могут быть	2	6
42	в дальнейшем	3	6
43	к нему	1	6
44	потому что	5	6
45	а не	5	6
46	не может	4	6
47	вместе с	2	6
48	когда он	2	6
49	это и	3	5
50	мы уже	1	5
51	то это	1	5
52	но не	3	5
53	эта связь	1	5
54	и как	4	5
55	но в	7	5
56	уже не	3	5
57	и по	3	5
58	но все	1	5
59	и с	3	5
60	это не	4	5
61	не в	2	5
62	точно так	2	5
63	и у	2	5
64	и здесь	1	5
65	и что	1	5
66	в его	13	5
67	с ними	1	5
68	в одном	1	5
69	у него	7	5
70	тем что	1	5
71	до сих	1	5
72	сих пор	1	5
73	мы должны	1	5
74	к этому	2	5
75	на себя	1	4
76	частный случай	1	4
77	тогда как	1	4
78	в этот	1	4
79	он в	1	4
80	но он	2	4
81	три года	1	4
82	с водой	1	4
83	в своей	4	4
84	но эта	1	4
85	что этот	1	4
86	даже в	3	4
87	же он	1	4
88	указывает на	1	4
89	представляют собой	1	4
90	в могиле	1	4
91	так в	1	4
92	о том	6	4
93	и даже	3	4
94	которых можно	1	4
95	вовсе не	5	4
96	с другой	3	4
97	а на	1	4
98	а по	2	4
99	этот мотив	1	4
100	другой стороны	1	4
101	приводит нас	1	4
102	что иное	1	3
103	и действительно	1	3
104	не сразу	1	3
105	к своей	1	3
106	в одной	2	3
107	перед нами	2	3
108	его к	1	3
109	все эти	1	3
110	и если	1	3
111	на его	3	3
112	что она	2	3
113	связанные с	1	3
114	при этом	7	3
115	что у	1	3
116	с представлением	1	3
117	на земле	3	3
118	а затем	2	3
119	должен был	1	3
120	в огонь	1	3
121	не мог	2	3
122	том что	11	3
123	и более	1	3
124	как это	1	3
125	что эта	1	3
126	меня не	1	3
127	не имеет	1	3
128	на него	1	3
129	в русской	5	3
130	через него	1	3
131	связи с	1	3
132	к себе	1	3
133	есть только	1	3
134	и он	2	3
135	она не	1	3
136	данном случае	2	3
137	большей частью	1	3
138	в образе	1	3
139	иное как	1	3
140	но мы	1	3
141	с того	1	3
142	по ночам	1	3
143	представления о	1	3
144	герой в	2	3
145	в том	7	3
146	только в	5	3
147	человека с	2	3
148	переходит в	2	3
149	и других	3	3
150	связан с	3	3
151	не на	1	3
152	о чем	1	3
153	в данном	2	3
154	наряду с	1	3
155	как бы	17	3
156	или в	2	3
157	но это	5	3
158	только что	2	3
159	же в	1	3
160	на смену	2	3
161	не что	1	3
162	к этой	1	3
163	и другие	3	3
164	в русских	1	2
165	и есть	1	2
166	между человеком	1	2
167	а как	2	2
168	связана с	1	2
169	собой в	2	2
170	к ним	1	2
171	он ее	1	2
172	в этой	5	2
173	в истории	1	2
174	с этим	1	2
175	в своем	4	2
176	хотя и	3	2
177	говорит что	2	2
178	главе мы	1	2
179	сливается с	3	2
180	что это	1	2
181	в целом	4	2
182	представляет собой	3	2
183	тут и	3	2
184	еще один	1	2
185	в себе	2	2
186	имеем в	1	2
187	в нем	3	2
188	же это	1	2
189	не к	1	2
190	на этом	1	2
191	здесь мы	2	2
192	хотя бы	5	2
193	было бы	1	2
194	известно что	2	2
195	из них	2	2
196	и тем	2	2
197	он же	1	2
198	с тем	1	2
199	можно считать	1	2
200	и их	1	2
201	человеком и	1	2
202	что я	3	2
203	тем не	2	2
204	все это	10	2
205	однако в	2	2
206	по себе	1	2
207	ему как	1	2
208	не менее	6	2
209	в таких	1	2
210	дело не	3	2
211	к этим	1	2
212	не по	3	2
213	они же	1	2
214	это мы	1	2
215	одна из	2	2
216	никуда не	2	2
217	что на	1	2
218	в области	1	2
219	у нас	1	2
220	не могут	1	2
221	во все	1	2
222	не есть	1	2
223	на том	2	2
224	никогда не	3	2
225	живет в	2	2
226	иногда в	1	2
227	и на	7	2
228	говорит об	2	2
229	или на	1	2
230	связь между	1	2
231	от них	1	2
232	этот момент	1	2
233	видим что	1	2
234	того что	3	2
235	в современной	1	2
236	с той	1	2
237	он стал	1	2
238	их не	1	2
239	себя в	1	2
240	так что	2	2
241	уже в	3	2
242	в виде	3	2
243	его и	1	2
244	ни в	1	2
245	могло бы	1	2
246	представлений о	2	2
247	у нее	1	2
248	только с	1	2
249	не случайно	4	2
250	в других	1	2
251	даже и	1	2
252	которое однако	1	2
253	он живет	1	2
254	говорит о	3	2
255	на этот	1	2
256	его как	2	2
257	два года	1	2
258	с помощью	1	2
259	в частности	2	2
260	он говорит	3	2
261	и вот	1	2
262	с этой	1	2
263	между прочим	1	2
264	же самое	1	2
265	это уже	5	2
266	в связи	1	2
267	от него	1	2
268	и все	6	2
269	в лице	2	2
270	в могилу	1	2
271	на берегу	3	2
272	и целый	1	2
273	этот вопрос	1	2
274	сказать что	2	2
275	но этот	1	2
