N	3gram	Losev_Prob_1	RusskieA
1	в том что	5	18
2	в этом случае	2	6
3	в данном случае	8	6
4	для того чтобы	8	6
5	и т д	10	5
6	вместе с тем	1	4
7	и в других	3	4
8	так же как	2	4
9	о том что	5	4
10	в эту ночь	1	3
11	том что это	1	3
12	в этих случаях	2	3
13	не может быть	2	3
14	подобно тому как	2	3
15	только тогда когда	1	3
16	тем не менее	18	2
17	что иное как	2	2
18	же как и	1	2
19	мы не будем	1	2
20	для этой цели	1	2
21	на самом же	1	2
22	это пока еще	1	2
23	не что иное	2	2
24	в том чтобы	1	2
25	самом же деле	1	2
26	в то время	1	2
27	по этому поводу	3	2
28	а именно в	1	2
29	а между тем	1	1
30	было бы говорить	1	1
31	на скамейку и	1	1
32	прежде всего как	1	1
33	на себя внимание	1	1
34	иметь в виду	3	1
35	для этого требуется	1	1
36	более или менее	3	1
37	в настоящее время	3	1
38	в том же	1	1
39	о том как	2	1
40	и во многих	1	1
41	того чтобы обеспечить	1	1
42	во многих других	1	1
43	как мы увидим	2	1
44	в первую очередь	1	1
45	а может быть	2	1
46	в этом отношении	1	1
47	таким образом в	1	1
48	то что в	3	1
49	можно было бы	2	1
50	об этом не	1	1
51	может быть и	3	1
52	в это время	1	1
53	себя к этой	1	1
54	во всяком случае	3	1
55	на первый взгляд	1	1
56	этому поводу с	1	1
57	в которых нет	1	1
58	так как это	1	1
59	в некоторых случаях	1	1
60	и в этом	2	1
61	во всех этих	2	1
62	то время как	1	1
63	а именно с	1	1
64	то что по	1	1
65	дело в том	3	1
66	одним из самых	1	1
67	с другой стороны	3	1
68	в одно место	1	1
69	и в том	1	1
70	как будто ничего	1	1
71	и это не	1	1
72	тем и другим	2	1
73	один из них	1	1
74	ни одна из	1	1
75	можно сказать что	3	1
76	но в ее	1	1
77	обращают на себя	1	1
78	на то что	8	1
79	как мы уже	1	1
80	всех этих случаях	1	1
81	как и в	1	1
82	как мы видели	1	1
83	во время этого	1	1
