N	2gram	Vygotskiy__6	Marksizm
1	точки зрения	13	34
2	может быть	13	26
3	и не	11	26
4	не может	19	24
5	с точки	10	20
6	и в	28	19
7	и его	3	19
8	таким образом	18	17
9	в этом	27	16
10	как бы	11	15
11	в процессе	9	14
12	языка в	2	14
13	как мы	10	13
14	языка и	5	13
15	прежде всего	2	13
16	как и	6	12
17	если мы	2	11
18	так и	6	11
19	связи с	3	11
20	самом деле	2	10
21	в нем	7	10
22	в самом	8	10
23	только в	18	9
24	для него	6	9
25	в результате	1	9
26	все же	2	8
27	не только	16	8
28	при этом	3	8
29	друг друга	4	8
30	до сих	3	8
31	но и	10	8
32	сих пор	3	8
33	то что	28	8
34	язык как	1	7
35	во всех	4	7
36	в ее	1	7
37	точка зрения	1	7
38	но в	5	7
39	психологии и	1	7
40	все эти	2	7
41	то же	7	7
42	в каждом	3	7
43	а не	3	7
44	в связи	2	7
45	так же	15	7
46	в направлении	1	7
47	отнюдь не	1	6
48	кроме того	1	6
49	мы не	6	6
50	и того	4	6
51	в пределах	5	6
52	и здесь	3	6
53	настоящее время	1	6
54	в его	3	6
55	в том	28	6
56	является не	2	6
57	с помощью	13	6
58	в основном	1	6
59	в настоящее	1	6
60	другой стороны	2	6
61	того же	7	6
62	связи между	6	5
63	отличие от	1	5
64	конечно не	1	5
65	входит в	1	5
66	может стать	1	5
67	рядом с	1	5
68	одного и	4	5
69	в отличие	1	5
70	не в	4	5
71	необходимо чтобы	2	5
72	того чтобы	10	5
73	ничего общего	1	5
74	направлении к	1	5
75	те же	3	5
76	совершается в	3	5
77	и все	5	5
78	этот вопрос	3	5
79	опираться на	1	5
80	ясно что	4	5
81	в начале	1	5
82	в конце	2	5
83	вовсе не	1	5
84	с другой	2	5
85	за пределы	1	5
86	именно в	4	5
87	до конца	3	5
88	мы знаем	4	5
89	к этому	1	5
90	переход от	4	4
91	оно может	1	4
92	вопрос о	5	4
93	и на	5	4
94	нет и	1	4
95	как в	3	4
96	и тот	1	4
97	к одному	2	4
98	было бы	9	4
99	не столько	1	4
100	мысли и	2	4
101	не менее	2	4
102	по себе	3	4
103	в отношении	10	4
104	самого начала	7	4
105	с самого	7	4
106	в рамки	1	4
107	для второго	1	4
108	язык в	1	4
109	еще не	8	4
110	только на	2	4
111	от того	10	4
112	для того	8	4
113	далеко не	1	4
114	и между	2	4
115	как же	1	4
116	с этим	4	4
117	в данном	2	4
118	что же	1	4
119	форм и	2	4
120	тот же	1	4
121	а в	2	4
122	отношении к	3	4
123	между ними	7	4
124	сказать что	13	4
125	что в	17	4
126	на самом	1	3
127	он может	2	3
128	между двумя	2	3
129	имеет свою	1	3
130	в сущности	7	3
131	по отношению	10	3
132	один и	1	3
133	в истории	1	3
134	общего с	1	3
135	целый ряд	4	3
136	и как	6	3
137	и к	6	3
138	в первом	4	3
139	в которой	7	3
140	к другому	4	3
141	но все	1	3
142	различие между	2	3
143	его в	6	3
144	от одного	1	3
145	но именно	1	3
146	он не	7	3
147	в высшей	2	3
148	том что	19	3
149	места в	1	3
150	эта последняя	1	3
151	в своей	2	3
152	и ее	1	3
153	в котором	2	3
154	более того	2	3
155	мы говорили	1	3
156	является в	1	3
157	речи в	2	3
158	в то	6	3
159	к этим	1	3
160	для каждого	2	3
161	для всего	1	3
162	не имеет	6	3
163	действительности но	1	3
164	этом отношении	3	3
165	в области	6	3
166	не могут	5	3
167	же самое	6	3
168	должны быть	1	3
169	и это	1	3
170	не существует	1	3
171	и ту	1	3
172	из основных	1	3
173	можно сказать	6	3
174	с другими	2	3
175	здесь в	1	3
176	и следовательно	4	3
177	конце концов	1	3
178	того что	24	3
179	нуждается в	3	3
180	правда и	1	3
181	между тем	1	3
182	языка а	1	3
183	по законам	1	3
184	из них	2	3
185	в систему	1	3
186	языковой системы	1	3
187	в целях	1	3
188	или иной	1	3
189	в каком	1	3
190	на этот	4	3
191	все это	2	3
192	к другой	6	3
193	смысле этого	1	3
194	для первого	1	3
195	языковых явлений	1	3
196	этом случае	2	3
197	и от	2	3
198	слово в	1	3
199	и при	1	3
200	речи и	5	3
201	совершенно не	1	3
202	мы должны	3	3
203	всех других	1	3
204	первом случае	3	3
205	это и	3	3
206	и логикой	1	2
207	ту же	3	2
208	одним из	2	2
209	языка с	1	2
210	же как	6	2
211	не остается	1	2
212	в конкретном	1	2
213	мы уже	2	2
214	той же	4	2
215	не приходится	1	2
216	точкой зрения	1	2
217	совпадает с	4	2
218	это отношение	1	2
219	для нашей	2	2
220	зависимости от	5	2
221	и он	1	2
222	свою очередь	1	2
223	быть понято	1	2
224	между логикой	1	2
225	первый план	1	2
226	быть в	1	2
227	в чем	6	2
228	два основных	1	2
229	явлений и	1	2
230	классовая борьба	1	2
231	себе и	2	2
232	не просто	1	2
233	из важнейших	1	2
234	что во	1	2
235	в одной	4	2
236	направлении от	1	2
237	как к	1	2
238	в своем	7	2
239	однако не	1	2
240	его к	1	2
241	в действительности	1	2
242	от этого	3	2
243	то в	5	2
244	в нашем	4	2
245	из этих	3	2
246	в себе	4	2
247	как он	1	2
248	если он	2	2
249	как оно	3	2
250	тем не	1	2
251	всех остальных	1	2
252	он ни	1	2
253	в понимании	1	2
254	пределах одного	1	2
255	не как	1	2
256	одной и	3	2
257	может существовать	2	2
258	можно было	7	2
259	человека в	1	2
260	что все	5	2
261	в другом	2	2
262	и с	1	2
263	бы в	3	2
264	на этой	5	2
265	всех областях	1	2
266	в данной	1	2
267	действительности в	1	2
268	этом смысле	2	2
269	ведь в	1	2
270	ни в	1	2
271	это положение	1	2
272	от него	2	2
273	для одного	3	2
274	движется в	1	2
275	на первый	1	2
276	имеет место	2	2
277	это делает	1	2
278	первым и	1	2
279	и той	3	2
280	точку зрения	2	2
281	для данного	3	2
282	и более	2	2
283	зрения и	1	2
284	тому что	11	2
285	существует для	1	2
286	мысли в	4	2
287	что такое	3	2
288	в основе	3	2
289	не могло	2	2
290	одна из	1	2
291	иными словами	1	2
292	как она	1	2
293	связь и	1	2
294	и является	2	2
295	в сознании	4	2
296	у нас	2	2
297	для решения	3	2
298	могут быть	5	2
299	языке и	2	2
300	числе и	1	2
301	является одним	1	2
302	к тому	10	2
303	они и	1	2
304	которой она	1	2
305	она не	2	2
306	как с	2	2
307	никогда не	8	2
308	то как	1	2
309	по аналогии	1	2
310	зрения тех	1	2
311	мог бы	3	2
312	подойти к	1	2
313	между собой	9	2
314	если бы	7	2
315	и вообще	2	2
316	и даже	1	2
317	по мере	3	2
318	ситуации и	1	2
319	и т.д	3	2
320	о том	1	2
321	различие в	1	2
322	и во	1	2
323	этот момент	1	2
324	во втором	3	2
325	что и	4	2
326	и только	3	2
327	эта проблема	1	2
328	речь проблема	1	2
329	в двух	1	2
330	что он	18	2
331	между этими	4	2
332	именно на	1	2
333	в качестве	4	2
334	где они	2	2
335	это является	1	2
336	и др	2	2
337	и других	7	2
338	и их	1	2
339	допустим что	1	2
340	так как	10	2
341	мы можем	9	2
342	с системой	1	2
343	как раз	6	2
344	тем что	8	2
345	без всякой	1	2
346	противоречие между	1	2
347	зависит от	3	2
348	увидим в	1	2
349	одну из	1	2
350	всякой связи	1	2
351	там где	7	2
352	не об	1	2
353	в частности	4	2
354	независимо от	3	2
355	из которых	1	2
356	к своему	1	2
357	ко всякому	1	2
358	для всех	2	2
359	в тот	1	2
360	к проблеме	1	2
361	этого слова	2	2
362	с этой	2	2
363	благодаря этому	1	2
364	этом вопросе	2	2
365	и вторым	1	2
366	значения слова	1	2
367	отсюда следует	1	2
368	в эти	1	2
369	этой системы	1	2
370	этой действительности	1	2
371	между первым	1	2
372	лишь тогда	1	2
373	этого материала	1	2
374	в свою	1	2
375	но если	4	2
376	является источником	1	2
377	не знает	3	2
