N	2gram	Tiupa_Disk_2	KulturaY
1	и в	16	23
2	точки зрения	4	23
3	в том	8	22
4	не только	10	17
5	в этом	16	16
6	с точки	2	16
7	самом деле	1	14
8	может быть	16	14
9	в области	2	14
10	в самом	1	13
11	что в	5	13
12	не менее	7	12
13	потому что	4	12
14	вопрос о	1	11
15	том что	10	11
16	в его	3	11
17	того что	1	11
18	а не	14	11
19	можно говорить	1	10
20	и не	15	10
21	еще не	6	9
22	таким образом	1	9
23	тем не	1	9
24	прежде всего	7	9
25	лишь в	1	8
26	иными словами	1	8
27	уже не	3	8
28	как на	3	8
29	как это	1	7
30	все эти	3	7
31	в нашем	1	7
32	должно быть	2	7
33	речи в	2	7
34	того как	1	7
35	и что	1	7
36	с другой	5	7
37	в языке	2	7
38	или иной	3	7
39	на фоне	1	7
40	в данном	7	7
41	слова и	1	7
42	сказать что	1	7
43	то же	6	6
44	говорить о	2	6
45	в силу	1	6
46	только в	3	6
47	так и	9	6
48	при этом	17	6
49	ничего не	1	6
50	не может	9	6
51	могут быть	3	6
52	о том	4	6
53	что и	2	6
54	что он	2	6
55	для этого	1	6
56	также и	3	5
57	и есть	1	5
58	в первом	1	5
59	я не	1	5
60	в чем	1	5
61	в рамках	7	5
62	все же	6	5
63	хотя и	1	5
64	из этих	3	5
65	как бы	4	5
66	как и	16	5
67	не в	3	5
68	вовсе не	1	5
69	не могут	1	5
70	но также	1	5
71	той или	3	5
72	и должно	1	5
73	слов и	1	5
74	в поэзии	1	5
75	тем что	1	5
76	далеко не	2	5
77	что же	2	5
78	но это	3	5
79	а в	2	5
80	того же	2	4
81	тех же	1	4
82	отношения между	2	4
83	в сущности	1	4
84	на практике	1	4
85	столь же	3	4
86	точка зрения	1	4
87	как в	8	4
88	в своем	5	4
89	в целом	2	4
90	ответственность за	1	4
91	в своей	6	4
92	не столько	3	4
93	тем самым	6	4
94	о них	1	4
95	в ее	1	4
96	данном случае	6	4
97	были бы	1	4
98	а также	8	4
99	между тем	2	4
100	один из	1	4
101	с одной	4	4
102	не случайно	1	4
103	не было	3	4
104	одной стороны	4	4
105	письменной речи	1	4
106	в той	2	4
107	этом случае	2	4
108	то что	5	4
109	речь идет	1	3
110	я и	4	3
111	это и	1	3
112	то в	1	3
113	по преимуществу	2	3
114	той же	2	3
115	есть не	1	3
116	мы не	1	3
117	в ней	2	3
118	время в	2	3
119	но не	7	3
120	по отношению	4	3
121	отношение к	2	3
122	отнюдь не	6	3
123	что как	2	3
124	бы не	1	3
125	но на	1	3
126	он не	3	3
127	в первую	2	3
128	и с	2	3
129	с этой	1	3
130	но если	1	3
131	в которых	1	3
132	установка на	1	3
133	и более	1	3
134	так называемого	1	3
135	она не	1	3
136	в то	5	3
137	как о	1	3
138	на него	1	3
139	в процессе	1	3
140	и именно	1	3
141	должна быть	2	3
142	что на	2	3
143	не есть	1	3
144	поэзии как	1	3
145	только то	1	3
146	всего следует	1	3
147	сказано выше	1	3
148	в результате	2	3
149	но и	11	3
150	нас в	1	3
151	это не	3	3
152	и только	1	3
153	может иметь	2	3
154	в какой	1	3
155	на мой	2	3
156	я в	5	3
157	ни в	7	3
158	могло бы	1	3
159	именно в	2	3
160	а с	5	3
161	первую очередь	2	3
162	в ряду	2	3
163	xix века	1	3
164	там где	1	3
165	того или	1	3
166	но для	1	3
167	мой взгляд	2	3
168	к тому	1	3
169	формы и	1	3
170	слово в	1	3
171	другой стороны	2	3
172	или иного	2	3
173	чтобы не	1	2
174	к другому	1	2
175	отношению к	4	2
176	на материале	1	2
177	мы имеем	2	2
178	понять какое	1	2
179	здесь не	2	2
180	чем это	1	2
181	не то	1	2
182	для обозначения	1	2
183	отличие от	12	2
184	не просто	1	2
185	за пределы	1	2
186	связи и	1	2
187	языка и	1	2
188	более чем	2	2
189	когда он	1	2
190	и как	3	2
191	но в	11	2
192	еще на	1	2
193	так сказать	1	2
194	же это	1	2
195	свое время	2	2
196	состоит в	16	2
197	на этом	1	2
198	но все	1	2
199	его в	3	2
200	приходит в	1	2
201	для меня	1	2
202	такой же	2	2
203	и того	3	2
204	одного и	3	2
205	в этих	3	2
206	из того	1	2
207	в котором	3	2
208	в отличие	12	2
209	не как	1	2
210	своего рода	10	2
211	синтаксиса и	1	2
212	а вот	1	2
213	в таких	1	2
214	не о	2	2
215	может служить	1	2
216	дело не	1	2
217	это еще	2	2
218	по своему	1	2
219	никак не	1	2
220	в текст	1	2
221	уже о	1	2
222	отличается от	1	2
223	такая же	1	2
224	говоря уже	1	2
225	так в	1	2
226	в пределах	4	2
227	здесь как	1	2
228	совершенно иной	1	2
229	к его	4	2
230	вопрос этот	1	2
231	и здесь	1	2
232	внимание на	1	2
233	при котором	2	2
234	можно сказать	3	2
235	не более	2	2
236	может оказаться	1	2
237	в качестве	16	2
238	не дает	1	2
239	в одном	4	2
240	в некоторых	1	2
241	в особенности	1	2
242	точек зрения	1	2
243	еще и	1	2
244	не говоря	1	2
245	на этот	1	2
246	подобного рода	1	2
247	о чем	2	2
248	именно поэтому	1	2
249	в частности	12	2
250	вместе с	2	2
251	тому как	2	2
252	иначе говоря	3	2
253	в условиях	1	2
254	все это	2	2
255	указать на	2	2
256	не с	2	2
257	еще более	1	2
258	надо полагать	1	2
259	не знает	3	2
260	равно как	1	2
261	только о	1	2
262	в свое	2	2
263	как слово	1	2
264	это в	2	2
265	во всяком	1	2
266	том числе	1	2
267	например в	3	1
268	же как	2	1
269	и то	4	1
270	значении этого	2	1
271	мере в	1	1
272	на деле	1	1
273	на две	1	1
274	не имеют	1	1
275	с таким	2	1
276	к созданию	1	1
277	поэзии и	1	1
278	повседневной жизни	1	1
279	но она	3	1
280	в полной	1	1
281	в разговоре	1	1
282	таковы например	1	1
283	не иметь	1	1
284	не нужно	2	1
285	и на	5	1
286	он сам	1	1
287	бы то	1	1
288	роман и	1	1
289	иных случаях	1	1
290	отказ от	1	1
291	легко может	2	1
292	в сторону	1	1
293	самым оно	1	1
294	тогда как	11	1
295	примеров и	1	1
296	тут же	2	1
297	речевой жанр	1	1
298	идет о	2	1
299	оказывается не	2	1
300	в одной	1	1
301	и выражения	1	1
302	что касается	1	1
303	перед нами	3	1
304	это отнюдь	1	1
305	собственно и	2	1
306	звук в	1	1
307	как уже	2	1
308	в круг	1	1
309	литературного жанра	4	1
310	в противоположность	5	1
311	со своей	1	1
312	себе как	1	1
313	действия и	1	1
314	в которой	1	1
315	нет дела	1	1
316	ни один	1	1
317	лишний раз	1	1
318	раз в	1	1
319	им в	1	1
320	последнюю роль	1	1
321	с малым	1	1
322	сейчас и	1	1
323	однако при	3	1
324	времени для	1	1
325	пушкина и	1	1
326	читателя в	1	1
327	в принципе	2	1
328	не к	2	1
329	у пушкина	2	1
330	одной и	1	1
331	его от	1	1
332	и наоборот	1	1
333	слова можно	1	1
334	сознание и	1	1
335	же касается	2	1
336	в другом	3	1
337	входит в	2	1
338	и иных	1	1
339	практически не	1	1
340	которая в	2	1
341	вводит в	1	1
342	этого не	1	1
343	как сказано	1	1
344	истории русской	1	1
345	которая получила	1	1
346	она сама	1	1
347	рассказа о	1	1
348	и ее	3	1
349	в такой	1	1
350	всяком случае	1	1
351	той мере	1	1
352	если можно	1	1
353	утверждения что	1	1
354	всякий раз	2	1
355	одном из	3	1
356	и той	1	1
357	для данного	3	1
358	по крайней	1	1
359	не должно	1	1
360	для нее	1	1
361	даже в	1	1
362	случае мы	1	1
363	перестало быть	1	1
364	задаться вопросом	1	1
365	в русской	3	1
366	например не	1	1
367	первая часть	1	1
368	к этим	1	1
369	в основе	4	1
370	чем не	2	1
371	рассматривать как	1	1
372	на язык	1	1
373	же время	5	1
374	те моменты	1	1
375	таким путем	1	1
376	по своей	6	1
377	во всем	1	1
378	и его	3	1
379	наполеон в	1	1
380	целом и	1	1
381	как будто	3	1
382	от их	1	1
383	ни о	1	1
384	начиная с	1	1
385	народа он	1	1
386	и другой	1	1
387	всего в	1	1
388	из весьма	1	1
389	и строго	1	1
390	ли в	1	1
391	в самых	1	1
392	то ни	1	1
393	приходит к	1	1
394	значении в	1	1
395	даже наиболее	1	1
396	от друга	1	1
397	город и	1	1
398	здесь также	1	1
399	в собственном	1	1
400	характер и	1	1
401	но тоже	1	1
402	приводит к	3	1
403	слова а	1	1
404	природе своей	2	1
405	никогда не	2	1
406	в заглавиях	1	1
407	по аналогии	1	1
408	по природе	2	1
409	и каждый	1	1
410	общения с	1	1
411	чем у	1	1
412	она была	1	1
413	можно только	1	1
414	мы в	1	1
415	жанра в	1	1
416	остановимся на	1	1
417	речевой культуры	1	1
418	но здесь	2	1
419	сводится к	2	1
420	о нем	1	1
421	произведения как	2	1
422	другом месте	1	1
423	возможна только	1	1
424	одного из	4	1
425	не стоит	1	1
426	может не	1	1
427	в конечном	1	1
428	тем как	1	1
429	во втором	1	1
430	крайней мере	1	1
431	чем и	1	1
432	целого а	1	1
433	состоящая в	1	1
434	у обоих	1	1
435	аналогичных примеров	1	1
436	но тут	1	1
437	быть и	1	1
438	но с	1	1
439	уже сказано	1	1
440	же к	1	1
441	одной из	1	1
442	в себе	19	1
443	и так	1	1
444	до нас	1	1
445	поэтому и	1	1
446	наше время	2	1
447	одних и	1	1
448	двух точек	1	1
449	от них	1	1
450	не последнюю	1	1
451	сколько в	1	1
452	же и	1	1
453	и др	1	1
454	оказывается в	1	1
455	этого понятия	1	1
456	в расчет	1	1
457	является не	2	1
458	рамках данного	1	1
459	конечном счете	1	1
460	с совершенно	1	1
461	для него	5	1
462	и их	1	1
463	и со	1	1
464	в современном	1	1
465	не для	1	1
466	граница между	1	1
467	сама в	1	1
468	каждый из	1	1
469	при отсутствии	1	1
470	не говорит	1	1
471	общения и	2	1
472	эпохи когда	1	1
473	друг от	1	1
474	более близким	1	1
475	со стороны	10	1
476	на примере	2	1
477	и тех	1	1
478	и прежде	2	1
479	и несколько	1	1
480	не состоит	1	1
481	превращается в	1	1
482	и составляет	1	1
483	более того	1	1
484	было сказано	1	1
485	возвращаясь к	1	1
486	он создал	1	1
487	и ты	1	1
488	и слово	1	1
489	почву для	1	1
490	отсюда и	2	1
491	в иных	1	1
492	в строгом	3	1
493	речь не	1	1
494	к самому	1	1
495	из которых	1	1
496	при переходе	1	1
497	к жизни	3	1
498	ведет к	3	1
499	текста все	1	1
500	традиции о	1	1
501	исходя из	1	1
502	и было	1	1
503	в современной	1	1
504	в контексте	3	1
505	столько в	1	1
506	высказывания и	1	1
507	об одном	3	1
508	слово здесь	1	1
509	и для	2	1
510	от той	1	1
511	лицо и	1	1
512	и от	1	1
513	в повествовании	1	1
514	интерес к	2	1
515	отношении не	1	1
516	будто бы	1	1
517	же в	1	1
518	в равной	1	1
519	было уже	1	1
520	несмотря на	1	1
521	в период	4	1
522	а о	1	1
523	между ними	1	1
524	из повседневной	1	1
525	внимания практически	1	1
526	речи и	1	1
527	именно о	1	1
528	например и	1	1
529	на дорогу	1	1
530	как некую	1	1
531	одновременно и	1	1
532	идеал и	1	1
533	занимает в	1	1
534	утверждать что	1	1
535	к этому	4	1
536	к числу	1	1
537	который не	2	1
538	русской литературы	1	1
